Gemeente,NIS-code,Centrumstad?,Indicator,Item,Jaar,Nooit (%),Tot 12 keer (%),Meer dan 12 keer (%),Niet aanwezig in de eigen gemeente (%)
 Schilde ,11039,nee,"Bezoek park, bos, groenzone eigen of andere gemeente","Bezoek park, bos, groenzone in eigen gemeente",2017,0.07,0.28,0.64,0
 Schilde ,11039,nee,"Bezoek park, bos, groenzone eigen of andere gemeente","Bezoek park, bos, groenzone in eigen gemeente",2020,0.06,0.34,0.6,0
 Schoten ,11040,nee,"Bezoek park, bos, groenzone eigen of andere gemeente","Bezoek park, bos, groenzone in andere gemeente",2017,0.16,0.52,0.31,nvt
 Schoten ,11040,nee,"Bezoek park, bos, groenzone eigen of andere gemeente","Bezoek park, bos, groenzone in andere gemeente",2020,0.15,0.55,0.3,nvt
 Schoten ,11040,nee,"Bezoek park, bos, groenzone eigen of andere gemeente","Bezoek park, bos, groenzone in eigen gemeente",2017,0.04,0.33,0.62,0
 Schoten ,11040,nee,"Bezoek park, bos, groenzone eigen of andere gemeente","Bezoek park, bos, groenzone in eigen gemeente",2020,0.05,0.38,0.57,0
 Sint-Amands ,12034,nee,"Bezoek park, bos, groenzone eigen of andere gemeente","Bezoek park, bos, groenzone in andere gemeente",2017,0.21,0.44,0.34,nvt
 Sint-Amands ,12034,nee,"Bezoek park, bos, groenzone eigen of andere gemeente","Bezoek park, bos, groenzone in eigen gemeente",2017,0.13,0.31,0.44,0.12
 Sint-Genesius-Rode ,23101,nee,"Bezoek park, bos, groenzone eigen of andere gemeente","Bezoek park, bos, groenzone in andere gemeente",2017,0.14,0.44,0.43,nvt
 Sint-Genesius-Rode ,23101,nee,"Bezoek park, bos, groenzone eigen of andere gemeente","Bezoek park, bos, groenzone in andere gemeente",2020,0.15,0.44,0.41,nvt
 Sint-Genesius-Rode ,23101,nee,"Bezoek park, bos, groenzone eigen of andere gemeente","Bezoek park, bos, groenzone in eigen gemeente",2017,0.1,0.32,0.58,0.01
 Sint-Genesius-Rode ,23101,nee,"Bezoek park, bos, groenzone eigen of andere gemeente","Bezoek park, bos, groenzone in eigen gemeente",2020,0.1,0.28,0.6,0.02
 Sint-Gillis-Waas ,46020,nee,"Bezoek park, bos, groenzone eigen of andere gemeente","Bezoek park, bos, groenzone in andere gemeente",2017,0.22,0.48,0.3,nvt
 Sint-Gillis-Waas ,46020,nee,"Bezoek park, bos, groenzone eigen of andere gemeente","Bezoek park, bos, groenzone in andere gemeente",2020,0.21,0.49,0.3,nvt
 Sint-Gillis-Waas ,46020,nee,"Bezoek park, bos, groenzone eigen of andere gemeente","Bezoek park, bos, groenzone in eigen gemeente",2017,0.14,0.37,0.47,0.02
 Sint-Gillis-Waas ,46020,nee,"Bezoek park, bos, groenzone eigen of andere gemeente","Bezoek park, bos, groenzone in eigen gemeente",2020,0.14,0.39,0.45,0.02
 Sint-Katelijne-Waver ,12035,nee,"Bezoek park, bos, groenzone eigen of andere gemeente","Bezoek park, bos, groenzone in andere gemeente",2017,0.19,0.5,0.31,nvt
 Sint-Katelijne-Waver ,12035,nee,"Bezoek park, bos, groenzone eigen of andere gemeente","Bezoek park, bos, groenzone in andere gemeente",2020,0.18,0.53,0.29,nvt
 Sint-Katelijne-Waver ,12035,nee,"Bezoek park, bos, groenzone eigen of andere gemeente","Bezoek park, bos, groenzone in eigen gemeente",2017,0.15,0.45,0.37,0.03
 Sint-Katelijne-Waver ,12035,nee,"Bezoek park, bos, groenzone eigen of andere gemeente","Bezoek park, bos, groenzone in eigen gemeente",2020,0.11,0.47,0.41,0.01
 Sint-Laureins ,43014,nee,"Bezoek park, bos, groenzone eigen of andere gemeente","Bezoek park, bos, groenzone in andere gemeente",2017,0.29,0.45,0.27,nvt
 Sint-Laureins ,43014,nee,"Bezoek park, bos, groenzone eigen of andere gemeente","Bezoek park, bos, groenzone in andere gemeente",2020,0.18,0.6,0.22,nvt
 Sint-Laureins ,43014,nee,"Bezoek park, bos, groenzone eigen of andere gemeente","Bezoek park, bos, groenzone in eigen gemeente",2017,0.19,0.29,0.38,0.13
 Sint-Laureins ,43014,nee,"Bezoek park, bos, groenzone eigen of andere gemeente","Bezoek park, bos, groenzone in eigen gemeente",2020,0.12,0.35,0.38,0.14
 Sint-Lievens-Houtem ,41063,nee,"Bezoek park, bos, groenzone eigen of andere gemeente","Bezoek park, bos, groenzone in andere gemeente",2017,0.31,0.45,0.24,nvt
 Sint-Lievens-Houtem ,41063,nee,"Bezoek park, bos, groenzone eigen of andere gemeente","Bezoek park, bos, groenzone in andere gemeente",2020,0.22,0.53,0.25,nvt
 Sint-Lievens-Houtem ,41063,nee,"Bezoek park, bos, groenzone eigen of andere gemeente","Bezoek park, bos, groenzone in eigen gemeente",2017,0.19,0.36,0.42,0.02
 Sint-Lievens-Houtem ,41063,nee,"Bezoek park, bos, groenzone eigen of andere gemeente","Bezoek park, bos, groenzone in eigen gemeente",2020,0.13,0.42,0.43,0.03
 Sint-Martens-Latem ,44064,nee,"Bezoek park, bos, groenzone eigen of andere gemeente","Bezoek park, bos, groenzone in andere gemeente",2017,0.21,0.5,0.29,nvt
 Sint-Martens-Latem ,44064,nee,"Bezoek park, bos, groenzone eigen of andere gemeente","Bezoek park, bos, groenzone in andere gemeente",2020,0.15,0.49,0.36,nvt
 Sint-Martens-Latem ,44064,nee,"Bezoek park, bos, groenzone eigen of andere gemeente","Bezoek park, bos, groenzone in eigen gemeente",2017,0.11,0.34,0.54,0.01
 Sint-Martens-Latem ,44064,nee,"Bezoek park, bos, groenzone eigen of andere gemeente","Bezoek park, bos, groenzone in eigen gemeente",2020,0.07,0.31,0.62,0
 Sint-Niklaas ,46021,ja,"Bezoek park, bos, groenzone eigen of andere gemeente","Bezoek park, bos, groenzone in andere gemeente",2020,0.2,0.57,0.24,nvt
 Sint-Niklaas ,46021,ja,"Bezoek park, bos, groenzone eigen of andere gemeente","Bezoek park, bos, groenzone in eigen gemeente",2020,0.13,0.5,0.37,0.01
 Sint-Pieters-Leeuw ,23077,nee,"Bezoek park, bos, groenzone eigen of andere gemeente","Bezoek park, bos, groenzone in andere gemeente",2017,0.2,0.54,0.26,nvt
 Sint-Pieters-Leeuw ,23077,nee,"Bezoek park, bos, groenzone eigen of andere gemeente","Bezoek park, bos, groenzone in andere gemeente",2020,0.2,0.52,0.28,nvt
 Sint-Pieters-Leeuw ,23077,nee,"Bezoek park, bos, groenzone eigen of andere gemeente","Bezoek park, bos, groenzone in eigen gemeente",2017,0.09,0.5,0.38,0.03
 Sint-Pieters-Leeuw ,23077,nee,"Bezoek park, bos, groenzone eigen of andere gemeente","Bezoek park, bos, groenzone in eigen gemeente",2020,0.12,0.5,0.35,0.02
 Sint-Truiden ,71053,nee,"Bezoek park, bos, groenzone eigen of andere gemeente","Bezoek park, bos, groenzone in andere gemeente",2017,0.28,0.49,0.22,nvt
 Sint-Truiden ,71053,nee,"Bezoek park, bos, groenzone eigen of andere gemeente","Bezoek park, bos, groenzone in andere gemeente",2020,0.23,0.51,0.26,nvt
 Sint-Truiden ,71053,nee,"Bezoek park, bos, groenzone eigen of andere gemeente","Bezoek park, bos, groenzone in eigen gemeente",2017,0.09,0.34,0.56,0.01
 Sint-Truiden ,71053,nee,"Bezoek park, bos, groenzone eigen of andere gemeente","Bezoek park, bos, groenzone in eigen gemeente",2020,0.09,0.43,0.46,0.02
 Spiere-Helkijn ,34043,nee,"Bezoek park, bos, groenzone eigen of andere gemeente","Bezoek park, bos, groenzone in andere gemeente",2017,0.23,0.47,0.3,nvt
 Spiere-Helkijn ,34043,nee,"Bezoek park, bos, groenzone eigen of andere gemeente","Bezoek park, bos, groenzone in andere gemeente",2020,0.23,0.54,0.22,nvt
 Spiere-Helkijn ,34043,nee,"Bezoek park, bos, groenzone eigen of andere gemeente","Bezoek park, bos, groenzone in eigen gemeente",2017,0.14,0.27,0.48,0.11
 Spiere-Helkijn ,34043,nee,"Bezoek park, bos, groenzone eigen of andere gemeente","Bezoek park, bos, groenzone in eigen gemeente",2020,0.15,0.4,0.32,0.14
 Stabroek ,11044,nee,"Bezoek park, bos, groenzone eigen of andere gemeente","Bezoek park, bos, groenzone in andere gemeente",2017,0.18,0.44,0.37,nvt
 Stabroek ,11044,nee,"Bezoek park, bos, groenzone eigen of andere gemeente","Bezoek park, bos, groenzone in andere gemeente",2020,0.14,0.54,0.32,nvt
 Stabroek ,11044,nee,"Bezoek park, bos, groenzone eigen of andere gemeente","Bezoek park, bos, groenzone in eigen gemeente",2017,0.08,0.37,0.52,0.03
 Stabroek ,11044,nee,"Bezoek park, bos, groenzone eigen of andere gemeente","Bezoek park, bos, groenzone in eigen gemeente",2020,0.1,0.44,0.44,0.02
 Staden ,36019,nee,"Bezoek park, bos, groenzone eigen of andere gemeente","Bezoek park, bos, groenzone in andere gemeente",2017,0.27,0.46,0.27,nvt
 Staden ,36019,nee,"Bezoek park, bos, groenzone eigen of andere gemeente","Bezoek park, bos, groenzone in andere gemeente",2020,0.22,0.5,0.28,nvt
 Staden ,36019,nee,"Bezoek park, bos, groenzone eigen of andere gemeente","Bezoek park, bos, groenzone in eigen gemeente",2017,0.25,0.45,0.22,0.08
 Staden ,36019,nee,"Bezoek park, bos, groenzone eigen of andere gemeente","Bezoek park, bos, groenzone in eigen gemeente",2020,0.2,0.47,0.25,0.08
 Steenokkerzeel ,23081,nee,"Bezoek park, bos, groenzone eigen of andere gemeente","Bezoek park, bos, groenzone in andere gemeente",2017,0.2,0.5,0.3,nvt
 Steenokkerzeel ,23081,nee,"Bezoek park, bos, groenzone eigen of andere gemeente","Bezoek park, bos, groenzone in andere gemeente",2020,0.15,0.5,0.35,nvt
 Steenokkerzeel ,23081,nee,"Bezoek park, bos, groenzone eigen of andere gemeente","Bezoek park, bos, groenzone in eigen gemeente",2017,0.11,0.35,0.5,0.04
 Steenokkerzeel ,23081,nee,"Bezoek park, bos, groenzone eigen of andere gemeente","Bezoek park, bos, groenzone in eigen gemeente",2020,0.08,0.33,0.57,0.02
 Stekene ,46024,nee,"Bezoek park, bos, groenzone eigen of andere gemeente","Bezoek park, bos, groenzone in andere gemeente",2017,0.24,0.53,0.22,nvt
 Stekene ,46024,nee,"Bezoek park, bos, groenzone eigen of andere gemeente","Bezoek park, bos, groenzone in andere gemeente",2020,0.21,0.56,0.23,nvt
 Stekene ,46024,nee,"Bezoek park, bos, groenzone eigen of andere gemeente","Bezoek park, bos, groenzone in eigen gemeente",2017,0.11,0.42,0.46,0.01
 Stekene ,46024,nee,"Bezoek park, bos, groenzone eigen of andere gemeente","Bezoek park, bos, groenzone in eigen gemeente",2020,0.11,0.38,0.51,0.01
 Temse ,46025,nee,"Bezoek park, bos, groenzone eigen of andere gemeente","Bezoek park, bos, groenzone in andere gemeente",2017,0.19,0.44,0.36,nvt
 Temse ,46025,nee,"Bezoek park, bos, groenzone eigen of andere gemeente","Bezoek park, bos, groenzone in andere gemeente",2020,0.2,0.51,0.29,nvt
 Temse ,46025,nee,"Bezoek park, bos, groenzone eigen of andere gemeente","Bezoek park, bos, groenzone in eigen gemeente",2017,0.16,0.43,0.39,0.02
 Temse ,46025,nee,"Bezoek park, bos, groenzone eigen of andere gemeente","Bezoek park, bos, groenzone in eigen gemeente",2020,0.14,0.43,0.42,0.01
 Ternat ,23086,nee,"Bezoek park, bos, groenzone eigen of andere gemeente","Bezoek park, bos, groenzone in andere gemeente",2017,0.21,0.54,0.25,nvt
 Ternat ,23086,nee,"Bezoek park, bos, groenzone eigen of andere gemeente","Bezoek park, bos, groenzone in andere gemeente",2020,0.2,0.51,0.29,nvt
 Ternat ,23086,nee,"Bezoek park, bos, groenzone eigen of andere gemeente","Bezoek park, bos, groenzone in eigen gemeente",2017,0.16,0.43,0.36,0.04
 Ternat ,23086,nee,"Bezoek park, bos, groenzone eigen of andere gemeente","Bezoek park, bos, groenzone in eigen gemeente",2020,0.14,0.4,0.44,0.02
 Tervuren ,24104,nee,"Bezoek park, bos, groenzone eigen of andere gemeente","Bezoek park, bos, groenzone in andere gemeente",2017,0.19,0.48,0.33,nvt
 Tervuren ,24104,nee,"Bezoek park, bos, groenzone eigen of andere gemeente","Bezoek park, bos, groenzone in andere gemeente",2020,0.17,0.52,0.31,nvt
 Tervuren ,24104,nee,"Bezoek park, bos, groenzone eigen of andere gemeente","Bezoek park, bos, groenzone in eigen gemeente",2017,0.02,0.17,0.81,0
 Tervuren ,24104,nee,"Bezoek park, bos, groenzone eigen of andere gemeente","Bezoek park, bos, groenzone in eigen gemeente",2020,0.01,0.23,0.76,0
 Tessenderlo ,71057,nee,"Bezoek park, bos, groenzone eigen of andere gemeente","Bezoek park, bos, groenzone in andere gemeente",2017,0.21,0.46,0.33,nvt
 Tessenderlo ,71057,nee,"Bezoek park, bos, groenzone eigen of andere gemeente","Bezoek park, bos, groenzone in andere gemeente",2020,0.21,0.49,0.3,nvt
 Tessenderlo ,71057,nee,"Bezoek park, bos, groenzone eigen of andere gemeente","Bezoek park, bos, groenzone in eigen gemeente",2017,0.06,0.33,0.61,0
 Tessenderlo ,71057,nee,"Bezoek park, bos, groenzone eigen of andere gemeente","Bezoek park, bos, groenzone in eigen gemeente",2020,0.08,0.37,0.54,0.01
 Tielt ,37015,nee,"Bezoek park, bos, groenzone eigen of andere gemeente","Bezoek park, bos, groenzone in andere gemeente",2017,0.23,0.51,0.26,nvt
 Tielt ,37015,nee,"Bezoek park, bos, groenzone eigen of andere gemeente","Bezoek park, bos, groenzone in andere gemeente",2020,0.18,0.61,0.21,nvt
 Tielt ,37015,nee,"Bezoek park, bos, groenzone eigen of andere gemeente","Bezoek park, bos, groenzone in eigen gemeente",2017,0.19,0.46,0.29,0.06
 Tielt ,37015,nee,"Bezoek park, bos, groenzone eigen of andere gemeente","Bezoek park, bos, groenzone in eigen gemeente",2020,0.16,0.58,0.23,0.03
 Tielt-Winge ,24135,nee,"Bezoek park, bos, groenzone eigen of andere gemeente","Bezoek park, bos, groenzone in andere gemeente",2017,0.26,0.46,0.28,nvt
 Tielt-Winge ,24135,nee,"Bezoek park, bos, groenzone eigen of andere gemeente","Bezoek park, bos, groenzone in andere gemeente",2020,0.23,0.48,0.3,nvt
 Tielt-Winge ,24135,nee,"Bezoek park, bos, groenzone eigen of andere gemeente","Bezoek park, bos, groenzone in eigen gemeente",2017,0.1,0.4,0.49,0.01
 Tielt-Winge ,24135,nee,"Bezoek park, bos, groenzone eigen of andere gemeente","Bezoek park, bos, groenzone in eigen gemeente",2020,0.1,0.41,0.47,0.02
 Tienen ,24107,nee,"Bezoek park, bos, groenzone eigen of andere gemeente","Bezoek park, bos, groenzone in andere gemeente",2017,0.24,0.5,0.26,nvt
 Tienen ,24107,nee,"Bezoek park, bos, groenzone eigen of andere gemeente","Bezoek park, bos, groenzone in andere gemeente",2020,0.24,0.49,0.27,nvt
 Tienen ,24107,nee,"Bezoek park, bos, groenzone eigen of andere gemeente","Bezoek park, bos, groenzone in eigen gemeente",2017,0.17,0.46,0.34,0.03
 Tienen ,24107,nee,"Bezoek park, bos, groenzone eigen of andere gemeente","Bezoek park, bos, groenzone in eigen gemeente",2020,0.19,0.42,0.35,0.04
 Tongeren ,73083,nee,"Bezoek park, bos, groenzone eigen of andere gemeente","Bezoek park, bos, groenzone in andere gemeente",2017,0.24,0.55,0.22,nvt
 Tongeren ,73083,nee,"Bezoek park, bos, groenzone eigen of andere gemeente","Bezoek park, bos, groenzone in andere gemeente",2020,0.25,0.51,0.24,nvt
 Tongeren ,73083,nee,"Bezoek park, bos, groenzone eigen of andere gemeente","Bezoek park, bos, groenzone in eigen gemeente",2017,0.12,0.41,0.45,0.02
 Tongeren ,73083,nee,"Bezoek park, bos, groenzone eigen of andere gemeente","Bezoek park, bos, groenzone in eigen gemeente",2020,0.09,0.41,0.49,0.02
 Torhout ,31033,nee,"Bezoek park, bos, groenzone eigen of andere gemeente","Bezoek park, bos, groenzone in andere gemeente",2017,0.19,0.53,0.28,nvt
 Torhout ,31033,nee,"Bezoek park, bos, groenzone eigen of andere gemeente","Bezoek park, bos, groenzone in andere gemeente",2020,0.18,0.57,0.25,nvt
 Torhout ,31033,nee,"Bezoek park, bos, groenzone eigen of andere gemeente","Bezoek park, bos, groenzone in eigen gemeente",2017,0.08,0.44,0.49,0
 Torhout ,31033,nee,"Bezoek park, bos, groenzone eigen of andere gemeente","Bezoek park, bos, groenzone in eigen gemeente",2020,0.06,0.48,0.45,0
 Tremelo ,24109,nee,"Bezoek park, bos, groenzone eigen of andere gemeente","Bezoek park, bos, groenzone in andere gemeente",2017,0.23,0.46,0.31,nvt
 Tremelo ,24109,nee,"Bezoek park, bos, groenzone eigen of andere gemeente","Bezoek park, bos, groenzone in andere gemeente",2020,0.18,0.52,0.3,nvt
 Tremelo ,24109,nee,"Bezoek park, bos, groenzone eigen of andere gemeente","Bezoek park, bos, groenzone in eigen gemeente",2017,0.11,0.43,0.44,0.02
 Tremelo ,24109,nee,"Bezoek park, bos, groenzone eigen of andere gemeente","Bezoek park, bos, groenzone in eigen gemeente",2020,0.1,0.46,0.43,0.01
 Turnhout ,13040,ja,"Bezoek park, bos, groenzone eigen of andere gemeente","Bezoek park, bos, groenzone in andere gemeente",2020,0.19,0.53,0.28,nvt
 Turnhout ,13040,ja,"Bezoek park, bos, groenzone eigen of andere gemeente","Bezoek park, bos, groenzone in eigen gemeente",2020,0.08,0.45,0.46,0
 Veurne ,38025,nee,"Bezoek park, bos, groenzone eigen of andere gemeente","Bezoek park, bos, groenzone in andere gemeente",2017,0.23,0.47,0.3,nvt
 Veurne ,38025,nee,"Bezoek park, bos, groenzone eigen of andere gemeente","Bezoek park, bos, groenzone in andere gemeente",2020,0.21,0.51,0.28,nvt
 Veurne ,38025,nee,"Bezoek park, bos, groenzone eigen of andere gemeente","Bezoek park, bos, groenzone in eigen gemeente",2017,0.14,0.46,0.36,0.04
 Veurne ,38025,nee,"Bezoek park, bos, groenzone eigen of andere gemeente","Bezoek park, bos, groenzone in eigen gemeente",2020,0.17,0.5,0.3,0.03
 Vilvoorde ,23088,nee,"Bezoek park, bos, groenzone eigen of andere gemeente","Bezoek park, bos, groenzone in andere gemeente",2017,0.16,0.5,0.34,nvt
 Vilvoorde ,23088,nee,"Bezoek park, bos, groenzone eigen of andere gemeente","Bezoek park, bos, groenzone in andere gemeente",2020,0.15,0.58,0.27,nvt
 Vilvoorde ,23088,nee,"Bezoek park, bos, groenzone eigen of andere gemeente","Bezoek park, bos, groenzone in eigen gemeente",2017,0.09,0.42,0.49,0
 Vilvoorde ,23088,nee,"Bezoek park, bos, groenzone eigen of andere gemeente","Bezoek park, bos, groenzone in eigen gemeente",2020,0.06,0.5,0.44,0.01
 Vleteren ,33041,nee,"Bezoek park, bos, groenzone eigen of andere gemeente","Bezoek park, bos, groenzone in andere gemeente",2017,0.34,0.44,0.21,nvt
 Vleteren ,33041,nee,"Bezoek park, bos, groenzone eigen of andere gemeente","Bezoek park, bos, groenzone in andere gemeente",2020,0.28,0.55,0.17,nvt
 Vleteren ,33041,nee,"Bezoek park, bos, groenzone eigen of andere gemeente","Bezoek park, bos, groenzone in eigen gemeente",2017,0.28,0.44,0.19,0.09
 Vleteren ,33041,nee,"Bezoek park, bos, groenzone eigen of andere gemeente","Bezoek park, bos, groenzone in eigen gemeente",2020,0.25,0.5,0.16,0.09
 Voeren ,73109,nee,"Bezoek park, bos, groenzone eigen of andere gemeente","Bezoek park, bos, groenzone in andere gemeente",2017,0.22,0.48,0.3,nvt
 Voeren ,73109,nee,"Bezoek park, bos, groenzone eigen of andere gemeente","Bezoek park, bos, groenzone in andere gemeente",2020,0.18,0.48,0.34,nvt
 Voeren ,73109,nee,"Bezoek park, bos, groenzone eigen of andere gemeente","Bezoek park, bos, groenzone in eigen gemeente",2017,0.09,0.24,0.66,0.01
 Voeren ,73109,nee,"Bezoek park, bos, groenzone eigen of andere gemeente","Bezoek park, bos, groenzone in eigen gemeente",2020,0.09,0.27,0.63,0.02
 Vorselaar ,13044,nee,"Bezoek park, bos, groenzone eigen of andere gemeente","Bezoek park, bos, groenzone in andere gemeente",2017,0.28,0.43,0.29,nvt
 Vorselaar ,13044,nee,"Bezoek park, bos, groenzone eigen of andere gemeente","Bezoek park, bos, groenzone in andere gemeente",2020,0.15,0.55,0.29,nvt
 Vorselaar ,13044,nee,"Bezoek park, bos, groenzone eigen of andere gemeente","Bezoek park, bos, groenzone in eigen gemeente",2017,0.03,0.2,0.77,0
 Vorselaar ,13044,nee,"Bezoek park, bos, groenzone eigen of andere gemeente","Bezoek park, bos, groenzone in eigen gemeente",2020,0.03,0.27,0.69,0
 Vosselaar ,13046,nee,"Bezoek park, bos, groenzone eigen of andere gemeente","Bezoek park, bos, groenzone in andere gemeente",2017,0.18,0.5,0.32,nvt
 Vosselaar ,13046,nee,"Bezoek park, bos, groenzone eigen of andere gemeente","Bezoek park, bos, groenzone in andere gemeente",2020,0.18,0.49,0.34,nvt
 Vosselaar ,13046,nee,"Bezoek park, bos, groenzone eigen of andere gemeente","Bezoek park, bos, groenzone in eigen gemeente",2017,0.06,0.31,0.63,0
 Vosselaar ,13046,nee,"Bezoek park, bos, groenzone eigen of andere gemeente","Bezoek park, bos, groenzone in eigen gemeente",2020,0.08,0.38,0.53,0
 Waarschoot ,44072,nee,"Bezoek park, bos, groenzone eigen of andere gemeente","Bezoek park, bos, groenzone in andere gemeente",2017,0.2,0.51,0.29,nvt
 Waarschoot ,44072,nee,"Bezoek park, bos, groenzone eigen of andere gemeente","Bezoek park, bos, groenzone in eigen gemeente",2017,0.15,0.37,0.35,0.13
 Waasmunster ,42023,nee,"Bezoek park, bos, groenzone eigen of andere gemeente","Bezoek park, bos, groenzone in andere gemeente",2017,0.23,0.45,0.32,nvt
 Waasmunster ,42023,nee,"Bezoek park, bos, groenzone eigen of andere gemeente","Bezoek park, bos, groenzone in andere gemeente",2020,0.22,0.46,0.32,nvt
 Waasmunster ,42023,nee,"Bezoek park, bos, groenzone eigen of andere gemeente","Bezoek park, bos, groenzone in eigen gemeente",2017,0.09,0.27,0.64,0
 Waasmunster ,42023,nee,"Bezoek park, bos, groenzone eigen of andere gemeente","Bezoek park, bos, groenzone in eigen gemeente",2020,0.1,0.3,0.6,0
 Wachtebeke ,44073,nee,"Bezoek park, bos, groenzone eigen of andere gemeente","Bezoek park, bos, groenzone in andere gemeente",2017,0.26,0.51,0.23,nvt
 Wachtebeke ,44073,nee,"Bezoek park, bos, groenzone eigen of andere gemeente","Bezoek park, bos, groenzone in andere gemeente",2020,0.25,0.53,0.22,nvt
 Wachtebeke ,44073,nee,"Bezoek park, bos, groenzone eigen of andere gemeente","Bezoek park, bos, groenzone in eigen gemeente",2017,0.08,0.41,0.5,0.01
 Wachtebeke ,44073,nee,"Bezoek park, bos, groenzone eigen of andere gemeente","Bezoek park, bos, groenzone in eigen gemeente",2020,0.07,0.46,0.46,0
 Waregem ,34040,nee,"Bezoek park, bos, groenzone eigen of andere gemeente","Bezoek park, bos, groenzone in andere gemeente",2017,0.26,0.49,0.24,nvt
 Waregem ,34040,nee,"Bezoek park, bos, groenzone eigen of andere gemeente","Bezoek park, bos, groenzone in andere gemeente",2020,0.18,0.55,0.27,nvt
 Waregem ,34040,nee,"Bezoek park, bos, groenzone eigen of andere gemeente","Bezoek park, bos, groenzone in eigen gemeente",2017,0.13,0.47,0.37,0.03
 Waregem ,34040,nee,"Bezoek park, bos, groenzone eigen of andere gemeente","Bezoek park, bos, groenzone in eigen gemeente",2020,0.08,0.55,0.34,0.02
 Wellen ,73098,nee,"Bezoek park, bos, groenzone eigen of andere gemeente","Bezoek park, bos, groenzone in andere gemeente",2017,0.23,0.48,0.29,nvt
 Wellen ,73098,nee,"Bezoek park, bos, groenzone eigen of andere gemeente","Bezoek park, bos, groenzone in andere gemeente",2020,0.18,0.5,0.32,nvt
 Wellen ,73098,nee,"Bezoek park, bos, groenzone eigen of andere gemeente","Bezoek park, bos, groenzone in eigen gemeente",2017,0.13,0.43,0.39,0.06
 Wellen ,73098,nee,"Bezoek park, bos, groenzone eigen of andere gemeente","Bezoek park, bos, groenzone in eigen gemeente",2020,0.13,0.4,0.41,0.05
 Wemmel ,23102,nee,"Bezoek park, bos, groenzone eigen of andere gemeente","Bezoek park, bos, groenzone in andere gemeente",2017,0.17,0.44,0.39,nvt
 Wemmel ,23102,nee,"Bezoek park, bos, groenzone eigen of andere gemeente","Bezoek park, bos, groenzone in andere gemeente",2020,0.12,0.48,0.4,nvt
 Wemmel ,23102,nee,"Bezoek park, bos, groenzone eigen of andere gemeente","Bezoek park, bos, groenzone in eigen gemeente",2017,0.08,0.35,0.57,0.01
 Wemmel ,23102,nee,"Bezoek park, bos, groenzone eigen of andere gemeente","Bezoek park, bos, groenzone in eigen gemeente",2020,0.05,0.48,0.47,0
 Wervik ,33029,nee,"Bezoek park, bos, groenzone eigen of andere gemeente","Bezoek park, bos, groenzone in andere gemeente",2017,0.24,0.46,0.3,nvt
 Wervik ,33029,nee,"Bezoek park, bos, groenzone eigen of andere gemeente","Bezoek park, bos, groenzone in andere gemeente",2020,0.16,0.59,0.25,nvt
 Wervik ,33029,nee,"Bezoek park, bos, groenzone eigen of andere gemeente","Bezoek park, bos, groenzone in eigen gemeente",2017,0.12,0.47,0.38,0.03
 Wervik ,33029,nee,"Bezoek park, bos, groenzone eigen of andere gemeente","Bezoek park, bos, groenzone in eigen gemeente",2020,0.13,0.57,0.26,0.04
 Westerlo ,13049,nee,"Bezoek park, bos, groenzone eigen of andere gemeente","Bezoek park, bos, groenzone in andere gemeente",2017,0.17,0.53,0.3,nvt
 Westerlo ,13049,nee,"Bezoek park, bos, groenzone eigen of andere gemeente","Bezoek park, bos, groenzone in andere gemeente",2020,0.18,0.53,0.29,nvt
 Westerlo ,13049,nee,"Bezoek park, bos, groenzone eigen of andere gemeente","Bezoek park, bos, groenzone in eigen gemeente",2017,0.03,0.32,0.64,0
 Westerlo ,13049,nee,"Bezoek park, bos, groenzone eigen of andere gemeente","Bezoek park, bos, groenzone in eigen gemeente",2020,0.04,0.38,0.58,0
 Wetteren ,42025,nee,"Bezoek park, bos, groenzone eigen of andere gemeente","Bezoek park, bos, groenzone in andere gemeente",2017,0.26,0.49,0.25,nvt
 Wetteren ,42025,nee,"Bezoek park, bos, groenzone eigen of andere gemeente","Bezoek park, bos, groenzone in andere gemeente",2020,0.23,0.51,0.25,nvt
 Wetteren ,42025,nee,"Bezoek park, bos, groenzone eigen of andere gemeente","Bezoek park, bos, groenzone in eigen gemeente",2017,0.16,0.42,0.4,0.02
 Wetteren ,42025,nee,"Bezoek park, bos, groenzone eigen of andere gemeente","Bezoek park, bos, groenzone in eigen gemeente",2020,0.14,0.48,0.36,0.02
 Wevelgem ,34041,nee,"Bezoek park, bos, groenzone eigen of andere gemeente","Bezoek park, bos, groenzone in andere gemeente",2017,0.22,0.53,0.24,nvt
 Wevelgem ,34041,nee,"Bezoek park, bos, groenzone eigen of andere gemeente","Bezoek park, bos, groenzone in andere gemeente",2020,0.15,0.54,0.31,nvt
 Wevelgem ,34041,nee,"Bezoek park, bos, groenzone eigen of andere gemeente","Bezoek park, bos, groenzone in eigen gemeente",2017,0.09,0.46,0.44,0.01
 Wevelgem ,34041,nee,"Bezoek park, bos, groenzone eigen of andere gemeente","Bezoek park, bos, groenzone in eigen gemeente",2020,0.09,0.49,0.41,0.01
 Wezembeek-Oppem ,23103,nee,"Bezoek park, bos, groenzone eigen of andere gemeente","Bezoek park, bos, groenzone in andere gemeente",2017,0.13,0.37,0.5,nvt
 Wezembeek-Oppem ,23103,nee,"Bezoek park, bos, groenzone eigen of andere gemeente","Bezoek park, bos, groenzone in andere gemeente",2020,0.11,0.41,0.49,nvt
