Gemeente,NIS-code,Centrumstad?,Indicator,Item,Jaar,Nooit/een uitzonderlijke keer (%) ,Minstens maandelijks (%),Minstens wekelijks (%) 
 Glabbeek ,24137,nee,Milieubewust handelen (detail),Korte afstanden per fiets,2020,0.44,0.25,0.31
 Glabbeek ,24137,nee,Milieubewust handelen (detail),Korte afstanden te voet,2020,0.19,0.26,0.54
 Glabbeek ,24137,nee,Milieubewust handelen (detail),Kraantjeswater als drinkwater,2020,0.21,0.06,0.73
 Glabbeek ,24137,nee,Milieubewust handelen (detail),Lokaal geteelde groenten of fruit,2020,0.17,0.38,0.46
 Glabbeek ,24137,nee,Milieubewust handelen (detail),Producten van eerlijke handel (Fairtrade),2020,0.63,0.22,0.15
 Glabbeek ,24137,nee,Milieubewust handelen (detail),Seizoensgroenten,2020,0.28,0.27,0.45
 Glabbeek ,24137,nee,Milieubewust handelen (detail),Vegetarisch eten,2020,0.61,0.17,0.22
 Glabbeek ,24137,nee,Milieubewust handelen (detail),Weggooien eten beperken,2020,0.1,0.14,0.75
 Gooik ,23024,nee,Milieubewust handelen (detail),Aankoop van plastic beperken,2020,0.27,0.26,0.47
 Gooik ,23024,nee,Milieubewust handelen (detail),Biologische (BIO) producten,2020,0.47,0.27,0.26
 Gooik ,23024,nee,Milieubewust handelen (detail),Korte afstanden per fiets,2020,0.49,0.25,0.26
 Gooik ,23024,nee,Milieubewust handelen (detail),Korte afstanden te voet,2020,0.19,0.29,0.53
 Gooik ,23024,nee,Milieubewust handelen (detail),Kraantjeswater als drinkwater,2020,0.33,0.1,0.57
 Gooik ,23024,nee,Milieubewust handelen (detail),Lokaal geteelde groenten of fruit,2020,0.21,0.32,0.47
 Gooik ,23024,nee,Milieubewust handelen (detail),Producten van eerlijke handel (Fairtrade),2020,0.53,0.3,0.16
 Gooik ,23024,nee,Milieubewust handelen (detail),Seizoensgroenten,2020,0.22,0.3,0.47
 Gooik ,23024,nee,Milieubewust handelen (detail),Vegetarisch eten,2020,0.66,0.2,0.15
 Gooik ,23024,nee,Milieubewust handelen (detail),Weggooien eten beperken,2020,0.17,0.13,0.7
 Grimbergen ,23025,nee,Milieubewust handelen (detail),Aankoop van plastic beperken,2020,0.25,0.28,0.47
 Grimbergen ,23025,nee,Milieubewust handelen (detail),Biologische (BIO) producten,2020,0.4,0.3,0.3
 Grimbergen ,23025,nee,Milieubewust handelen (detail),Korte afstanden per fiets,2020,0.48,0.18,0.33
 Grimbergen ,23025,nee,Milieubewust handelen (detail),Korte afstanden te voet,2020,0.15,0.27,0.58
 Grimbergen ,23025,nee,Milieubewust handelen (detail),Kraantjeswater als drinkwater,2020,0.32,0.1,0.57
 Grimbergen ,23025,nee,Milieubewust handelen (detail),Lokaal geteelde groenten of fruit,2020,0.35,0.31,0.35
 Grimbergen ,23025,nee,Milieubewust handelen (detail),Producten van eerlijke handel (Fairtrade),2020,0.51,0.29,0.2
 Grimbergen ,23025,nee,Milieubewust handelen (detail),Seizoensgroenten,2020,0.24,0.29,0.48
 Grimbergen ,23025,nee,Milieubewust handelen (detail),Vegetarisch eten,2020,0.53,0.22,0.25
 Grimbergen ,23025,nee,Milieubewust handelen (detail),Weggooien eten beperken,2020,0.23,0.15,0.63
 Grobbendonk ,13010,nee,Milieubewust handelen (detail),Aankoop van plastic beperken,2020,0.29,0.24,0.47
 Grobbendonk ,13010,nee,Milieubewust handelen (detail),Biologische (BIO) producten,2020,0.51,0.29,0.2
 Grobbendonk ,13010,nee,Milieubewust handelen (detail),Korte afstanden per fiets,2020,0.28,0.2,0.52
 Grobbendonk ,13010,nee,Milieubewust handelen (detail),Korte afstanden te voet,2020,0.15,0.26,0.6
 Grobbendonk ,13010,nee,Milieubewust handelen (detail),Kraantjeswater als drinkwater,2020,0.27,0.07,0.66
 Grobbendonk ,13010,nee,Milieubewust handelen (detail),Lokaal geteelde groenten of fruit,2020,0.37,0.27,0.36
 Grobbendonk ,13010,nee,Milieubewust handelen (detail),Producten van eerlijke handel (Fairtrade),2020,0.59,0.22,0.19
 Grobbendonk ,13010,nee,Milieubewust handelen (detail),Seizoensgroenten,2020,0.34,0.24,0.42
 Grobbendonk ,13010,nee,Milieubewust handelen (detail),Vegetarisch eten,2020,0.65,0.16,0.19
 Grobbendonk ,13010,nee,Milieubewust handelen (detail),Weggooien eten beperken,2020,0.15,0.16,0.69
 Haacht ,24033,nee,Milieubewust handelen (detail),Aankoop van plastic beperken,2020,0.21,0.25,0.54
 Haacht ,24033,nee,Milieubewust handelen (detail),Biologische (BIO) producten,2020,0.43,0.31,0.26
 Haacht ,24033,nee,Milieubewust handelen (detail),Korte afstanden per fiets,2020,0.24,0.29,0.47
 Haacht ,24033,nee,Milieubewust handelen (detail),Korte afstanden te voet,2020,0.11,0.26,0.63
 Haacht ,24033,nee,Milieubewust handelen (detail),Kraantjeswater als drinkwater,2020,0.34,0.06,0.59
 Haacht ,24033,nee,Milieubewust handelen (detail),Lokaal geteelde groenten of fruit,2020,0.26,0.31,0.44
 Haacht ,24033,nee,Milieubewust handelen (detail),Producten van eerlijke handel (Fairtrade),2020,0.59,0.25,0.16
 Haacht ,24033,nee,Milieubewust handelen (detail),Seizoensgroenten,2020,0.25,0.25,0.49
 Haacht ,24033,nee,Milieubewust handelen (detail),Vegetarisch eten,2020,0.52,0.23,0.25
 Haacht ,24033,nee,Milieubewust handelen (detail),Weggooien eten beperken,2020,0.12,0.17,0.71
 Haaltert ,41024,nee,Milieubewust handelen (detail),Aankoop van plastic beperken,2020,0.24,0.29,0.47
 Haaltert ,41024,nee,Milieubewust handelen (detail),Biologische (BIO) producten,2020,0.52,0.31,0.17
 Haaltert ,41024,nee,Milieubewust handelen (detail),Korte afstanden per fiets,2020,0.43,0.24,0.33
 Haaltert ,41024,nee,Milieubewust handelen (detail),Korte afstanden te voet,2020,0.16,0.31,0.53
 Haaltert ,41024,nee,Milieubewust handelen (detail),Kraantjeswater als drinkwater,2020,0.34,0.1,0.56
 Haaltert ,41024,nee,Milieubewust handelen (detail),Lokaal geteelde groenten of fruit,2020,0.32,0.36,0.32
 Haaltert ,41024,nee,Milieubewust handelen (detail),Producten van eerlijke handel (Fairtrade),2020,0.57,0.3,0.13
 Haaltert ,41024,nee,Milieubewust handelen (detail),Seizoensgroenten,2020,0.34,0.27,0.39
 Haaltert ,41024,nee,Milieubewust handelen (detail),Vegetarisch eten,2020,0.73,0.13,0.14
 Haaltert ,41024,nee,Milieubewust handelen (detail),Weggooien eten beperken,2020,0.21,0.16,0.63
 Halen ,71020,nee,Milieubewust handelen (detail),Aankoop van plastic beperken,2020,0.3,0.27,0.43
 Halen ,71020,nee,Milieubewust handelen (detail),Biologische (BIO) producten,2020,0.56,0.25,0.19
 Halen ,71020,nee,Milieubewust handelen (detail),Korte afstanden per fiets,2020,0.33,0.27,0.4
 Halen ,71020,nee,Milieubewust handelen (detail),Korte afstanden te voet,2020,0.19,0.29,0.52
 Halen ,71020,nee,Milieubewust handelen (detail),Kraantjeswater als drinkwater,2020,0.3,0.07,0.63
 Halen ,71020,nee,Milieubewust handelen (detail),Lokaal geteelde groenten of fruit,2020,0.26,0.34,0.4
 Halen ,71020,nee,Milieubewust handelen (detail),Producten van eerlijke handel (Fairtrade),2020,0.65,0.21,0.14
 Halen ,71020,nee,Milieubewust handelen (detail),Seizoensgroenten,2020,0.32,0.26,0.42
 Halen ,71020,nee,Milieubewust handelen (detail),Vegetarisch eten,2020,0.65,0.19,0.15
 Halen ,71020,nee,Milieubewust handelen (detail),Weggooien eten beperken,2020,0.21,0.15,0.64
 Halle ,23027,nee,Milieubewust handelen (detail),Aankoop van plastic beperken,2020,0.25,0.3,0.45
 Halle ,23027,nee,Milieubewust handelen (detail),Biologische (BIO) producten,2020,0.48,0.28,0.24
 Halle ,23027,nee,Milieubewust handelen (detail),Korte afstanden per fiets,2020,0.57,0.15,0.29
 Halle ,23027,nee,Milieubewust handelen (detail),Korte afstanden te voet,2020,0.12,0.21,0.67
 Halle ,23027,nee,Milieubewust handelen (detail),Kraantjeswater als drinkwater,2020,0.43,0.05,0.52
 Halle ,23027,nee,Milieubewust handelen (detail),Lokaal geteelde groenten of fruit,2020,0.38,0.32,0.3
 Halle ,23027,nee,Milieubewust handelen (detail),Producten van eerlijke handel (Fairtrade),2020,0.64,0.21,0.14
 Halle ,23027,nee,Milieubewust handelen (detail),Seizoensgroenten,2020,0.29,0.28,0.42
 Halle ,23027,nee,Milieubewust handelen (detail),Vegetarisch eten,2020,0.61,0.2,0.19
 Halle ,23027,nee,Milieubewust handelen (detail),Weggooien eten beperken,2020,0.16,0.19,0.64
 Ham ,71069,nee,Milieubewust handelen (detail),Aankoop van plastic beperken,2020,0.3,0.31,0.39
 Ham ,71069,nee,Milieubewust handelen (detail),Biologische (BIO) producten,2020,0.61,0.27,0.12
 Ham ,71069,nee,Milieubewust handelen (detail),Korte afstanden per fiets,2020,0.31,0.23,0.46
 Ham ,71069,nee,Milieubewust handelen (detail),Korte afstanden te voet,2020,0.22,0.27,0.51
 Ham ,71069,nee,Milieubewust handelen (detail),Kraantjeswater als drinkwater,2020,0.3,0.08,0.62
 Ham ,71069,nee,Milieubewust handelen (detail),Lokaal geteelde groenten of fruit,2020,0.4,0.3,0.3
 Ham ,71069,nee,Milieubewust handelen (detail),Producten van eerlijke handel (Fairtrade),2020,0.6,0.26,0.14
 Ham ,71069,nee,Milieubewust handelen (detail),Seizoensgroenten,2020,0.36,0.29,0.35
 Ham ,71069,nee,Milieubewust handelen (detail),Vegetarisch eten,2020,0.71,0.16,0.13
 Ham ,71069,nee,Milieubewust handelen (detail),Weggooien eten beperken,2020,0.2,0.18,0.62
 Hamme ,42008,nee,Milieubewust handelen (detail),Aankoop van plastic beperken,2020,0.3,0.24,0.45
 Hamme ,42008,nee,Milieubewust handelen (detail),Biologische (BIO) producten,2020,0.61,0.23,0.16
 Hamme ,42008,nee,Milieubewust handelen (detail),Korte afstanden per fiets,2020,0.26,0.23,0.51
 Hamme ,42008,nee,Milieubewust handelen (detail),Korte afstanden te voet,2020,0.19,0.18,0.63
 Hamme ,42008,nee,Milieubewust handelen (detail),Kraantjeswater als drinkwater,2020,0.4,0.08,0.52
 Hamme ,42008,nee,Milieubewust handelen (detail),Lokaal geteelde groenten of fruit,2020,0.25,0.33,0.42
 Hamme ,42008,nee,Milieubewust handelen (detail),Producten van eerlijke handel (Fairtrade),2020,0.66,0.21,0.13
 Hamme ,42008,nee,Milieubewust handelen (detail),Seizoensgroenten,2020,0.3,0.28,0.42
 Hamme ,42008,nee,Milieubewust handelen (detail),Vegetarisch eten,2020,0.71,0.17,0.12
 Hamme ,42008,nee,Milieubewust handelen (detail),Weggooien eten beperken,2020,0.18,0.15,0.67
 Hamont-Achel ,72037,nee,Milieubewust handelen (detail),Aankoop van plastic beperken,2020,0.32,0.23,0.45
 Hamont-Achel ,72037,nee,Milieubewust handelen (detail),Biologische (BIO) producten,2020,0.6,0.22,0.18
 Hamont-Achel ,72037,nee,Milieubewust handelen (detail),Korte afstanden per fiets,2020,0.19,0.17,0.64
 Hamont-Achel ,72037,nee,Milieubewust handelen (detail),Korte afstanden te voet,2020,0.18,0.2,0.62
 Hamont-Achel ,72037,nee,Milieubewust handelen (detail),Kraantjeswater als drinkwater,2020,0.17,0.08,0.76
 Hamont-Achel ,72037,nee,Milieubewust handelen (detail),Lokaal geteelde groenten of fruit,2020,0.35,0.28,0.37
 Hamont-Achel ,72037,nee,Milieubewust handelen (detail),Producten van eerlijke handel (Fairtrade),2020,0.52,0.26,0.22
 Hamont-Achel ,72037,nee,Milieubewust handelen (detail),Seizoensgroenten,2020,0.36,0.28,0.36
 Hamont-Achel ,72037,nee,Milieubewust handelen (detail),Vegetarisch eten,2020,0.67,0.15,0.18
 Hamont-Achel ,72037,nee,Milieubewust handelen (detail),Weggooien eten beperken,2020,0.22,0.12,0.66
 Harelbeke ,34013,nee,Milieubewust handelen (detail),Aankoop van plastic beperken,2020,0.29,0.24,0.48
 Harelbeke ,34013,nee,Milieubewust handelen (detail),Biologische (BIO) producten,2020,0.56,0.29,0.16
 Harelbeke ,34013,nee,Milieubewust handelen (detail),Korte afstanden per fiets,2020,0.28,0.22,0.5
 Harelbeke ,34013,nee,Milieubewust handelen (detail),Korte afstanden te voet,2020,0.16,0.25,0.58
 Harelbeke ,34013,nee,Milieubewust handelen (detail),Kraantjeswater als drinkwater,2020,0.48,0.08,0.45
 Harelbeke ,34013,nee,Milieubewust handelen (detail),Lokaal geteelde groenten of fruit,2020,0.28,0.32,0.39
 Harelbeke ,34013,nee,Milieubewust handelen (detail),Producten van eerlijke handel (Fairtrade),2020,0.68,0.2,0.12
 Harelbeke ,34013,nee,Milieubewust handelen (detail),Seizoensgroenten,2020,0.28,0.27,0.45
 Harelbeke ,34013,nee,Milieubewust handelen (detail),Vegetarisch eten,2020,0.68,0.15,0.16
 Harelbeke ,34013,nee,Milieubewust handelen (detail),Weggooien eten beperken,2020,0.24,0.13,0.64
 Hasselt ,71022,ja,Milieubewust handelen (detail),Aankoop van plastic beperken,2020,0.27,0.26,0.47
 Hasselt ,71022,ja,Milieubewust handelen (detail),Biologische (BIO) producten,2014,0.57,0.24,0.2
 Hasselt ,71022,ja,Milieubewust handelen (detail),Biologische (BIO) producten,2017,0.5,0.26,0.24
 Hasselt ,71022,ja,Milieubewust handelen (detail),Biologische (BIO) producten,2020,0.48,0.28,0.24
 Hasselt ,71022,ja,Milieubewust handelen (detail),Korte afstanden per fiets,2014,0.32,0.21,0.47
 Hasselt ,71022,ja,Milieubewust handelen (detail),Korte afstanden per fiets,2017,0.33,0.19,0.48
 Hasselt ,71022,ja,Milieubewust handelen (detail),Korte afstanden per fiets,2020,0.27,0.19,0.54
 Hasselt ,71022,ja,Milieubewust handelen (detail),Korte afstanden te voet,2014,0.18,0.27,0.56
 Hasselt ,71022,ja,Milieubewust handelen (detail),Korte afstanden te voet,2017,0.19,0.18,0.63
 Hasselt ,71022,ja,Milieubewust handelen (detail),Korte afstanden te voet,2020,0.13,0.19,0.68
 Hasselt ,71022,ja,Milieubewust handelen (detail),Kraantjeswater als drinkwater,2020,0.24,0.06,0.7
 Hasselt ,71022,ja,Milieubewust handelen (detail),Lokaal geteelde groenten of fruit,2014,0.51,0.26,0.23
 Hasselt ,71022,ja,Milieubewust handelen (detail),Lokaal geteelde groenten of fruit,2017,0.58,0.22,0.2
 Hasselt ,71022,ja,Milieubewust handelen (detail),Lokaal geteelde groenten of fruit,2020,0.32,0.3,0.38
 Hasselt ,71022,ja,Milieubewust handelen (detail),Producten van eerlijke handel (Fairtrade),2020,0.57,0.26,0.17
 Hasselt ,71022,ja,Milieubewust handelen (detail),Seizoensgroenten,2017,0.32,0.29,0.38
 Hasselt ,71022,ja,Milieubewust handelen (detail),Seizoensgroenten,2020,0.32,0.27,0.41
 Hasselt ,71022,ja,Milieubewust handelen (detail),Vegetarisch eten,2017,0.59,0.2,0.21
 Hasselt ,71022,ja,Milieubewust handelen (detail),Vegetarisch eten,2020,0.55,0.21,0.25
 Hasselt ,71022,ja,Milieubewust handelen (detail),Weggooien eten beperken,2017,0.22,0.16,0.62
 Hasselt ,71022,ja,Milieubewust handelen (detail),Weggooien eten beperken,2020,0.17,0.14,0.69
 Hechtel-Eksel ,72038,nee,Milieubewust handelen (detail),Aankoop van plastic beperken,2020,0.26,0.3,0.44
 Hechtel-Eksel ,72038,nee,Milieubewust handelen (detail),Biologische (BIO) producten,2020,0.52,0.28,0.2
 Hechtel-Eksel ,72038,nee,Milieubewust handelen (detail),Korte afstanden per fiets,2020,0.26,0.21,0.53
 Hechtel-Eksel ,72038,nee,Milieubewust handelen (detail),Korte afstanden te voet,2020,0.2,0.23,0.57
 Hechtel-Eksel ,72038,nee,Milieubewust handelen (detail),Kraantjeswater als drinkwater,2020,0.24,0.07,0.69
 Hechtel-Eksel ,72038,nee,Milieubewust handelen (detail),Lokaal geteelde groenten of fruit,2020,0.34,0.29,0.37
 Hechtel-Eksel ,72038,nee,Milieubewust handelen (detail),Producten van eerlijke handel (Fairtrade),2020,0.56,0.25,0.19
 Hechtel-Eksel ,72038,nee,Milieubewust handelen (detail),Seizoensgroenten,2020,0.31,0.29,0.39
 Hechtel-Eksel ,72038,nee,Milieubewust handelen (detail),Vegetarisch eten,2020,0.65,0.18,0.17
 Hechtel-Eksel ,72038,nee,Milieubewust handelen (detail),Weggooien eten beperken,2020,0.17,0.14,0.69
 Heers ,73022,nee,Milieubewust handelen (detail),Aankoop van plastic beperken,2020,0.3,0.25,0.45
 Heers ,73022,nee,Milieubewust handelen (detail),Biologische (BIO) producten,2020,0.58,0.26,0.16
 Heers ,73022,nee,Milieubewust handelen (detail),Korte afstanden per fiets,2020,0.48,0.23,0.29
 Heers ,73022,nee,Milieubewust handelen (detail),Korte afstanden te voet,2020,0.18,0.26,0.56
 Heers ,73022,nee,Milieubewust handelen (detail),Kraantjeswater als drinkwater,2020,0.37,0.05,0.59
 Heers ,73022,nee,Milieubewust handelen (detail),Lokaal geteelde groenten of fruit,2020,0.23,0.3,0.47
 Heers ,73022,nee,Milieubewust handelen (detail),Producten van eerlijke handel (Fairtrade),2020,0.6,0.24,0.17
 Heers ,73022,nee,Milieubewust handelen (detail),Seizoensgroenten,2020,0.34,0.24,0.43
 Heers ,73022,nee,Milieubewust handelen (detail),Vegetarisch eten,2020,0.7,0.19,0.12
 Heers ,73022,nee,Milieubewust handelen (detail),Weggooien eten beperken,2020,0.21,0.18,0.62
 Heist-Op-Den-Berg ,12014,nee,Milieubewust handelen (detail),Aankoop van plastic beperken,2020,0.27,0.28,0.46
 Heist-Op-Den-Berg ,12014,nee,Milieubewust handelen (detail),Biologische (BIO) producten,2020,0.52,0.28,0.2
 Heist-Op-Den-Berg ,12014,nee,Milieubewust handelen (detail),Korte afstanden per fiets,2020,0.26,0.21,0.53
 Heist-Op-Den-Berg ,12014,nee,Milieubewust handelen (detail),Korte afstanden te voet,2020,0.17,0.26,0.57
 Heist-Op-Den-Berg ,12014,nee,Milieubewust handelen (detail),Kraantjeswater als drinkwater,2020,0.28,0.1,0.62
 Heist-Op-Den-Berg ,12014,nee,Milieubewust handelen (detail),Lokaal geteelde groenten of fruit,2020,0.3,0.27,0.43
 Heist-Op-Den-Berg ,12014,nee,Milieubewust handelen (detail),Producten van eerlijke handel (Fairtrade),2020,0.64,0.23,0.13
 Heist-Op-Den-Berg ,12014,nee,Milieubewust handelen (detail),Seizoensgroenten,2020,0.27,0.31,0.42
 Heist-Op-Den-Berg ,12014,nee,Milieubewust handelen (detail),Vegetarisch eten,2020,0.64,0.18,0.17
 Heist-Op-Den-Berg ,12014,nee,Milieubewust handelen (detail),Weggooien eten beperken,2020,0.16,0.18,0.66
 Hemiksem ,11018,nee,Milieubewust handelen (detail),Aankoop van plastic beperken,2020,0.31,0.26,0.43
 Hemiksem ,11018,nee,Milieubewust handelen (detail),Biologische (BIO) producten,2020,0.54,0.25,0.2
 Hemiksem ,11018,nee,Milieubewust handelen (detail),Korte afstanden per fiets,2020,0.25,0.22,0.54
 Hemiksem ,11018,nee,Milieubewust handelen (detail),Korte afstanden te voet,2020,0.07,0.22,0.71
 Hemiksem ,11018,nee,Milieubewust handelen (detail),Kraantjeswater als drinkwater,2020,0.36,0.07,0.58
 Hemiksem ,11018,nee,Milieubewust handelen (detail),Lokaal geteelde groenten of fruit,2020,0.52,0.24,0.24
 Hemiksem ,11018,nee,Milieubewust handelen (detail),Producten van eerlijke handel (Fairtrade),2020,0.6,0.26,0.14
 Hemiksem ,11018,nee,Milieubewust handelen (detail),Seizoensgroenten,2020,0.42,0.22,0.36
 Hemiksem ,11018,nee,Milieubewust handelen (detail),Vegetarisch eten,2020,0.61,0.19,0.21
 Hemiksem ,11018,nee,Milieubewust handelen (detail),Weggooien eten beperken,2020,0.15,0.21,0.64
 Herent ,24038,nee,Milieubewust handelen (detail),Aankoop van plastic beperken,2020,0.27,0.28,0.46
 Herent ,24038,nee,Milieubewust handelen (detail),Biologische (BIO) producten,2020,0.42,0.31,0.27
 Herent ,24038,nee,Milieubewust handelen (detail),Korte afstanden per fiets,2020,0.31,0.18,0.51
 Herent ,24038,nee,Milieubewust handelen (detail),Korte afstanden te voet,2020,0.13,0.2,0.66
 Herent ,24038,nee,Milieubewust handelen (detail),Kraantjeswater als drinkwater,2020,0.25,0.06,0.68
 Herent ,24038,nee,Milieubewust handelen (detail),Lokaal geteelde groenten of fruit,2020,0.28,0.33,0.38
 Herent ,24038,nee,Milieubewust handelen (detail),Producten van eerlijke handel (Fairtrade),2020,0.53,0.28,0.19
 Herent ,24038,nee,Milieubewust handelen (detail),Seizoensgroenten,2020,0.28,0.26,0.47
 Herent ,24038,nee,Milieubewust handelen (detail),Vegetarisch eten,2020,0.47,0.23,0.3
 Herent ,24038,nee,Milieubewust handelen (detail),Weggooien eten beperken,2020,0.12,0.2,0.68
 Herentals ,13011,nee,Milieubewust handelen (detail),Aankoop van plastic beperken,2020,0.26,0.23,0.51
 Herentals ,13011,nee,Milieubewust handelen (detail),Biologische (BIO) producten,2020,0.48,0.32,0.2
 Herentals ,13011,nee,Milieubewust handelen (detail),Korte afstanden per fiets,2020,0.24,0.18,0.58
 Herentals ,13011,nee,Milieubewust handelen (detail),Korte afstanden te voet,2020,0.15,0.16,0.68
 Herentals ,13011,nee,Milieubewust handelen (detail),Kraantjeswater als drinkwater,2020,0.27,0.06,0.66
 Herentals ,13011,nee,Milieubewust handelen (detail),Lokaal geteelde groenten of fruit,2020,0.31,0.31,0.38
 Herentals ,13011,nee,Milieubewust handelen (detail),Producten van eerlijke handel (Fairtrade),2020,0.61,0.24,0.15
 Herentals ,13011,nee,Milieubewust handelen (detail),Seizoensgroenten,2020,0.3,0.29,0.41
 Herentals ,13011,nee,Milieubewust handelen (detail),Vegetarisch eten,2020,0.59,0.19,0.22
 Herentals ,13011,nee,Milieubewust handelen (detail),Weggooien eten beperken,2020,0.19,0.12,0.69
 Herenthout ,13012,nee,Milieubewust handelen (detail),Aankoop van plastic beperken,2020,0.35,0.26,0.38
 Herenthout ,13012,nee,Milieubewust handelen (detail),Biologische (BIO) producten,2020,0.53,0.29,0.19
 Herenthout ,13012,nee,Milieubewust handelen (detail),Korte afstanden per fiets,2020,0.28,0.21,0.51
 Herenthout ,13012,nee,Milieubewust handelen (detail),Korte afstanden te voet,2020,0.19,0.24,0.58
 Herenthout ,13012,nee,Milieubewust handelen (detail),Kraantjeswater als drinkwater,2020,0.35,0.1,0.55
 Herenthout ,13012,nee,Milieubewust handelen (detail),Lokaal geteelde groenten of fruit,2020,0.3,0.3,0.4
 Herenthout ,13012,nee,Milieubewust handelen (detail),Producten van eerlijke handel (Fairtrade),2020,0.63,0.21,0.17
