Gemeente,Nis-code,Centrumstad?,Indicator,Nationaliteit,Jaar,Aantal personen met huidige niet-Belgische nationaliteit naar nationaliteitsgroep,Aantal inwoners,Procent
Nijlen,12026,Nee,"Vreemdelingen, naar nationaliteitsgroep",Niet-EU,2018,230,22813,0.010082
Nijlen,12026,Nee,"Vreemdelingen, naar nationaliteitsgroep",Turkije en Maghreb                                ,2018,23,22813,0.0010082
Nijlen,12026,Nee,"Vreemdelingen, naar nationaliteitsgroep",West- en Noord-EU14-landen                        ,2018,147,22813,0.00644369
Nijlen,12026,Nee,"Vreemdelingen, naar nationaliteitsgroep",Zuid-EU14-landen                                  ,2018,68,22813,0.00298076
Nijlen,12026,Nee,"Vreemdelingen, naar nationaliteitsgroep",Andere landen                                     ,2019,201,22949,0.00875855
Nijlen,12026,Nee,"Vreemdelingen, naar nationaliteitsgroep",EU,2019,312,22949,0.0135954
Nijlen,12026,Nee,"Vreemdelingen, naar nationaliteitsgroep",EU13-landen                                       ,2019,87,22949,0.00379101
Nijlen,12026,Nee,"Vreemdelingen, naar nationaliteitsgroep",Europa niet-EU                                    ,2019,51,22949,0.00222232
Nijlen,12026,Nee,"Vreemdelingen, naar nationaliteitsgroep",Niet-EU,2019,274,22949,0.0119395
Nijlen,12026,Nee,"Vreemdelingen, naar nationaliteitsgroep",Turkije en Maghreb                                ,2019,22,22949,0.000958647
Nijlen,12026,Nee,"Vreemdelingen, naar nationaliteitsgroep",West- en Noord-EU14-landen                        ,2019,160,22949,0.00697198
Nijlen,12026,Nee,"Vreemdelingen, naar nationaliteitsgroep",Zuid-EU14-landen                                  ,2019,65,22949,0.00283237
Nijlen,12026,Nee,"Vreemdelingen, naar nationaliteitsgroep",Andere landen                                     ,2020,197,22936,0.00858912
Nijlen,12026,Nee,"Vreemdelingen, naar nationaliteitsgroep",EU,2020,335,22936,0.0146059
Nijlen,12026,Nee,"Vreemdelingen, naar nationaliteitsgroep",EU13-landen                                       ,2020,108,22936,0.00470875
Nijlen,12026,Nee,"Vreemdelingen, naar nationaliteitsgroep",Europa niet-EU                                    ,2020,45,22936,0.00196198
Nijlen,12026,Nee,"Vreemdelingen, naar nationaliteitsgroep",Niet-EU,2020,263,22936,0.0114667
Nijlen,12026,Nee,"Vreemdelingen, naar nationaliteitsgroep",Turkije en Maghreb                                ,2020,21,22936,0.000915591
Nijlen,12026,Nee,"Vreemdelingen, naar nationaliteitsgroep",West- en Noord-EU14-landen                        ,2020,157,22936,0.00684513
Nijlen,12026,Nee,"Vreemdelingen, naar nationaliteitsgroep",Zuid-EU14-landen                                  ,2020,70,22936,0.00305197
Nijlen,12026,Nee,"Vreemdelingen, naar nationaliteitsgroep",Andere landen                                     ,2021,206,22985,0.00896237
Nijlen,12026,Nee,"Vreemdelingen, naar nationaliteitsgroep",EU,2021,347,22985,0.0150968
Nijlen,12026,Nee,"Vreemdelingen, naar nationaliteitsgroep",EU13-landen                                       ,2021,108,22985,0.00469872
Nijlen,12026,Nee,"Vreemdelingen, naar nationaliteitsgroep",Europa niet-EU                                    ,2021,48,22985,0.00208832
Nijlen,12026,Nee,"Vreemdelingen, naar nationaliteitsgroep",Niet-EU,2021,271,22985,0.0117903
Nijlen,12026,Nee,"Vreemdelingen, naar nationaliteitsgroep",Turkije en Maghreb                                ,2021,17,22985,0.000739613
Nijlen,12026,Nee,"Vreemdelingen, naar nationaliteitsgroep",West- en Noord-EU14-landen                        ,2021,155,22985,0.00674353
Nijlen,12026,Nee,"Vreemdelingen, naar nationaliteitsgroep",Zuid-EU14-landen                                  ,2021,84,22985,0.00365456
Nijlen,12026,Nee,"Vreemdelingen, naar nationaliteitsgroep",Andere landen                                     ,2022,222,23259,0.00954469
Nijlen,12026,Nee,"Vreemdelingen, naar nationaliteitsgroep",EU,2022,402,23259,0.0172836
Nijlen,12026,Nee,"Vreemdelingen, naar nationaliteitsgroep",EU13-landen                                       ,2022,134,23259,0.00576121
Nijlen,12026,Nee,"Vreemdelingen, naar nationaliteitsgroep",Europa niet-EU                                    ,2022,49,23259,0.00210671
Nijlen,12026,Nee,"Vreemdelingen, naar nationaliteitsgroep",Niet-EU,2022,298,23259,0.0128122
Nijlen,12026,Nee,"Vreemdelingen, naar nationaliteitsgroep",Turkije en Maghreb                                ,2022,27,23259,0.00116084
Nijlen,12026,Nee,"Vreemdelingen, naar nationaliteitsgroep",West- en Noord-EU14-landen                        ,2022,173,23259,0.00743798
Nijlen,12026,Nee,"Vreemdelingen, naar nationaliteitsgroep",Zuid-EU14-landen                                  ,2022,95,23259,0.00408444
Putte,12029,Nee,"Vreemdelingen, naar nationaliteitsgroep",Andere landen                                     ,2011,90,16557,0.00543577
Putte,12029,Nee,"Vreemdelingen, naar nationaliteitsgroep",EU,2011,187,16557,0.0112943
Putte,12029,Nee,"Vreemdelingen, naar nationaliteitsgroep",EU13-landen                                       ,2011,48,16557,0.00289908
Putte,12029,Nee,"Vreemdelingen, naar nationaliteitsgroep",Europa niet-EU                                    ,2011,54,16557,0.00326146
Putte,12029,Nee,"Vreemdelingen, naar nationaliteitsgroep",Niet-EU,2011,151,16557,0.00912001
Putte,12029,Nee,"Vreemdelingen, naar nationaliteitsgroep",Turkije en Maghreb                                ,2011,7,16557,0.000422782
Putte,12029,Nee,"Vreemdelingen, naar nationaliteitsgroep",West- en Noord-EU14-landen                        ,2011,96,16557,0.00579815
Putte,12029,Nee,"Vreemdelingen, naar nationaliteitsgroep",Zuid-EU14-landen                                  ,2011,43,16557,0.00259709
Putte,12029,Nee,"Vreemdelingen, naar nationaliteitsgroep",Andere landen                                     ,2012,93,16726,0.00556021
Putte,12029,Nee,"Vreemdelingen, naar nationaliteitsgroep",EU,2012,206,16726,0.0123162
Putte,12029,Nee,"Vreemdelingen, naar nationaliteitsgroep",EU13-landen                                       ,2012,69,16726,0.00412531
Putte,12029,Nee,"Vreemdelingen, naar nationaliteitsgroep",Europa niet-EU                                    ,2012,62,16726,0.0037068
Putte,12029,Nee,"Vreemdelingen, naar nationaliteitsgroep",Niet-EU,2012,166,16726,0.00992467
Putte,12029,Nee,"Vreemdelingen, naar nationaliteitsgroep",Turkije en Maghreb                                ,2012,11,16726,0.000657659
Putte,12029,Nee,"Vreemdelingen, naar nationaliteitsgroep",West- en Noord-EU14-landen                        ,2012,93,16726,0.00556021
Putte,12029,Nee,"Vreemdelingen, naar nationaliteitsgroep",Zuid-EU14-landen                                  ,2012,44,16726,0.00263063
Putte,12029,Nee,"Vreemdelingen, naar nationaliteitsgroep",Andere landen                                     ,2013,104,16896,0.0061553
Putte,12029,Nee,"Vreemdelingen, naar nationaliteitsgroep",EU,2013,247,16896,0.0146188
Putte,12029,Nee,"Vreemdelingen, naar nationaliteitsgroep",EU13-landen                                       ,2013,63,16896,0.00372869
Putte,12029,Nee,"Vreemdelingen, naar nationaliteitsgroep",Europa niet-EU                                    ,2013,57,16896,0.00337358
Putte,12029,Nee,"Vreemdelingen, naar nationaliteitsgroep",Niet-EU,2013,171,16896,0.0101207
Putte,12029,Nee,"Vreemdelingen, naar nationaliteitsgroep",Turkije en Maghreb                                ,2013,10,16896,0.000591856
Putte,12029,Nee,"Vreemdelingen, naar nationaliteitsgroep",West- en Noord-EU14-landen                        ,2013,99,16896,0.00585938
Putte,12029,Nee,"Vreemdelingen, naar nationaliteitsgroep",Zuid-EU14-landen                                  ,2013,85,16896,0.00503078
Putte,12029,Nee,"Vreemdelingen, naar nationaliteitsgroep",Andere landen                                     ,2014,119,17133,0.00694566
Putte,12029,Nee,"Vreemdelingen, naar nationaliteitsgroep",EU,2014,268,17133,0.0156423
Putte,12029,Nee,"Vreemdelingen, naar nationaliteitsgroep",EU13-landen                                       ,2014,66,17133,0.00385222
Putte,12029,Nee,"Vreemdelingen, naar nationaliteitsgroep",Europa niet-EU                                    ,2014,68,17133,0.00396895
Putte,12029,Nee,"Vreemdelingen, naar nationaliteitsgroep",Niet-EU,2014,201,17133,0.0117317
Putte,12029,Nee,"Vreemdelingen, naar nationaliteitsgroep",Turkije en Maghreb                                ,2014,14,17133,0.000817137
Putte,12029,Nee,"Vreemdelingen, naar nationaliteitsgroep",West- en Noord-EU14-landen                        ,2014,120,17133,0.00700403
Putte,12029,Nee,"Vreemdelingen, naar nationaliteitsgroep",Zuid-EU14-landen                                  ,2014,82,17133,0.00478609
Putte,12029,Nee,"Vreemdelingen, naar nationaliteitsgroep",Andere landen                                     ,2015,119,17195,0.00692062
Putte,12029,Nee,"Vreemdelingen, naar nationaliteitsgroep",EU,2015,290,17195,0.0168654
Putte,12029,Nee,"Vreemdelingen, naar nationaliteitsgroep",EU13-landen                                       ,2015,83,17195,0.00482698
Putte,12029,Nee,"Vreemdelingen, naar nationaliteitsgroep",Europa niet-EU                                    ,2015,47,17195,0.00273335
Putte,12029,Nee,"Vreemdelingen, naar nationaliteitsgroep",Niet-EU,2015,178,17195,0.0103518
Putte,12029,Nee,"Vreemdelingen, naar nationaliteitsgroep",Turkije en Maghreb                                ,2015,12,17195,0.000697877
Putte,12029,Nee,"Vreemdelingen, naar nationaliteitsgroep",West- en Noord-EU14-landen                        ,2015,129,17195,0.00750218
Putte,12029,Nee,"Vreemdelingen, naar nationaliteitsgroep",Zuid-EU14-landen                                  ,2015,78,17195,0.0045362
Putte,12029,Nee,"Vreemdelingen, naar nationaliteitsgroep",Andere landen                                     ,2016,133,17227,0.00772044
Putte,12029,Nee,"Vreemdelingen, naar nationaliteitsgroep",EU,2016,302,17227,0.0175306
Putte,12029,Nee,"Vreemdelingen, naar nationaliteitsgroep",EU13-landen                                       ,2016,99,17227,0.00574679
Putte,12029,Nee,"Vreemdelingen, naar nationaliteitsgroep",Europa niet-EU                                    ,2016,56,17227,0.00325071
Putte,12029,Nee,"Vreemdelingen, naar nationaliteitsgroep",Niet-EU,2016,203,17227,0.0117838
Putte,12029,Nee,"Vreemdelingen, naar nationaliteitsgroep",Turkije en Maghreb                                ,2016,14,17227,0.000812678
Putte,12029,Nee,"Vreemdelingen, naar nationaliteitsgroep",West- en Noord-EU14-landen                        ,2016,119,17227,0.00690776
Putte,12029,Nee,"Vreemdelingen, naar nationaliteitsgroep",Zuid-EU14-landen                                  ,2016,84,17227,0.00487607
Putte,12029,Nee,"Vreemdelingen, naar nationaliteitsgroep",Andere landen                                     ,2017,142,17379,0.00817078
Putte,12029,Nee,"Vreemdelingen, naar nationaliteitsgroep",EU,2017,347,17379,0.0199666
Putte,12029,Nee,"Vreemdelingen, naar nationaliteitsgroep",EU13-landen                                       ,2017,128,17379,0.00736521
Putte,12029,Nee,"Vreemdelingen, naar nationaliteitsgroep",Europa niet-EU                                    ,2017,55,17379,0.00316474
Putte,12029,Nee,"Vreemdelingen, naar nationaliteitsgroep",Niet-EU,2017,215,17379,0.0123713
Putte,12029,Nee,"Vreemdelingen, naar nationaliteitsgroep",Turkije en Maghreb                                ,2017,18,17379,0.00103573
Putte,12029,Nee,"Vreemdelingen, naar nationaliteitsgroep",West- en Noord-EU14-landen                        ,2017,129,17379,0.00742275
Putte,12029,Nee,"Vreemdelingen, naar nationaliteitsgroep",Zuid-EU14-landen                                  ,2017,90,17379,0.00517866
Putte,12029,Nee,"Vreemdelingen, naar nationaliteitsgroep",Andere landen                                     ,2018,160,17584,0.00909918
Putte,12029,Nee,"Vreemdelingen, naar nationaliteitsgroep",EU,2018,367,17584,0.0208712
Putte,12029,Nee,"Vreemdelingen, naar nationaliteitsgroep",EU13-landen                                       ,2018,154,17584,0.00875796
Putte,12029,Nee,"Vreemdelingen, naar nationaliteitsgroep",Europa niet-EU                                    ,2018,58,17584,0.00329845
Putte,12029,Nee,"Vreemdelingen, naar nationaliteitsgroep",Niet-EU,2018,238,17584,0.013535
Putte,12029,Nee,"Vreemdelingen, naar nationaliteitsgroep",Turkije en Maghreb                                ,2018,20,17584,0.0011374
Putte,12029,Nee,"Vreemdelingen, naar nationaliteitsgroep",West- en Noord-EU14-landen                        ,2018,137,17584,0.00779117
Putte,12029,Nee,"Vreemdelingen, naar nationaliteitsgroep",Zuid-EU14-landen                                  ,2018,76,17584,0.00432211
Putte,12029,Nee,"Vreemdelingen, naar nationaliteitsgroep",Andere landen                                     ,2019,160,17800,0.00898876
Putte,12029,Nee,"Vreemdelingen, naar nationaliteitsgroep",EU,2019,398,17800,0.0223596
Putte,12029,Nee,"Vreemdelingen, naar nationaliteitsgroep",EU13-landen                                       ,2019,164,17800,0.00921348
Putte,12029,Nee,"Vreemdelingen, naar nationaliteitsgroep",Europa niet-EU                                    ,2019,52,17800,0.00292135
Putte,12029,Nee,"Vreemdelingen, naar nationaliteitsgroep",Niet-EU,2019,233,17800,0.0130899
Putte,12029,Nee,"Vreemdelingen, naar nationaliteitsgroep",Turkije en Maghreb                                ,2019,21,17800,0.00117978
Putte,12029,Nee,"Vreemdelingen, naar nationaliteitsgroep",West- en Noord-EU14-landen                        ,2019,156,17800,0.00876404
Putte,12029,Nee,"Vreemdelingen, naar nationaliteitsgroep",Zuid-EU14-landen                                  ,2019,78,17800,0.00438202
Putte,12029,Nee,"Vreemdelingen, naar nationaliteitsgroep",Andere landen                                     ,2020,152,17927,0.00847883
Putte,12029,Nee,"Vreemdelingen, naar nationaliteitsgroep",EU,2020,389,17927,0.0216991
Putte,12029,Nee,"Vreemdelingen, naar nationaliteitsgroep",EU13-landen                                       ,2020,172,17927,0.00959447
Putte,12029,Nee,"Vreemdelingen, naar nationaliteitsgroep",Europa niet-EU                                    ,2020,50,17927,0.00278909
Putte,12029,Nee,"Vreemdelingen, naar nationaliteitsgroep",Niet-EU,2020,224,17927,0.0124951
Putte,12029,Nee,"Vreemdelingen, naar nationaliteitsgroep",Turkije en Maghreb                                ,2020,22,17927,0.0012272
Putte,12029,Nee,"Vreemdelingen, naar nationaliteitsgroep",West- en Noord-EU14-landen                        ,2020,143,17927,0.00797679
Putte,12029,Nee,"Vreemdelingen, naar nationaliteitsgroep",Zuid-EU14-landen                                  ,2020,74,17927,0.00412785
Putte,12029,Nee,"Vreemdelingen, naar nationaliteitsgroep",Andere landen                                     ,2021,170,18109,0.0093876
Putte,12029,Nee,"Vreemdelingen, naar nationaliteitsgroep",EU,2021,467,18109,0.0257883
Putte,12029,Nee,"Vreemdelingen, naar nationaliteitsgroep",EU13-landen                                       ,2021,222,18109,0.0122591
Putte,12029,Nee,"Vreemdelingen, naar nationaliteitsgroep",Europa niet-EU                                    ,2021,45,18109,0.00248495
Putte,12029,Nee,"Vreemdelingen, naar nationaliteitsgroep",Niet-EU,2021,239,18109,0.0131979
Putte,12029,Nee,"Vreemdelingen, naar nationaliteitsgroep",Turkije en Maghreb                                ,2021,24,18109,0.00132531
Putte,12029,Nee,"Vreemdelingen, naar nationaliteitsgroep",West- en Noord-EU14-landen                        ,2021,154,18109,0.00850406
Putte,12029,Nee,"Vreemdelingen, naar nationaliteitsgroep",Zuid-EU14-landen                                  ,2021,91,18109,0.00502513
Putte,12029,Nee,"Vreemdelingen, naar nationaliteitsgroep",Andere landen                                     ,2022,155,18392,0.00842758
Putte,12029,Nee,"Vreemdelingen, naar nationaliteitsgroep",EU,2022,478,18392,0.0259896
Putte,12029,Nee,"Vreemdelingen, naar nationaliteitsgroep",EU13-landen                                       ,2022,243,18392,0.0132123
Putte,12029,Nee,"Vreemdelingen, naar nationaliteitsgroep",Europa niet-EU                                    ,2022,43,18392,0.00233797
Putte,12029,Nee,"Vreemdelingen, naar nationaliteitsgroep",Niet-EU,2022,220,18392,0.0119617
Putte,12029,Nee,"Vreemdelingen, naar nationaliteitsgroep",Turkije en Maghreb                                ,2022,22,18392,0.00119617
Putte,12029,Nee,"Vreemdelingen, naar nationaliteitsgroep",West- en Noord-EU14-landen                        ,2022,157,18392,0.00853632
Putte,12029,Nee,"Vreemdelingen, naar nationaliteitsgroep",Zuid-EU14-landen                                  ,2022,78,18392,0.00424097
Sint-Katelijne-Waver,12035,Nee,"Vreemdelingen, naar nationaliteitsgroep",Andere landen                                     ,2011,125,20341,0.00614522
Sint-Katelijne-Waver,12035,Nee,"Vreemdelingen, naar nationaliteitsgroep",EU,2011,406,20341,0.0199597
Sint-Katelijne-Waver,12035,Nee,"Vreemdelingen, naar nationaliteitsgroep",EU13-landen                                       ,2011,96,20341,0.00471953
Sint-Katelijne-Waver,12035,Nee,"Vreemdelingen, naar nationaliteitsgroep",Europa niet-EU                                    ,2011,38,20341,0.00186815
Sint-Katelijne-Waver,12035,Nee,"Vreemdelingen, naar nationaliteitsgroep",Niet-EU,2011,196,20341,0.00963571
