Gemeente,Nis-code,Centrumstad?,Indicator,Herkomst,Jaar,Aantal personen van buitenlandse herkomst naar nationaliteitshistoriek,Aantal personen van buitenlandse herkomst,Procent
Meise,23050,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Belg geboren als niet-Belg,2022,1807,5847,0.309047
Meise,23050,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Niet-Belg,2022,1753,5847,0.299812
Merchtem,23052,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Belg geboren als Belg,2000,202,616,0.327922
Merchtem,23052,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Belg geboren als niet-Belg,2000,180,616,0.292208
Merchtem,23052,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Niet-Belg,2000,234,616,0.37987
Merchtem,23052,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Belg geboren als Belg,2001,224,633,0.35387
Merchtem,23052,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Belg geboren als niet-Belg,2001,188,633,0.296998
Merchtem,23052,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Niet-Belg,2001,221,633,0.349131
Merchtem,23052,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Belg geboren als Belg,2002,236,679,0.34757
Merchtem,23052,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Belg geboren als niet-Belg,2002,226,679,0.332842
Merchtem,23052,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Niet-Belg,2002,217,679,0.319588
Merchtem,23052,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Belg geboren als Belg,2003,251,723,0.347165
Merchtem,23052,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Belg geboren als niet-Belg,2003,257,723,0.355463
Merchtem,23052,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Niet-Belg,2003,215,723,0.297372
Merchtem,23052,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Belg geboren als Belg,2004,281,802,0.350374
Merchtem,23052,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Belg geboren als niet-Belg,2004,265,802,0.330424
Merchtem,23052,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Niet-Belg,2004,256,802,0.319202
Merchtem,23052,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Belg geboren als Belg,2005,318,924,0.344156
Merchtem,23052,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Belg geboren als niet-Belg,2005,302,924,0.32684
Merchtem,23052,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Niet-Belg,2005,304,924,0.329004
Merchtem,23052,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Belg geboren als Belg,2006,371,1057,0.350993
Merchtem,23052,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Belg geboren als niet-Belg,2006,350,1057,0.331126
Merchtem,23052,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Niet-Belg,2006,336,1057,0.317881
Merchtem,23052,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Belg geboren als Belg,2007,406,1170,0.347009
Merchtem,23052,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Belg geboren als niet-Belg,2007,389,1170,0.332479
Merchtem,23052,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Niet-Belg,2007,375,1170,0.320513
Merchtem,23052,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Belg geboren als Belg,2008,432,1283,0.336711
Merchtem,23052,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Belg geboren als niet-Belg,2008,414,1283,0.322681
Merchtem,23052,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Niet-Belg,2008,437,1283,0.340608
Merchtem,23052,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Belg geboren als Belg,2009,484,1433,0.337753
Merchtem,23052,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Belg geboren als niet-Belg,2009,471,1433,0.328681
Merchtem,23052,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Niet-Belg,2009,478,1433,0.333566
Merchtem,23052,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Belg geboren als Belg,2010,542,1576,0.343909
Merchtem,23052,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Belg geboren als niet-Belg,2010,514,1576,0.326142
Merchtem,23052,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Niet-Belg,2010,520,1576,0.329949
Merchtem,23052,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Belg geboren als Belg,2011,590,1716,0.343823
Merchtem,23052,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Belg geboren als niet-Belg,2011,560,1716,0.32634
Merchtem,23052,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Niet-Belg,2011,566,1716,0.329837
Merchtem,23052,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Belg geboren als Belg,2012,627,1895,0.330871
Merchtem,23052,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Belg geboren als niet-Belg,2012,595,1895,0.313984
Merchtem,23052,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Niet-Belg,2012,673,1895,0.355145
Merchtem,23052,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Belg geboren als Belg,2013,704,2043,0.344591
Merchtem,23052,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Belg geboren als niet-Belg,2013,647,2043,0.316691
Merchtem,23052,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Niet-Belg,2013,692,2043,0.338718
Merchtem,23052,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Belg geboren als Belg,2014,746,2169,0.343937
Merchtem,23052,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Belg geboren als niet-Belg,2014,697,2169,0.321346
Merchtem,23052,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Niet-Belg,2014,726,2169,0.334716
Merchtem,23052,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Belg geboren als Belg,2015,818,2337,0.350021
Merchtem,23052,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Belg geboren als niet-Belg,2015,743,2337,0.317929
Merchtem,23052,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Niet-Belg,2015,776,2337,0.33205
Merchtem,23052,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Belg geboren als Belg,2016,887,2485,0.356942
Merchtem,23052,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Belg geboren als niet-Belg,2016,797,2485,0.320724
Merchtem,23052,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Niet-Belg,2016,801,2485,0.322334
Merchtem,23052,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Belg geboren als Belg,2017,928,2609,0.355692
Merchtem,23052,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Belg geboren als niet-Belg,2017,827,2609,0.31698
Merchtem,23052,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Niet-Belg,2017,854,2609,0.327328
Merchtem,23052,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Belg geboren als Belg,2018,1014,2846,0.35629
Merchtem,23052,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Belg geboren als niet-Belg,2018,902,2846,0.316936
Merchtem,23052,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Niet-Belg,2018,930,2846,0.326774
Merchtem,23052,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Belg geboren als Belg,2019,1134,3122,0.363229
Merchtem,23052,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Belg geboren als niet-Belg,2019,971,3122,0.311019
Merchtem,23052,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Niet-Belg,2019,1017,3122,0.325753
Merchtem,23052,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Belg geboren als Belg,2020,1208,3291,0.367062
Merchtem,23052,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Belg geboren als niet-Belg,2020,1031,3291,0.313279
Merchtem,23052,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Niet-Belg,2020,1052,3291,0.31966
Merchtem,23052,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Belg geboren als Belg,2021,1335,3630,0.367769
Merchtem,23052,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Belg geboren als niet-Belg,2021,1152,3630,0.317355
Merchtem,23052,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Niet-Belg,2021,1143,3630,0.314876
Merchtem,23052,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Belg geboren als Belg,2022,1466,3969,0.369363
Merchtem,23052,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Belg geboren als niet-Belg,2022,1273,3969,0.320736
Merchtem,23052,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Niet-Belg,2022,1230,3969,0.309902
Opwijk,23060,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Belg geboren als Belg,2000,84,292,0.287671
Opwijk,23060,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Belg geboren als niet-Belg,2000,90,292,0.308219
Opwijk,23060,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Niet-Belg,2000,118,292,0.40411
Opwijk,23060,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Belg geboren als Belg,2001,95,324,0.29321
Opwijk,23060,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Belg geboren als niet-Belg,2001,112,324,0.345679
Opwijk,23060,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Niet-Belg,2001,117,324,0.361111
Opwijk,23060,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Belg geboren als Belg,2002,101,348,0.29023
Opwijk,23060,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Belg geboren als niet-Belg,2002,121,348,0.347701
Opwijk,23060,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Niet-Belg,2002,126,348,0.362069
Opwijk,23060,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Belg geboren als Belg,2003,109,372,0.293011
Opwijk,23060,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Belg geboren als niet-Belg,2003,132,372,0.354839
Opwijk,23060,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Niet-Belg,2003,131,372,0.352151
Opwijk,23060,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Belg geboren als Belg,2004,125,401,0.311721
Opwijk,23060,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Belg geboren als niet-Belg,2004,154,401,0.38404
Opwijk,23060,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Niet-Belg,2004,122,401,0.304239
Opwijk,23060,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Belg geboren als Belg,2005,143,438,0.326484
Opwijk,23060,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Belg geboren als niet-Belg,2005,154,438,0.351598
Opwijk,23060,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Niet-Belg,2005,141,438,0.321918
Opwijk,23060,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Belg geboren als Belg,2006,161,494,0.325911
Opwijk,23060,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Belg geboren als niet-Belg,2006,174,494,0.352227
Opwijk,23060,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Niet-Belg,2006,159,494,0.321862
Opwijk,23060,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Belg geboren als Belg,2007,176,529,0.332703
Opwijk,23060,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Belg geboren als niet-Belg,2007,172,529,0.325142
Opwijk,23060,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Niet-Belg,2007,181,529,0.342155
Opwijk,23060,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Belg geboren als Belg,2008,215,606,0.354785
Opwijk,23060,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Belg geboren als niet-Belg,2008,201,606,0.331683
Opwijk,23060,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Niet-Belg,2008,190,606,0.313531
Opwijk,23060,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Belg geboren als Belg,2009,276,727,0.379642
Opwijk,23060,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Belg geboren als niet-Belg,2009,242,727,0.332875
Opwijk,23060,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Niet-Belg,2009,209,727,0.287483
Opwijk,23060,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Belg geboren als Belg,2010,300,838,0.357995
Opwijk,23060,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Belg geboren als niet-Belg,2010,261,838,0.311456
Opwijk,23060,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Niet-Belg,2010,277,838,0.330549
Opwijk,23060,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Belg geboren als Belg,2011,336,954,0.352201
Opwijk,23060,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Belg geboren als niet-Belg,2011,296,954,0.310273
Opwijk,23060,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Niet-Belg,2011,322,954,0.337526
Opwijk,23060,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Belg geboren als Belg,2012,369,1051,0.351094
Opwijk,23060,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Belg geboren als niet-Belg,2012,322,1051,0.306375
Opwijk,23060,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Niet-Belg,2012,360,1051,0.342531
Opwijk,23060,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Belg geboren als Belg,2013,426,1247,0.34162
Opwijk,23060,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Belg geboren als niet-Belg,2013,355,1247,0.284683
Opwijk,23060,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Niet-Belg,2013,466,1247,0.373697
Opwijk,23060,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Belg geboren als Belg,2014,458,1314,0.348554
Opwijk,23060,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Belg geboren als niet-Belg,2014,364,1314,0.277017
Opwijk,23060,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Niet-Belg,2014,492,1314,0.374429
Opwijk,23060,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Belg geboren als Belg,2015,526,1438,0.365786
Opwijk,23060,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Belg geboren als niet-Belg,2015,405,1438,0.281641
Opwijk,23060,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Niet-Belg,2015,507,1438,0.352573
Opwijk,23060,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Belg geboren als Belg,2016,565,1572,0.359415
Opwijk,23060,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Belg geboren als niet-Belg,2016,427,1572,0.271628
Opwijk,23060,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Niet-Belg,2016,580,1572,0.368957
Opwijk,23060,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Belg geboren als Belg,2017,597,1719,0.347295
Opwijk,23060,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Belg geboren als niet-Belg,2017,479,1719,0.27865
Opwijk,23060,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Niet-Belg,2017,643,1719,0.374055
Opwijk,23060,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Belg geboren als Belg,2018,610,1800,0.338889
Opwijk,23060,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Belg geboren als niet-Belg,2018,505,1800,0.280556
Opwijk,23060,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Niet-Belg,2018,685,1800,0.380556
Opwijk,23060,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Belg geboren als Belg,2019,656,1997,0.328493
Opwijk,23060,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Belg geboren als niet-Belg,2019,577,1997,0.288933
Opwijk,23060,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Niet-Belg,2019,764,1997,0.382574
Opwijk,23060,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Belg geboren als Belg,2020,696,2167,0.321181
Opwijk,23060,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Belg geboren als niet-Belg,2020,626,2167,0.288879
Opwijk,23060,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Niet-Belg,2020,845,2167,0.38994
Opwijk,23060,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Belg geboren als Belg,2021,771,2352,0.327806
Opwijk,23060,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Belg geboren als niet-Belg,2021,696,2352,0.295918
Opwijk,23060,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Niet-Belg,2021,885,2352,0.376276
Opwijk,23060,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Belg geboren als Belg,2022,829,2511,0.330147
Opwijk,23060,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Belg geboren als niet-Belg,2022,765,2511,0.304659
Opwijk,23060,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Niet-Belg,2022,917,2511,0.365193
Overijse,23062,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Belg geboren als Belg,2000,767,6236,0.122996
Overijse,23062,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Belg geboren als niet-Belg,2000,612,6236,0.0981398
Overijse,23062,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Niet-Belg,2000,4857,6236,0.778865
Overijse,23062,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Belg geboren als Belg,2001,835,6333,0.131849
