Gemeente,Nis-code,Centrumstad?,Indicator,Jaar,Interne uitwijking van vreemdelingen,Aantal inwoners,Verhouding per 1000 inwoners
Zonhoven,71066,Nee,Interne uitwijking van vreemdelingen,2000,44,18940,2.32313
Zonhoven,71066,Nee,Interne uitwijking van vreemdelingen,2001,39,19172,2.03422
Zonhoven,71066,Nee,Interne uitwijking van vreemdelingen,2002,55,19317,2.84723
Zonhoven,71066,Nee,Interne uitwijking van vreemdelingen,2003,44,19521,2.25398
Zonhoven,71066,Nee,Interne uitwijking van vreemdelingen,2004,45,19649,2.29019
Zonhoven,71066,Nee,Interne uitwijking van vreemdelingen,2005,49,19693,2.48819
Zonhoven,71066,Nee,Interne uitwijking van vreemdelingen,2006,58,19901,2.91443
Zonhoven,71066,Nee,Interne uitwijking van vreemdelingen,2007,63,20060,3.14058
Zonhoven,71066,Nee,Interne uitwijking van vreemdelingen,2008,45,20300,2.21675
Zonhoven,71066,Nee,Interne uitwijking van vreemdelingen,2009,51,20469,2.49157
Zonhoven,71066,Nee,Interne uitwijking van vreemdelingen,2010,78,20570,3.79193
Zonhoven,71066,Nee,Interne uitwijking van vreemdelingen,2011,78,20816,3.74712
Zonhoven,71066,Nee,Interne uitwijking van vreemdelingen,2012,99,20887,4.73979
Zonhoven,71066,Nee,Interne uitwijking van vreemdelingen,2013,84,21022,3.99581
Zonhoven,71066,Nee,Interne uitwijking van vreemdelingen,2014,81,21139,3.83178
Zonhoven,71066,Nee,Interne uitwijking van vreemdelingen,2015,72,21195,3.39703
Zonhoven,71066,Nee,Interne uitwijking van vreemdelingen,2016,141,21276,6.62719
Zonhoven,71066,Nee,Interne uitwijking van vreemdelingen,2017,106,21269,4.98378
Zonhoven,71066,Nee,Interne uitwijking van vreemdelingen,2018,102,21214,4.80815
Zonhoven,71066,Nee,Interne uitwijking van vreemdelingen,2019,107,21237,5.03838
Zonhoven,71066,Nee,Interne uitwijking van vreemdelingen,2020,96,21327,4.50134
Zonhoven,71066,Nee,Interne uitwijking van vreemdelingen,2021,92,21339,4.31135
Zutendaal,71067,Nee,Interne uitwijking van vreemdelingen,2000,42,6755,6.21762
Zutendaal,71067,Nee,Interne uitwijking van vreemdelingen,2001,30,6764,4.43525
Zutendaal,71067,Nee,Interne uitwijking van vreemdelingen,2002,14,6809,2.0561
Zutendaal,71067,Nee,Interne uitwijking van vreemdelingen,2003,21,6861,3.06078
Zutendaal,71067,Nee,Interne uitwijking van vreemdelingen,2004,23,6869,3.34838
Zutendaal,71067,Nee,Interne uitwijking van vreemdelingen,2005,26,6865,3.78733
Zutendaal,71067,Nee,Interne uitwijking van vreemdelingen,2006,45,6929,6.49444
Zutendaal,71067,Nee,Interne uitwijking van vreemdelingen,2007,47,6956,6.75676
Zutendaal,71067,Nee,Interne uitwijking van vreemdelingen,2008,60,6982,8.59353
Zutendaal,71067,Nee,Interne uitwijking van vreemdelingen,2009,43,7036,6.11143
Zutendaal,71067,Nee,Interne uitwijking van vreemdelingen,2010,79,7009,11.27122
Zutendaal,71067,Nee,Interne uitwijking van vreemdelingen,2011,50,7047,7.09522
Zutendaal,71067,Nee,Interne uitwijking van vreemdelingen,2012,60,7074,8.48176
Zutendaal,71067,Nee,Interne uitwijking van vreemdelingen,2013,66,7045,9.36835
Zutendaal,71067,Nee,Interne uitwijking van vreemdelingen,2014,41,7109,5.76734
Zutendaal,71067,Nee,Interne uitwijking van vreemdelingen,2015,88,7138,12.32838
Zutendaal,71067,Nee,Interne uitwijking van vreemdelingen,2016,70,7239,9.66984
Zutendaal,71067,Nee,Interne uitwijking van vreemdelingen,2017,91,7270,12.51719
Zutendaal,71067,Nee,Interne uitwijking van vreemdelingen,2018,54,7234,7.46475
Zutendaal,71067,Nee,Interne uitwijking van vreemdelingen,2019,74,7289,10.15228
Zutendaal,71067,Nee,Interne uitwijking van vreemdelingen,2020,42,7282,5.76765
Zutendaal,71067,Nee,Interne uitwijking van vreemdelingen,2021,72,7290,9.87654
Ham,71069,Nee,Interne uitwijking van vreemdelingen,2000,20,9326,2.14454
Ham,71069,Nee,Interne uitwijking van vreemdelingen,2001,16,9392,1.70358
Ham,71069,Nee,Interne uitwijking van vreemdelingen,2002,14,9387,1.49142
Ham,71069,Nee,Interne uitwijking van vreemdelingen,2003,22,9530,2.3085
Ham,71069,Nee,Interne uitwijking van vreemdelingen,2004,29,9574,3.02904
Ham,71069,Nee,Interne uitwijking van vreemdelingen,2005,25,9627,2.59686
Ham,71069,Nee,Interne uitwijking van vreemdelingen,2006,27,9705,2.78207
Ham,71069,Nee,Interne uitwijking van vreemdelingen,2007,30,9824,3.05375
Ham,71069,Nee,Interne uitwijking van vreemdelingen,2008,26,9975,2.60652
Ham,71069,Nee,Interne uitwijking van vreemdelingen,2009,26,10093,2.57604
Ham,71069,Nee,Interne uitwijking van vreemdelingen,2010,40,10235,3.90816
Ham,71069,Nee,Interne uitwijking van vreemdelingen,2011,49,10375,4.72289
Ham,71069,Nee,Interne uitwijking van vreemdelingen,2012,46,10393,4.42606
Ham,71069,Nee,Interne uitwijking van vreemdelingen,2013,32,10473,3.05548
Ham,71069,Nee,Interne uitwijking van vreemdelingen,2014,33,10574,3.12086
Ham,71069,Nee,Interne uitwijking van vreemdelingen,2015,48,10617,4.52105
Ham,71069,Nee,Interne uitwijking van vreemdelingen,2016,32,10618,3.01375
Ham,71069,Nee,Interne uitwijking van vreemdelingen,2017,63,10733,5.86975
Ham,71069,Nee,Interne uitwijking van vreemdelingen,2018,55,10824,5.0813
Ham,71069,Nee,Interne uitwijking van vreemdelingen,2019,62,10897,5.68964
Ham,71069,Nee,Interne uitwijking van vreemdelingen,2020,42,10977,3.82618
Ham,71069,Nee,Interne uitwijking van vreemdelingen,2021,25,11031,2.26634
Heusden-Zolder,71070,Nee,Interne uitwijking van vreemdelingen,2000,118,30105,3.91961
Heusden-Zolder,71070,Nee,Interne uitwijking van vreemdelingen,2001,81,30183,2.68363
Heusden-Zolder,71070,Nee,Interne uitwijking van vreemdelingen,2002,85,30269,2.80815
Heusden-Zolder,71070,Nee,Interne uitwijking van vreemdelingen,2003,97,30513,3.17897
Heusden-Zolder,71070,Nee,Interne uitwijking van vreemdelingen,2004,71,30541,2.32474
Heusden-Zolder,71070,Nee,Interne uitwijking van vreemdelingen,2005,94,30648,3.06708
Heusden-Zolder,71070,Nee,Interne uitwijking van vreemdelingen,2006,78,30769,2.53502
Heusden-Zolder,71070,Nee,Interne uitwijking van vreemdelingen,2007,76,31017,2.45027
Heusden-Zolder,71070,Nee,Interne uitwijking van vreemdelingen,2008,99,31278,3.16516
Heusden-Zolder,71070,Nee,Interne uitwijking van vreemdelingen,2009,144,31473,4.57535
Heusden-Zolder,71070,Nee,Interne uitwijking van vreemdelingen,2010,171,31526,5.42409
Heusden-Zolder,71070,Nee,Interne uitwijking van vreemdelingen,2011,200,31875,6.27451
Heusden-Zolder,71070,Nee,Interne uitwijking van vreemdelingen,2012,158,32003,4.93704
Heusden-Zolder,71070,Nee,Interne uitwijking van vreemdelingen,2013,151,32132,4.69937
Heusden-Zolder,71070,Nee,Interne uitwijking van vreemdelingen,2014,217,32381,6.70146
Heusden-Zolder,71070,Nee,Interne uitwijking van vreemdelingen,2015,216,32774,6.59059
Heusden-Zolder,71070,Nee,Interne uitwijking van vreemdelingen,2016,204,33011,6.17976
Heusden-Zolder,71070,Nee,Interne uitwijking van vreemdelingen,2017,216,33156,6.51466
Heusden-Zolder,71070,Nee,Interne uitwijking van vreemdelingen,2018,224,33406,6.70538
Heusden-Zolder,71070,Nee,Interne uitwijking van vreemdelingen,2019,214,33708,6.34864
Heusden-Zolder,71070,Nee,Interne uitwijking van vreemdelingen,2020,170,33892,5.01593
Heusden-Zolder,71070,Nee,Interne uitwijking van vreemdelingen,2021,212,34207,6.19756
Bocholt,72003,Nee,Interne uitwijking van vreemdelingen,2000,16,11887,1.34601
Bocholt,72003,Nee,Interne uitwijking van vreemdelingen,2001,25,11925,2.09644
Bocholt,72003,Nee,Interne uitwijking van vreemdelingen,2002,18,11981,1.50238
Bocholt,72003,Nee,Interne uitwijking van vreemdelingen,2003,35,12104,2.89161
Bocholt,72003,Nee,Interne uitwijking van vreemdelingen,2004,28,12186,2.29772
Bocholt,72003,Nee,Interne uitwijking van vreemdelingen,2005,24,12232,1.96207
Bocholt,72003,Nee,Interne uitwijking van vreemdelingen,2006,47,12355,3.80413
Bocholt,72003,Nee,Interne uitwijking van vreemdelingen,2007,49,12509,3.91718
Bocholt,72003,Nee,Interne uitwijking van vreemdelingen,2008,53,12566,4.21773
Bocholt,72003,Nee,Interne uitwijking van vreemdelingen,2009,83,12625,6.57426
Bocholt,72003,Nee,Interne uitwijking van vreemdelingen,2010,93,12636,7.35992
Bocholt,72003,Nee,Interne uitwijking van vreemdelingen,2011,84,12693,6.61782
Bocholt,72003,Nee,Interne uitwijking van vreemdelingen,2012,59,12729,4.63509
Bocholt,72003,Nee,Interne uitwijking van vreemdelingen,2013,85,12830,6.6251
Bocholt,72003,Nee,Interne uitwijking van vreemdelingen,2014,70,12850,5.44747
Bocholt,72003,Nee,Interne uitwijking van vreemdelingen,2015,85,12869,6.60502
Bocholt,72003,Nee,Interne uitwijking van vreemdelingen,2016,125,12917,9.67717
Bocholt,72003,Nee,Interne uitwijking van vreemdelingen,2017,105,12949,8.10873
Bocholt,72003,Nee,Interne uitwijking van vreemdelingen,2018,104,13085,7.94803
Bocholt,72003,Nee,Interne uitwijking van vreemdelingen,2019,111,13110,8.46682
Bocholt,72003,Nee,Interne uitwijking van vreemdelingen,2020,67,13144,5.09738
Bocholt,72003,Nee,Interne uitwijking van vreemdelingen,2021,97,13253,7.3191
Bree,72004,Nee,Interne uitwijking van vreemdelingen,2000,36,14001,2.57124
Bree,72004,Nee,Interne uitwijking van vreemdelingen,2001,21,14046,1.49509
Bree,72004,Nee,Interne uitwijking van vreemdelingen,2002,27,14150,1.90813
Bree,72004,Nee,Interne uitwijking van vreemdelingen,2003,40,14223,2.81235
Bree,72004,Nee,Interne uitwijking van vreemdelingen,2004,33,14289,2.30947
Bree,72004,Nee,Interne uitwijking van vreemdelingen,2005,48,14421,3.32848
Bree,72004,Nee,Interne uitwijking van vreemdelingen,2006,32,14503,2.20644
Bree,72004,Nee,Interne uitwijking van vreemdelingen,2007,38,14515,2.61798
Bree,72004,Nee,Interne uitwijking van vreemdelingen,2008,66,14774,4.46731
Bree,72004,Nee,Interne uitwijking van vreemdelingen,2009,45,15013,2.9974
Bree,72004,Nee,Interne uitwijking van vreemdelingen,2010,50,15173,3.29533
Bree,72004,Nee,Interne uitwijking van vreemdelingen,2011,73,15238,4.79065
Bree,72004,Nee,Interne uitwijking van vreemdelingen,2012,80,15379,5.2019
Bree,72004,Nee,Interne uitwijking van vreemdelingen,2013,80,15434,5.18336
Bree,72004,Nee,Interne uitwijking van vreemdelingen,2014,69,15547,4.43816
Bree,72004,Nee,Interne uitwijking van vreemdelingen,2015,53,15660,3.38442
Bree,72004,Nee,Interne uitwijking van vreemdelingen,2016,85,15785,5.38486
Bree,72004,Nee,Interne uitwijking van vreemdelingen,2017,110,15911,6.91346
Bree,72004,Nee,Interne uitwijking van vreemdelingen,2018,93,16005,5.81068
Bree,72004,Nee,Interne uitwijking van vreemdelingen,2019,88,16085,5.47094
Bree,72004,Nee,Interne uitwijking van vreemdelingen,2020,105,16169,6.49391
Bree,72004,Nee,Interne uitwijking van vreemdelingen,2021,83,16097,5.15624
Kinrooi,72018,Nee,Interne uitwijking van vreemdelingen,2000,34,11749,2.89386
Kinrooi,72018,Nee,Interne uitwijking van vreemdelingen,2001,36,11844,3.03951
Kinrooi,72018,Nee,Interne uitwijking van vreemdelingen,2002,31,11894,2.60636
Kinrooi,72018,Nee,Interne uitwijking van vreemdelingen,2003,37,11913,3.10585
Kinrooi,72018,Nee,Interne uitwijking van vreemdelingen,2004,40,11928,3.35345
Kinrooi,72018,Nee,Interne uitwijking van vreemdelingen,2005,33,11997,2.75069
Kinrooi,72018,Nee,Interne uitwijking van vreemdelingen,2006,29,11977,2.42131
Kinrooi,72018,Nee,Interne uitwijking van vreemdelingen,2007,46,12098,3.80228
Kinrooi,72018,Nee,Interne uitwijking van vreemdelingen,2008,59,12121,4.86759
Kinrooi,72018,Nee,Interne uitwijking van vreemdelingen,2009,54,12156,4.44225
Kinrooi,72018,Nee,Interne uitwijking van vreemdelingen,2010,67,12227,5.47968
Kinrooi,72018,Nee,Interne uitwijking van vreemdelingen,2011,38,12279,3.09471
Kinrooi,72018,Nee,Interne uitwijking van vreemdelingen,2012,40,12252,3.26477
Kinrooi,72018,Nee,Interne uitwijking van vreemdelingen,2013,61,12338,4.94408
Kinrooi,72018,Nee,Interne uitwijking van vreemdelingen,2014,76,12373,6.14241
Kinrooi,72018,Nee,Interne uitwijking van vreemdelingen,2015,100,12348,8.09848
Kinrooi,72018,Nee,Interne uitwijking van vreemdelingen,2016,89,12309,7.23048
Kinrooi,72018,Nee,Interne uitwijking van vreemdelingen,2017,85,12277,6.92352
Kinrooi,72018,Nee,Interne uitwijking van vreemdelingen,2018,62,12233,5.06826
Kinrooi,72018,Nee,Interne uitwijking van vreemdelingen,2019,72,12174,5.91424
Kinrooi,72018,Nee,Interne uitwijking van vreemdelingen,2020,69,12206,5.65296
Kinrooi,72018,Nee,Interne uitwijking van vreemdelingen,2021,88,12216,7.20367
Lommel,72020,Nee,Interne uitwijking van vreemdelingen,2000,66,30433,2.1687
Lommel,72020,Nee,Interne uitwijking van vreemdelingen,2001,86,30711,2.8003
Lommel,72020,Nee,Interne uitwijking van vreemdelingen,2002,70,30947,2.26193
Lommel,72020,Nee,Interne uitwijking van vreemdelingen,2003,85,31299,2.71574
Lommel,72020,Nee,Interne uitwijking van vreemdelingen,2004,78,31436,2.48123
Lommel,72020,Nee,Interne uitwijking van vreemdelingen,2005,83,31616,2.62525
Lommel,72020,Nee,Interne uitwijking van vreemdelingen,2006,100,31898,3.13499
Lommel,72020,Nee,Interne uitwijking van vreemdelingen,2007,108,32141,3.36019
Lommel,72020,Nee,Interne uitwijking van vreemdelingen,2008,132,32415,4.07219
Lommel,72020,Nee,Interne uitwijking van vreemdelingen,2009,130,32703,3.97517
Lommel,72020,Nee,Interne uitwijking van vreemdelingen,2010,149,32917,4.52654
Lommel,72020,Nee,Interne uitwijking van vreemdelingen,2011,156,33193,4.69979
Lommel,72020,Nee,Interne uitwijking van vreemdelingen,2012,122,33409,3.65171
Lommel,72020,Nee,Interne uitwijking van vreemdelingen,2013,146,33636,4.34059
Lommel,72020,Nee,Interne uitwijking van vreemdelingen,2014,165,33744,4.88976
Lommel,72020,Nee,Interne uitwijking van vreemdelingen,2015,175,33852,5.16956
Lommel,72020,Nee,Interne uitwijking van vreemdelingen,2016,175,33957,5.15358
Lommel,72020,Nee,Interne uitwijking van vreemdelingen,2017,157,33996,4.61819
Lommel,72020,Nee,Interne uitwijking van vreemdelingen,2018,165,34044,4.84667
Lommel,72020,Nee,Interne uitwijking van vreemdelingen,2019,227,34079,6.66099
Lommel,72020,Nee,Interne uitwijking van vreemdelingen,2020,242,34245,7.06673
Lommel,72020,Nee,Interne uitwijking van vreemdelingen,2021,251,34255,7.3274
Maaseik,72021,Nee,Interne uitwijking van vreemdelingen,2000,64,22852,2.80063
Maaseik,72021,Nee,Interne uitwijking van vreemdelingen,2001,85,23123,3.67599
Maaseik,72021,Nee,Interne uitwijking van vreemdelingen,2002,63,23193,2.71634
Maaseik,72021,Nee,Interne uitwijking van vreemdelingen,2003,79,23360,3.38185
Maaseik,72021,Nee,Interne uitwijking van vreemdelingen,2004,95,23504,4.04187
Maaseik,72021,Nee,Interne uitwijking van vreemdelingen,2005,95,23564,4.03157
Maaseik,72021,Nee,Interne uitwijking van vreemdelingen,2006,74,23631,3.13148
Maaseik,72021,Nee,Interne uitwijking van vreemdelingen,2007,97,23879,4.06215
Maaseik,72021,Nee,Interne uitwijking van vreemdelingen,2008,95,24145,3.93456
Maaseik,72021,Nee,Interne uitwijking van vreemdelingen,2009,143,24457,5.847
Maaseik,72021,Nee,Interne uitwijking van vreemdelingen,2010,117,24570,4.7619
Maaseik,72021,Nee,Interne uitwijking van vreemdelingen,2011,142,24724,5.74341
Maaseik,72021,Nee,Interne uitwijking van vreemdelingen,2012,156,24828,6.28323
Maaseik,72021,Nee,Interne uitwijking van vreemdelingen,2013,129,24891,5.1826
Maaseik,72021,Nee,Interne uitwijking van vreemdelingen,2014,136,24969,5.44675
Maaseik,72021,Nee,Interne uitwijking van vreemdelingen,2015,156,25115,6.21143
Maaseik,72021,Nee,Interne uitwijking van vreemdelingen,2016,172,25133,6.84359
Maaseik,72021,Nee,Interne uitwijking van vreemdelingen,2017,151,25233,5.98423
Maaseik,72021,Nee,Interne uitwijking van vreemdelingen,2018,141,25201,5.59502
Maaseik,72021,Nee,Interne uitwijking van vreemdelingen,2019,158,25317,6.24087
Maaseik,72021,Nee,Interne uitwijking van vreemdelingen,2020,160,25310,6.32161
Maaseik,72021,Nee,Interne uitwijking van vreemdelingen,2021,184,25389,7.24723
Peer,72030,Nee,Interne uitwijking van vreemdelingen,2000,24,15251,1.57367
Peer,72030,Nee,Interne uitwijking van vreemdelingen,2001,27,15347,1.7593
Peer,72030,Nee,Interne uitwijking van vreemdelingen,2002,27,15521,1.73958
Peer,72030,Nee,Interne uitwijking van vreemdelingen,2003,34,15533,2.18889
Peer,72030,Nee,Interne uitwijking van vreemdelingen,2004,29,15607,1.85814
Peer,72030,Nee,Interne uitwijking van vreemdelingen,2005,58,15723,3.68886
Peer,72030,Nee,Interne uitwijking van vreemdelingen,2006,48,15810,3.03605
Peer,72030,Nee,Interne uitwijking van vreemdelingen,2007,26,15943,1.63081
Peer,72030,Nee,Interne uitwijking van vreemdelingen,2008,37,15998,2.31279
Peer,72030,Nee,Interne uitwijking van vreemdelingen,2009,46,16098,2.8575
Peer,72030,Nee,Interne uitwijking van vreemdelingen,2010,71,16157,4.39438
Peer,72030,Nee,Interne uitwijking van vreemdelingen,2011,62,16168,3.83474
Peer,72030,Nee,Interne uitwijking van vreemdelingen,2012,50,16194,3.08756
Peer,72030,Nee,Interne uitwijking van vreemdelingen,2013,64,16230,3.94331
Peer,72030,Nee,Interne uitwijking van vreemdelingen,2014,77,16185,4.75749
Peer,72030,Nee,Interne uitwijking van vreemdelingen,2015,71,16284,4.36011
Peer,72030,Nee,Interne uitwijking van vreemdelingen,2016,66,16312,4.0461
Peer,72030,Nee,Interne uitwijking van vreemdelingen,2017,81,16427,4.93091
Peer,72030,Nee,Interne uitwijking van vreemdelingen,2018,91,16406,5.54675
Peer,72030,Nee,Interne uitwijking van vreemdelingen,2019,80,16357,4.89087
Peer,72030,Nee,Interne uitwijking van vreemdelingen,2020,68,16298,4.17229
Peer,72030,Nee,Interne uitwijking van vreemdelingen,2021,96,16421,5.84617
Hamont-Achel,72037,Nee,Interne uitwijking van vreemdelingen,2000,58,13585,4.26941
Hamont-Achel,72037,Nee,Interne uitwijking van vreemdelingen,2001,89,13576,6.55569
Hamont-Achel,72037,Nee,Interne uitwijking van vreemdelingen,2002,72,13653,5.27357
Hamont-Achel,72037,Nee,Interne uitwijking van vreemdelingen,2003,101,13684,7.38088
Hamont-Achel,72037,Nee,Interne uitwijking van vreemdelingen,2004,57,13755,4.14395
Hamont-Achel,72037,Nee,Interne uitwijking van vreemdelingen,2005,81,13779,5.87851
Hamont-Achel,72037,Nee,Interne uitwijking van vreemdelingen,2006,87,13770,6.31808
Hamont-Achel,72037,Nee,Interne uitwijking van vreemdelingen,2007,95,13863,6.85277
Hamont-Achel,72037,Nee,Interne uitwijking van vreemdelingen,2008,124,13903,8.91894
Hamont-Achel,72037,Nee,Interne uitwijking van vreemdelingen,2009,102,14057,7.25617
Hamont-Achel,72037,Nee,Interne uitwijking van vreemdelingen,2010,80,14094,5.67617
Hamont-Achel,72037,Nee,Interne uitwijking van vreemdelingen,2011,101,14180,7.12271
Hamont-Achel,72037,Nee,Interne uitwijking van vreemdelingen,2012,141,14225,9.91213
Hamont-Achel,72037,Nee,Interne uitwijking van vreemdelingen,2013,90,14271,6.3065
Hamont-Achel,72037,Nee,Interne uitwijking van vreemdelingen,2014,119,14265,8.3421
Hamont-Achel,72037,Nee,Interne uitwijking van vreemdelingen,2015,107,14371,7.44555
Hamont-Achel,72037,Nee,Interne uitwijking van vreemdelingen,2016,132,14356,9.19476
Hamont-Achel,72037,Nee,Interne uitwijking van vreemdelingen,2017,185,14427,12.82318
Hamont-Achel,72037,Nee,Interne uitwijking van vreemdelingen,2018,146,14427,10.11991
Hamont-Achel,72037,Nee,Interne uitwijking van vreemdelingen,2019,147,14369,10.23036
Hamont-Achel,72037,Nee,Interne uitwijking van vreemdelingen,2020,180,14299,12.58829
Hamont-Achel,72037,Nee,Interne uitwijking van vreemdelingen,2021,181,14337,12.62468
Hechtel-Eksel,72038,Nee,Interne uitwijking van vreemdelingen,2000,34,11149,3.0496
Hechtel-Eksel,72038,Nee,Interne uitwijking van vreemdelingen,2001,49,11232,4.36254
Hechtel-Eksel,72038,Nee,Interne uitwijking van vreemdelingen,2002,50,11213,4.45911
Hechtel-Eksel,72038,Nee,Interne uitwijking van vreemdelingen,2003,33,11230,2.93856
Hechtel-Eksel,72038,Nee,Interne uitwijking van vreemdelingen,2004,37,11345,3.26135
Hechtel-Eksel,72038,Nee,Interne uitwijking van vreemdelingen,2005,45,11455,3.92842
Hechtel-Eksel,72038,Nee,Interne uitwijking van vreemdelingen,2006,73,11473,6.36276
Hechtel-Eksel,72038,Nee,Interne uitwijking van vreemdelingen,2007,67,11517,5.81749
Hechtel-Eksel,72038,Nee,Interne uitwijking van vreemdelingen,2008,60,11604,5.17063
Hechtel-Eksel,72038,Nee,Interne uitwijking van vreemdelingen,2009,62,11753,5.27525
Hechtel-Eksel,72038,Nee,Interne uitwijking van vreemdelingen,2010,68,11838,5.74421
Hechtel-Eksel,72038,Nee,Interne uitwijking van vreemdelingen,2011,103,11847,8.69418
Hechtel-Eksel,72038,Nee,Interne uitwijking van vreemdelingen,2012,90,11940,7.53769
Hechtel-Eksel,72038,Nee,Interne uitwijking van vreemdelingen,2013,75,12009,6.24532
Hechtel-Eksel,72038,Nee,Interne uitwijking van vreemdelingen,2014,62,12166,5.09617
Hechtel-Eksel,72038,Nee,Interne uitwijking van vreemdelingen,2015,102,12266,8.31567
Hechtel-Eksel,72038,Nee,Interne uitwijking van vreemdelingen,2016,160,12294,13.01448
Hechtel-Eksel,72038,Nee,Interne uitwijking van vreemdelingen,2017,66,12276,5.37634
Hechtel-Eksel,72038,Nee,Interne uitwijking van vreemdelingen,2018,112,12290,9.1131
Hechtel-Eksel,72038,Nee,Interne uitwijking van vreemdelingen,2019,97,12419,7.81061
Hechtel-Eksel,72038,Nee,Interne uitwijking van vreemdelingen,2020,100,12510,7.99361
Hechtel-Eksel,72038,Nee,Interne uitwijking van vreemdelingen,2021,88,12543,7.01587
Houthalen-Helchteren,72039,Nee,Interne uitwijking van vreemdelingen,2000,120,29215,4.10748
Houthalen-Helchteren,72039,Nee,Interne uitwijking van vreemdelingen,2001,75,29270,2.56235
Houthalen-Helchteren,72039,Nee,Interne uitwijking van vreemdelingen,2002,124,29438,4.21224
Houthalen-Helchteren,72039,Nee,Interne uitwijking van vreemdelingen,2003,100,29416,3.39951
Houthalen-Helchteren,72039,Nee,Interne uitwijking van vreemdelingen,2004,94,29607,3.17492
Houthalen-Helchteren,72039,Nee,Interne uitwijking van vreemdelingen,2005,105,29802,3.52325
Houthalen-Helchteren,72039,Nee,Interne uitwijking van vreemdelingen,2006,79,29945,2.63817
Houthalen-Helchteren,72039,Nee,Interne uitwijking van vreemdelingen,2007,139,30050,4.62562
Houthalen-Helchteren,72039,Nee,Interne uitwijking van vreemdelingen,2008,107,29999,3.56679
Houthalen-Helchteren,72039,Nee,Interne uitwijking van vreemdelingen,2009,133,30120,4.41567
Houthalen-Helchteren,72039,Nee,Interne uitwijking van vreemdelingen,2010,134,30126,4.44799
Houthalen-Helchteren,72039,Nee,Interne uitwijking van vreemdelingen,2011,158,30318,5.21143
Houthalen-Helchteren,72039,Nee,Interne uitwijking van vreemdelingen,2012,166,30356,5.46844
Houthalen-Helchteren,72039,Nee,Interne uitwijking van vreemdelingen,2013,179,30515,5.86597
Houthalen-Helchteren,72039,Nee,Interne uitwijking van vreemdelingen,2014,125,30623,4.0819
Houthalen-Helchteren,72039,Nee,Interne uitwijking van vreemdelingen,2015,156,30666,5.08707
Houthalen-Helchteren,72039,Nee,Interne uitwijking van vreemdelingen,2016,433,30592,14.15403
Houthalen-Helchteren,72039,Nee,Interne uitwijking van vreemdelingen,2017,411,30601,13.43093
Houthalen-Helchteren,72039,Nee,Interne uitwijking van vreemdelingen,2018,358,30623,11.69056
Houthalen-Helchteren,72039,Nee,Interne uitwijking van vreemdelingen,2019,242,30655,7.89431
Houthalen-Helchteren,72039,Nee,Interne uitwijking van vreemdelingen,2020,273,30550,8.93617
Houthalen-Helchteren,72039,Nee,Interne uitwijking van vreemdelingen,2021,265,30498,8.68909
Dilsen-Stokkem,72041,Nee,Interne uitwijking van vreemdelingen,2000,76,18187,4.17881
Dilsen-Stokkem,72041,Nee,Interne uitwijking van vreemdelingen,2001,73,18364,3.97517
Dilsen-Stokkem,72041,Nee,Interne uitwijking van vreemdelingen,2002,72,18486,3.89484
Dilsen-Stokkem,72041,Nee,Interne uitwijking van vreemdelingen,2003,76,18626,4.08032
Dilsen-Stokkem,72041,Nee,Interne uitwijking van vreemdelingen,2004,55,18705,2.94039
Dilsen-Stokkem,72041,Nee,Interne uitwijking van vreemdelingen,2005,66,18921,3.48819
Dilsen-Stokkem,72041,Nee,Interne uitwijking van vreemdelingen,2006,91,19106,4.7629
Dilsen-Stokkem,72041,Nee,Interne uitwijking van vreemdelingen,2007,88,19171,4.59027
Dilsen-Stokkem,72041,Nee,Interne uitwijking van vreemdelingen,2008,112,19306,5.80131
Dilsen-Stokkem,72041,Nee,Interne uitwijking van vreemdelingen,2009,101,19462,5.1896
Dilsen-Stokkem,72041,Nee,Interne uitwijking van vreemdelingen,2010,102,19663,5.18741
Dilsen-Stokkem,72041,Nee,Interne uitwijking van vreemdelingen,2011,100,19837,5.04108
Dilsen-Stokkem,72041,Nee,Interne uitwijking van vreemdelingen,2012,157,19947,7.87086
Dilsen-Stokkem,72041,Nee,Interne uitwijking van vreemdelingen,2013,103,19929,5.16835
Dilsen-Stokkem,72041,Nee,Interne uitwijking van vreemdelingen,2014,122,20028,6.09147
Dilsen-Stokkem,72041,Nee,Interne uitwijking van vreemdelingen,2015,117,20199,5.79237
Dilsen-Stokkem,72041,Nee,Interne uitwijking van vreemdelingen,2016,153,20287,7.54178
Dilsen-Stokkem,72041,Nee,Interne uitwijking van vreemdelingen,2017,122,20310,6.00689
Dilsen-Stokkem,72041,Nee,Interne uitwijking van vreemdelingen,2018,136,20454,6.64907
Dilsen-Stokkem,72041,Nee,Interne uitwijking van vreemdelingen,2019,141,20590,6.84798
Dilsen-Stokkem,72041,Nee,Interne uitwijking van vreemdelingen,2020,118,20693,5.70241
Dilsen-Stokkem,72041,Nee,Interne uitwijking van vreemdelingen,2021,107,20819,5.13954
Oudsbergen,72042,Nee,Interne uitwijking van vreemdelingen,2000,53,21644,2.44872
Oudsbergen,72042,Nee,Interne uitwijking van vreemdelingen,2001,43,21766,1.97556
Oudsbergen,72042,Nee,Interne uitwijking van vreemdelingen,2002,44,21771,2.02104
Oudsbergen,72042,Nee,Interne uitwijking van vreemdelingen,2003,61,21843,2.79266
Oudsbergen,72042,Nee,Interne uitwijking van vreemdelingen,2004,40,21858,1.82999
