Gemeente,Nis-code,Centrumstad?,Indicator,Jaar,Herkomst,Aantal personen dat zich als kiezer heeft ingeschreven per nationaliteitsgroep,Aantal potentiële kiezers per nationaliteitsgroep,Procent
Oostrozebeke,37010,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2012,EU,2,94,0.0212766
Oostrozebeke,37010,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2012,Niet-EU,1,27,0.037037
Oostrozebeke,37010,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2018,EU,7,220,0.0318182
Oostrozebeke,37010,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2018,Niet-EU,2,30,0.0666667
Pittem,37011,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2012,EU,2,135,0.0148148
Pittem,37011,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2012,Niet-EU,1,19,0.0526316
Pittem,37011,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2018,EU,6,151,0.0397351
Pittem,37011,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2018,Niet-EU,11,28,0.392857
Ruiselede,37012,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2012,EU,10,102,0.0980392
Ruiselede,37012,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2012,Niet-EU,0,5,0.0
Ruiselede,37012,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2018,EU,5,153,0.0326797
Ruiselede,37012,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2018,Niet-EU,1,9,0.111111
Tielt,37015,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2012,EU,19,348,0.0545977
Tielt,37015,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2012,Niet-EU,9,90,0.1
Tielt,37015,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2018,EU,32,668,0.0479042
Tielt,37015,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2018,Niet-EU,24,149,0.161074
Wielsbeke,37017,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2012,EU,14,68,0.205882
Wielsbeke,37017,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2012,Niet-EU,8,34,0.235294
Wielsbeke,37017,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2018,EU,9,213,0.0422535
Wielsbeke,37017,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2018,Niet-EU,3,50,0.06
Wingene,37018,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2012,EU,4,124,0.0322581
Wingene,37018,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2012,Niet-EU,1,22,0.0454545
Wingene,37018,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2018,EU,13,254,0.0511811
Wingene,37018,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2018,Niet-EU,1,23,0.0434783
Ardooie,37020,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2012,EU,3,123,0.0243902
Ardooie,37020,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2012,Niet-EU,2,16,0.125
Ardooie,37020,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2018,EU,3,188,0.0159574
Ardooie,37020,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2018,Niet-EU,0,24,0.0
Alveringem,38002,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2012,EU,18,68,0.264706
Alveringem,38002,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2012,Niet-EU,1,2,0.5
Alveringem,38002,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2018,EU,15,98,0.153061
Alveringem,38002,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2018,Niet-EU,1,7,0.142857
De Panne,38008,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2012,EU,116,590,0.19661
De Panne,38008,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2012,Niet-EU,2,68,0.0294118
De Panne,38008,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2018,EU,104,687,0.151383
De Panne,38008,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2018,Niet-EU,6,99,0.0606061
Koksijde,38014,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2012,EU,107,493,0.217039
Koksijde,38014,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2012,Niet-EU,14,76,0.184211
Koksijde,38014,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2018,EU,96,562,0.170819
Koksijde,38014,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2018,Niet-EU,29,127,0.228346
Nieuwpoort,38016,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2012,EU,8,216,0.037037
Nieuwpoort,38016,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2012,Niet-EU,3,49,0.0612245
Nieuwpoort,38016,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2018,EU,12,271,0.0442804
Nieuwpoort,38016,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2018,Niet-EU,1,60,0.0166667
Veurne,38025,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2012,EU,19,139,0.136691
Veurne,38025,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2012,Niet-EU,0,22,0.0
Veurne,38025,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2018,EU,28,217,0.129032
Veurne,38025,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2018,Niet-EU,4,28,0.142857
Aalst,41002,ja,"Bereik niet-Belgische kiezers, naar nationaliteit",2012,EU,128,1449,0.0883368
Aalst,41002,ja,"Bereik niet-Belgische kiezers, naar nationaliteit",2012,Niet-EU,89,1004,0.0886454
Aalst,41002,ja,"Bereik niet-Belgische kiezers, naar nationaliteit",2018,EU,117,2480,0.0471774
Aalst,41002,ja,"Bereik niet-Belgische kiezers, naar nationaliteit",2018,Niet-EU,76,1492,0.0509383
Denderleeuw,41011,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2012,EU,51,349,0.146132
Denderleeuw,41011,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2012,Niet-EU,36,177,0.20339
Denderleeuw,41011,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2018,EU,55,539,0.102041
Denderleeuw,41011,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2018,Niet-EU,37,397,0.093199
Geraardsbergen,41018,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2012,EU,36,431,0.0835267
Geraardsbergen,41018,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2012,Niet-EU,8,231,0.034632
Geraardsbergen,41018,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2018,EU,41,547,0.0749543
Geraardsbergen,41018,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2018,Niet-EU,20,282,0.070922
Haaltert,41024,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2012,EU,15,170,0.0882353
Haaltert,41024,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2012,Niet-EU,4,33,0.121212
Haaltert,41024,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2018,EU,22,268,0.0820896
Haaltert,41024,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2018,Niet-EU,6,92,0.0652174
Herzele,41027,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2012,EU,16,86,0.186047
Herzele,41027,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2012,Niet-EU,7,40,0.175
Herzele,41027,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2018,EU,15,189,0.0793651
Herzele,41027,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2018,Niet-EU,13,67,0.19403
Lede,41034,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2012,EU,19,98,0.193878
Lede,41034,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2012,Niet-EU,8,40,0.2
Lede,41034,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2018,EU,28,217,0.129032
Lede,41034,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2018,Niet-EU,15,89,0.168539
Ninove,41048,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2012,EU,47,519,0.0905588
Ninove,41048,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2012,Niet-EU,58,306,0.189542
Ninove,41048,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2018,EU,94,842,0.111639
Ninove,41048,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2018,Niet-EU,46,467,0.0985011
Sint-Lievens-Houtem,41063,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2012,EU,13,90,0.144444
Sint-Lievens-Houtem,41063,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2012,Niet-EU,1,17,0.0588235
Sint-Lievens-Houtem,41063,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2018,EU,16,144,0.111111
Sint-Lievens-Houtem,41063,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2018,Niet-EU,1,43,0.0232558
Zottegem,41081,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2012,EU,29,242,0.119835
Zottegem,41081,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2012,Niet-EU,17,58,0.293103
Zottegem,41081,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2018,EU,29,460,0.0630435
Zottegem,41081,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2018,Niet-EU,5,141,0.035461
Erpe-Mere,41082,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2012,EU,15,122,0.122951
Erpe-Mere,41082,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2012,Niet-EU,4,66,0.0606061
Erpe-Mere,41082,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2018,EU,19,262,0.0725191
Erpe-Mere,41082,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2018,Niet-EU,7,129,0.0542636
Berlare,42003,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2012,EU,30,130,0.230769
Berlare,42003,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2012,Niet-EU,3,24,0.125
Berlare,42003,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2018,EU,26,176,0.147727
Berlare,42003,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2018,Niet-EU,6,49,0.122449
Buggenhout,42004,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2012,EU,22,109,0.201835
Buggenhout,42004,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2012,Niet-EU,4,34,0.117647
Buggenhout,42004,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2018,EU,20,189,0.10582
Buggenhout,42004,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2018,Niet-EU,10,67,0.149254
Dendermonde,42006,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2012,EU,33,491,0.0672098
Dendermonde,42006,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2012,Niet-EU,8,254,0.0314961
Dendermonde,42006,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2018,EU,71,783,0.0906769
Dendermonde,42006,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2018,Niet-EU,49,399,0.122807
Hamme,42008,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2012,EU,7,292,0.0239726
Hamme,42008,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2012,Niet-EU,21,182,0.115385
Hamme,42008,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2018,EU,49,503,0.0974155
Hamme,42008,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2018,Niet-EU,78,236,0.330508
Laarne,42010,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2012,EU,12,93,0.129032
Laarne,42010,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2012,Niet-EU,3,17,0.176471
Laarne,42010,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2018,EU,9,140,0.0642857
Laarne,42010,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2018,Niet-EU,4,42,0.0952381
Lebbeke,42011,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2012,EU,22,196,0.112245
Lebbeke,42011,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2012,Niet-EU,7,88,0.0795455
Lebbeke,42011,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2018,EU,32,344,0.0930233
Lebbeke,42011,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2018,Niet-EU,17,157,0.10828
Waasmunster,42023,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2012,EU,18,148,0.121622
Waasmunster,42023,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2012,Niet-EU,1,49,0.0204082
Waasmunster,42023,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2018,EU,18,213,0.084507
Waasmunster,42023,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2018,Niet-EU,3,70,0.0428571
Wetteren,42025,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2012,EU,27,309,0.0873786
Wetteren,42025,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2012,Niet-EU,12,172,0.0697674
Wetteren,42025,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2018,EU,37,670,0.0552239
Wetteren,42025,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2018,Niet-EU,12,315,0.0380952
Wichelen,42026,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2012,EU,21,82,0.256098
Wichelen,42026,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2012,Niet-EU,3,37,0.0810811
Wichelen,42026,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2018,EU,18,147,0.122449
Wichelen,42026,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2018,Niet-EU,6,45,0.133333
Zele,42028,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2012,EU,17,392,0.0433673
Zele,42028,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2012,Niet-EU,11,278,0.0395683
Zele,42028,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2018,EU,26,630,0.0412698
Zele,42028,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2018,Niet-EU,28,446,0.0627803
Assenede,43002,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2012,EU,29,290,0.1
Assenede,43002,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2012,Niet-EU,0,26,0.0
Assenede,43002,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2018,EU,40,341,0.117302
Assenede,43002,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2018,Niet-EU,3,42,0.0714286
Eeklo,43005,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2012,EU,16,353,0.0453258
Eeklo,43005,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2012,Niet-EU,6,119,0.0504202
Eeklo,43005,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2018,EU,37,647,0.057187
Eeklo,43005,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2018,Niet-EU,16,181,0.0883978
Kaprijke,43007,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2012,EU,15,96,0.15625
Kaprijke,43007,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2012,Niet-EU,0,2,0.0
Kaprijke,43007,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2018,EU,17,133,0.12782
Kaprijke,43007,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2018,Niet-EU,0,7,0.0
Maldegem,43010,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2012,EU,44,418,0.105263
Maldegem,43010,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2012,Niet-EU,10,74,0.135135
Maldegem,43010,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2018,EU,44,551,0.0798548
Maldegem,43010,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2018,Niet-EU,4,67,0.0597015
Sint-Laureins,43014,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2012,EU,76,194,0.391753
Sint-Laureins,43014,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2012,Niet-EU,1,4,0.25
Sint-Laureins,43014,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2018,EU,62,213,0.29108
Sint-Laureins,43014,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2018,Niet-EU,1,14,0.0714286
Zelzate,43018,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2012,EU,166,509,0.32613
Zelzate,43018,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2012,Niet-EU,37,125,0.296
Zelzate,43018,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2018,EU,161,797,0.202008
Zelzate,43018,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2018,Niet-EU,35,192,0.182292
De Pinte,44012,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2012,EU,26,122,0.213115
De Pinte,44012,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2012,Niet-EU,2,13,0.153846
De Pinte,44012,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2018,EU,40,199,0.201005
De Pinte,44012,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2018,Niet-EU,5,29,0.172414
Destelbergen,44013,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2012,EU,37,277,0.133574
Destelbergen,44013,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2012,Niet-EU,11,77,0.142857
Destelbergen,44013,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2018,EU,48,401,0.119701
Destelbergen,44013,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2018,Niet-EU,12,101,0.118812
Evergem,44019,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2012,EU,42,401,0.104738
Evergem,44019,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2012,Niet-EU,3,70,0.0428571
Evergem,44019,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2018,EU,46,679,0.0677467
Evergem,44019,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2018,Niet-EU,7,151,0.0463576
Gavere,44020,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2012,EU,22,100,0.22
Gavere,44020,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2012,Niet-EU,2,20,0.1
Gavere,44020,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2018,EU,24,151,0.15894
Gavere,44020,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2018,Niet-EU,2,37,0.0540541
Gent,44021,ja,"Bereik niet-Belgische kiezers, naar nationaliteit",2012,EU,1090,12398,0.0879174
Gent,44021,ja,"Bereik niet-Belgische kiezers, naar nationaliteit",2012,Niet-EU,716,5659,0.126524
Gent,44021,ja,"Bereik niet-Belgische kiezers, naar nationaliteit",2018,EU,1244,16124,0.0771521
Gent,44021,ja,"Bereik niet-Belgische kiezers, naar nationaliteit",2018,Niet-EU,845,6766,0.124889
Lochristi,44034,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2012,EU,35,221,0.158371
Lochristi,44034,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2012,Niet-EU,5,48,0.104167
Lochristi,44034,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2018,EU,33,396,0.0833333
Lochristi,44034,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2018,Niet-EU,2,86,0.0232558
Melle,44040,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2012,EU,17,167,0.101796
Melle,44040,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2012,Niet-EU,6,51,0.117647
Melle,44040,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2018,EU,17,213,0.0798122
Melle,44040,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2018,Niet-EU,9,71,0.126761
Merelbeke,44043,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2012,EU,32,386,0.0829016
Merelbeke,44043,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2012,Niet-EU,6,73,0.0821918
Merelbeke,44043,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2018,EU,43,541,0.0794824
Merelbeke,44043,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2018,Niet-EU,23,119,0.193277
Moerbeke,44045,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2012,EU,54,143,0.377622
Moerbeke,44045,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2012,Niet-EU,0,7,0.0
Moerbeke,44045,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2018,EU,52,180,0.288889
Moerbeke,44045,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2018,Niet-EU,2,10,0.2
Nazareth,44048,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2012,EU,27,120,0.225
Nazareth,44048,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2012,Niet-EU,3,26,0.115385
Nazareth,44048,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2018,EU,23,211,0.109005
Nazareth,44048,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2018,Niet-EU,3,43,0.0697674
Oosterzele,44052,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2012,EU,10,88,0.113636
Oosterzele,44052,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2012,Niet-EU,3,19,0.157895
Oosterzele,44052,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2018,EU,5,114,0.0438596
Oosterzele,44052,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2018,Niet-EU,2,25,0.08
Sint-Martens-Latem,44064,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2012,EU,57,185,0.308108
Sint-Martens-Latem,44064,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2012,Niet-EU,5,26,0.192308
Sint-Martens-Latem,44064,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2018,EU,52,195,0.266667
Sint-Martens-Latem,44064,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2018,Niet-EU,1,41,0.0243902
Wachtebeke,44073,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2012,EU,26,172,0.151163
Wachtebeke,44073,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2012,Niet-EU,0,13,0.0
Wachtebeke,44073,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2018,EU,24,198,0.121212
Wachtebeke,44073,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2018,Niet-EU,0,35,0.0
Zulte,44081,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2012,EU,10,185,0.0540541
Zulte,44081,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2012,Niet-EU,7,50,0.14
Zulte,44081,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2018,EU,15,341,0.0439883
Zulte,44081,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2018,Niet-EU,8,62,0.129032
Oudenaarde,45035,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2012,EU,43,373,0.115282
Oudenaarde,45035,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2012,Niet-EU,23,171,0.134503
Oudenaarde,45035,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2018,EU,42,583,0.0720412
Oudenaarde,45035,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2018,Niet-EU,11,250,0.044
Ronse,45041,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2012,EU,50,598,0.083612
Ronse,45041,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2012,Niet-EU,15,346,0.0433526
Ronse,45041,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2018,EU,53,842,0.0629454
Ronse,45041,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2018,Niet-EU,21,475,0.0442105
Brakel,45059,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2012,EU,13,115,0.113043
Brakel,45059,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2012,Niet-EU,1,25,0.04
Brakel,45059,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2018,EU,14,197,0.071066
Brakel,45059,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2018,Niet-EU,1,43,0.0232558
Kluisbergen,45060,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2012,EU,5,45,0.111111
Kluisbergen,45060,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2012,Niet-EU,1,10,0.1
Kluisbergen,45060,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2018,EU,4,55,0.0727273
Kluisbergen,45060,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2018,Niet-EU,0,13,0.0
Wortegem-Petegem,45061,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2012,EU,3,43,0.0697674
Wortegem-Petegem,45061,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2012,Niet-EU,0,2,0.0
Wortegem-Petegem,45061,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2018,EU,3,58,0.0517241
Wortegem-Petegem,45061,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2018,Niet-EU,0,9,0.0
Horebeke,45062,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2012,EU,1,10,0.1
Horebeke,45062,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2012,Niet-EU,0,1,0.0
Horebeke,45062,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2018,EU,2,14,0.142857
Lierde,45063,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2012,EU,6,32,0.1875
Lierde,45063,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2012,Niet-EU,0,12,0.0
Lierde,45063,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2018,EU,7,34,0.205882
Lierde,45063,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2018,Niet-EU,0,11,0.0
Maarkedal,45064,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2012,EU,13,43,0.302326
Maarkedal,45064,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2012,Niet-EU,0,5,0.0
Maarkedal,45064,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2018,EU,12,46,0.26087
Maarkedal,45064,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2018,Niet-EU,1,10,0.1
Zwalm,45065,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2012,EU,26,54,0.481481
Zwalm,45065,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2012,Niet-EU,2,6,0.333333
Zwalm,45065,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2018,EU,26,76,0.342105
Zwalm,45065,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2018,Niet-EU,1,10,0.1
Beveren,46003,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2012,EU,64,709,0.090268
Beveren,46003,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2012,Niet-EU,29,196,0.147959
Beveren,46003,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2018,EU,59,1300,0.0453846
Beveren,46003,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2018,Niet-EU,19,362,0.0524862
Kruibeke,46013,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2012,EU,19,241,0.0788382
Kruibeke,46013,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2012,Niet-EU,1,77,0.012987
