Gemeente,Nis-code,Centrumstad?,Indicator,Jaar,Leeftijd,Aantal meerderjarige nieuwkomers naar leeftijdsgroep,Aantal meerderjarige nieuwkomers,Procent
Alken,73001,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2013,65 jaar en ouder    ,1,26,0.0384615
Alken,73001,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2014,18-34 jaar          ,13,24,0.541667
Alken,73001,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2014,35-49 jaar          ,8,24,0.333333
Alken,73001,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2014,50-64 jaar          ,2,24,0.0833333
Alken,73001,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2014,65 jaar en ouder    ,1,24,0.0416667
Alken,73001,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2015,18-34 jaar          ,18,32,0.5625
Alken,73001,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2015,35-49 jaar          ,14,32,0.4375
Alken,73001,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2015,50-64 jaar          ,0,32,0.0
Alken,73001,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2015,65 jaar en ouder    ,0,32,0.0
Alken,73001,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2016,18-34 jaar          ,18,28,0.642857
Alken,73001,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2016,35-49 jaar          ,8,28,0.285714
Alken,73001,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2016,50-64 jaar          ,2,28,0.0714286
Alken,73001,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2016,65 jaar en ouder    ,0,28,0.0
Alken,73001,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2017,18-34 jaar          ,11,20,0.55
Alken,73001,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2017,35-49 jaar          ,8,20,0.4
Alken,73001,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2017,50-64 jaar          ,0,20,0.0
Alken,73001,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2017,65 jaar en ouder    ,1,20,0.05
Alken,73001,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2018,18-34 jaar          ,13,24,0.541667
Alken,73001,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2018,35-49 jaar          ,6,24,0.25
Alken,73001,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2018,50-64 jaar          ,4,24,0.166667
Alken,73001,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2018,65 jaar en ouder    ,1,24,0.0416667
Alken,73001,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2019,18-34 jaar          ,22,36,0.611111
Alken,73001,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2019,35-49 jaar          ,8,36,0.222222
Alken,73001,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2019,50-64 jaar          ,4,36,0.111111
Alken,73001,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2019,65 jaar en ouder    ,2,36,0.0555556
Alken,73001,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2020,18-34 jaar          ,11,19,0.578947
Alken,73001,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2020,35-49 jaar          ,5,19,0.263158
Alken,73001,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2020,50-64 jaar          ,2,19,0.105263
Alken,73001,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2020,65 jaar en ouder    ,1,19,0.0526316
Alken,73001,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2021,18-34 jaar          ,15,22,0.681818
Alken,73001,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2021,35-49 jaar          ,5,22,0.227273
Alken,73001,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2021,50-64 jaar          ,1,22,0.0454545
Alken,73001,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2021,65 jaar en ouder    ,1,22,0.0454545
Bilzen,73006,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2010,18-65 jaar          ,150,157,0.955414
Bilzen,73006,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2010,65 jaar en ouder    ,7,157,0.044586
Bilzen,73006,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2011,18-65 jaar          ,104,107,0.971963
Bilzen,73006,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2011,65 jaar en ouder    ,3,107,0.0280374
Bilzen,73006,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2012,18-65 jaar          ,87,87,1.0
Bilzen,73006,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2012,65 jaar en ouder    ,0,87,0.0
Bilzen,73006,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2013,18-65 jaar          ,73,75,0.973333
Bilzen,73006,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2013,65 jaar en ouder    ,2,75,0.0266667
Bilzen,73006,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2014,18-34 jaar          ,34,57,0.596491
Bilzen,73006,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2014,35-49 jaar          ,18,57,0.315789
Bilzen,73006,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2014,50-64 jaar          ,5,57,0.0877193
Bilzen,73006,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2014,65 jaar en ouder    ,0,57,0.0
Bilzen,73006,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2015,18-34 jaar          ,69,111,0.621622
Bilzen,73006,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2015,35-49 jaar          ,32,111,0.288288
Bilzen,73006,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2015,50-64 jaar          ,9,111,0.0810811
Bilzen,73006,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2015,65 jaar en ouder    ,1,111,0.00900901
Bilzen,73006,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2016,18-34 jaar          ,70,120,0.583333
Bilzen,73006,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2016,35-49 jaar          ,33,120,0.275
Bilzen,73006,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2016,50-64 jaar          ,16,120,0.133333
Bilzen,73006,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2016,65 jaar en ouder    ,1,120,0.00833333
Bilzen,73006,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2017,18-34 jaar          ,70,119,0.588235
Bilzen,73006,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2017,35-49 jaar          ,32,119,0.268908
Bilzen,73006,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2017,50-64 jaar          ,11,119,0.092437
Bilzen,73006,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2017,65 jaar en ouder    ,6,119,0.0504202
Bilzen,73006,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2018,18-34 jaar          ,56,88,0.636364
Bilzen,73006,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2018,35-49 jaar          ,24,88,0.272727
Bilzen,73006,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2018,50-64 jaar          ,8,88,0.0909091
Bilzen,73006,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2018,65 jaar en ouder    ,0,88,0.0
Bilzen,73006,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2019,18-34 jaar          ,89,133,0.669173
Bilzen,73006,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2019,35-49 jaar          ,30,133,0.225564
Bilzen,73006,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2019,50-64 jaar          ,11,133,0.0827068
Bilzen,73006,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2019,65 jaar en ouder    ,3,133,0.0225564
Bilzen,73006,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2020,18-34 jaar          ,67,107,0.626168
Bilzen,73006,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2020,35-49 jaar          ,28,107,0.261682
Bilzen,73006,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2020,50-64 jaar          ,9,107,0.0841121
Bilzen,73006,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2020,65 jaar en ouder    ,3,107,0.0280374
Bilzen,73006,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2021,18-34 jaar          ,72,120,0.6
Bilzen,73006,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2021,35-49 jaar          ,31,120,0.258333
Bilzen,73006,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2021,50-64 jaar          ,15,120,0.125
Bilzen,73006,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2021,65 jaar en ouder    ,2,120,0.0166667
Borgloon,73009,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2010,18-65 jaar          ,72,72,1.0
Borgloon,73009,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2010,65 jaar en ouder    ,0,72,0.0
Borgloon,73009,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2011,18-65 jaar          ,57,57,1.0
Borgloon,73009,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2011,65 jaar en ouder    ,0,57,0.0
Borgloon,73009,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2012,18-65 jaar          ,104,105,0.990476
Borgloon,73009,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2012,65 jaar en ouder    ,1,105,0.00952381
Borgloon,73009,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2013,18-65 jaar          ,34,34,1.0
Borgloon,73009,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2013,65 jaar en ouder    ,0,34,0.0
Borgloon,73009,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2014,18-34 jaar          ,30,46,0.652174
Borgloon,73009,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2014,35-49 jaar          ,16,46,0.347826
Borgloon,73009,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2014,50-64 jaar          ,0,46,0.0
Borgloon,73009,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2014,65 jaar en ouder    ,0,46,0.0
Borgloon,73009,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2015,18-34 jaar          ,18,37,0.486486
Borgloon,73009,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2015,35-49 jaar          ,18,37,0.486486
Borgloon,73009,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2015,50-64 jaar          ,0,37,0.0
Borgloon,73009,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2015,65 jaar en ouder    ,1,37,0.027027
Borgloon,73009,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2016,18-34 jaar          ,27,38,0.710526
Borgloon,73009,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2016,35-49 jaar          ,9,38,0.236842
Borgloon,73009,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2016,50-64 jaar          ,2,38,0.0526316
Borgloon,73009,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2016,65 jaar en ouder    ,0,38,0.0
Borgloon,73009,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2017,18-34 jaar          ,31,47,0.659574
Borgloon,73009,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2017,35-49 jaar          ,12,47,0.255319
Borgloon,73009,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2017,50-64 jaar          ,3,47,0.0638298
Borgloon,73009,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2017,65 jaar en ouder    ,1,47,0.0212766
Borgloon,73009,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2018,18-34 jaar          ,31,56,0.553571
Borgloon,73009,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2018,35-49 jaar          ,19,56,0.339286
Borgloon,73009,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2018,50-64 jaar          ,3,56,0.0535714
Borgloon,73009,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2018,65 jaar en ouder    ,3,56,0.0535714
Borgloon,73009,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2019,18-34 jaar          ,28,56,0.5
Borgloon,73009,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2019,35-49 jaar          ,22,56,0.392857
Borgloon,73009,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2019,50-64 jaar          ,5,56,0.0892857
Borgloon,73009,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2019,65 jaar en ouder    ,1,56,0.0178571
Borgloon,73009,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2020,18-34 jaar          ,14,35,0.4
Borgloon,73009,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2020,35-49 jaar          ,18,35,0.514286
Borgloon,73009,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2020,50-64 jaar          ,2,35,0.0571429
Borgloon,73009,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2020,65 jaar en ouder    ,1,35,0.0285714
Borgloon,73009,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2021,18-34 jaar          ,18,40,0.45
Borgloon,73009,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2021,35-49 jaar          ,20,40,0.5
Borgloon,73009,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2021,50-64 jaar          ,2,40,0.05
Borgloon,73009,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2021,65 jaar en ouder    ,0,40,0.0
Heers,73022,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2010,18-65 jaar          ,25,26,0.961538
Heers,73022,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2010,65 jaar en ouder    ,1,26,0.0384615
Heers,73022,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2011,18-65 jaar          ,24,24,1.0
Heers,73022,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2011,65 jaar en ouder    ,0,24,0.0
Heers,73022,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2012,18-65 jaar          ,17,18,0.944444
Heers,73022,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2012,65 jaar en ouder    ,1,18,0.0555556
Heers,73022,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2013,18-65 jaar          ,20,20,1.0
Heers,73022,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2013,65 jaar en ouder    ,0,20,0.0
Heers,73022,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2014,18-34 jaar          ,13,27,0.481481
Heers,73022,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2014,35-49 jaar          ,9,27,0.333333
Heers,73022,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2014,50-64 jaar          ,5,27,0.185185
Heers,73022,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2014,65 jaar en ouder    ,0,27,0.0
Heers,73022,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2015,18-34 jaar          ,18,27,0.666667
Heers,73022,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2015,35-49 jaar          ,5,27,0.185185
Heers,73022,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2015,50-64 jaar          ,3,27,0.111111
Heers,73022,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2015,65 jaar en ouder    ,1,27,0.037037
Heers,73022,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2016,18-34 jaar          ,18,27,0.666667
Heers,73022,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2016,35-49 jaar          ,8,27,0.296296
Heers,73022,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2016,50-64 jaar          ,1,27,0.037037
Heers,73022,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2016,65 jaar en ouder    ,0,27,0.0
Heers,73022,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2017,18-34 jaar          ,18,24,0.75
Heers,73022,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2017,35-49 jaar          ,6,24,0.25
Heers,73022,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2017,50-64 jaar          ,0,24,0.0
Heers,73022,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2017,65 jaar en ouder    ,0,24,0.0
Heers,73022,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2018,18-34 jaar          ,15,27,0.555556
Heers,73022,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2018,35-49 jaar          ,11,27,0.407407
Heers,73022,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2018,50-64 jaar          ,1,27,0.037037
Heers,73022,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2018,65 jaar en ouder    ,0,27,0.0
Heers,73022,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2019,18-34 jaar          ,15,30,0.5
Heers,73022,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2019,35-49 jaar          ,11,30,0.366667
Heers,73022,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2019,50-64 jaar          ,4,30,0.133333
Heers,73022,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2019,65 jaar en ouder    ,0,30,0.0
Heers,73022,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2020,18-34 jaar          ,17,25,0.68
Heers,73022,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2020,35-49 jaar          ,6,25,0.24
Heers,73022,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2020,50-64 jaar          ,2,25,0.08
Heers,73022,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2020,65 jaar en ouder    ,0,25,0.0
Heers,73022,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2021,18-34 jaar          ,13,26,0.5
Heers,73022,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2021,35-49 jaar          ,9,26,0.346154
Heers,73022,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2021,50-64 jaar          ,3,26,0.115385
Heers,73022,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2021,65 jaar en ouder    ,1,26,0.0384615
Hoeselt,73032,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2010,18-65 jaar          ,18,19,0.947368
Hoeselt,73032,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2010,65 jaar en ouder    ,1,19,0.0526316
Hoeselt,73032,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2011,18-65 jaar          ,13,14,0.928571
Hoeselt,73032,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2011,65 jaar en ouder    ,1,14,0.0714286
Hoeselt,73032,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2012,18-65 jaar          ,18,19,0.947368
Hoeselt,73032,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2012,65 jaar en ouder    ,1,19,0.0526316
Hoeselt,73032,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2013,18-65 jaar          ,9,10,0.9
Hoeselt,73032,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2013,65 jaar en ouder    ,1,10,0.1
Hoeselt,73032,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2014,18-34 jaar          ,16,20,0.8
Hoeselt,73032,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2014,35-49 jaar          ,4,20,0.2
Hoeselt,73032,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2014,50-64 jaar          ,0,20,0.0
Hoeselt,73032,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2014,65 jaar en ouder    ,0,20,0.0
Hoeselt,73032,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2015,18-34 jaar          ,10,14,0.714286
Hoeselt,73032,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2015,35-49 jaar          ,3,14,0.214286
Hoeselt,73032,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2015,50-64 jaar          ,1,14,0.0714286
Hoeselt,73032,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2015,65 jaar en ouder    ,0,14,0.0
Hoeselt,73032,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2016,18-34 jaar          ,17,21,0.809524
Hoeselt,73032,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2016,35-49 jaar          ,4,21,0.190476
Hoeselt,73032,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2016,50-64 jaar          ,0,21,0.0
Hoeselt,73032,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2016,65 jaar en ouder    ,0,21,0.0
Hoeselt,73032,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2017,18-34 jaar          ,11,22,0.5
Hoeselt,73032,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2017,35-49 jaar          ,5,22,0.227273
Hoeselt,73032,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2017,50-64 jaar          ,6,22,0.272727
Hoeselt,73032,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2017,65 jaar en ouder    ,0,22,0.0
Hoeselt,73032,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2018,18-34 jaar          ,10,25,0.4
Hoeselt,73032,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2018,35-49 jaar          ,7,25,0.28
Hoeselt,73032,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2018,50-64 jaar          ,8,25,0.32
Hoeselt,73032,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2018,65 jaar en ouder    ,0,25,0.0
Hoeselt,73032,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2019,18-34 jaar          ,11,24,0.458333
Hoeselt,73032,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2019,35-49 jaar          ,5,24,0.208333
Hoeselt,73032,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2019,50-64 jaar          ,5,24,0.208333
Hoeselt,73032,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2019,65 jaar en ouder    ,3,24,0.125
Hoeselt,73032,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2020,18-34 jaar          ,7,20,0.35
Hoeselt,73032,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2020,35-49 jaar          ,11,20,0.55
Hoeselt,73032,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2020,50-64 jaar          ,2,20,0.1
Hoeselt,73032,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2020,65 jaar en ouder    ,0,20,0.0
Hoeselt,73032,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2021,18-34 jaar          ,9,21,0.428571
Hoeselt,73032,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2021,35-49 jaar          ,8,21,0.380952
Hoeselt,73032,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2021,50-64 jaar          ,3,21,0.142857
Hoeselt,73032,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2021,65 jaar en ouder    ,1,21,0.047619
Kortessem,73040,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2010,18-65 jaar          ,21,22,0.954545
Kortessem,73040,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2010,65 jaar en ouder    ,1,22,0.0454545
Kortessem,73040,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2011,18-65 jaar          ,24,24,1.0
Kortessem,73040,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2011,65 jaar en ouder    ,0,24,0.0
Kortessem,73040,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2012,18-65 jaar          ,14,14,1.0
Kortessem,73040,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2012,65 jaar en ouder    ,0,14,0.0
Kortessem,73040,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2013,18-65 jaar          ,25,25,1.0
Kortessem,73040,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2013,65 jaar en ouder    ,0,25,0.0
Kortessem,73040,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2014,18-34 jaar          ,15,24,0.625
Kortessem,73040,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2014,35-49 jaar          ,8,24,0.333333
Kortessem,73040,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2014,50-64 jaar          ,0,24,0.0
Kortessem,73040,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2014,65 jaar en ouder    ,1,24,0.0416667
Kortessem,73040,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2015,18-34 jaar          ,12,19,0.631579
Kortessem,73040,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2015,35-49 jaar          ,4,19,0.210526
Kortessem,73040,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2015,50-64 jaar          ,2,19,0.105263
Kortessem,73040,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2015,65 jaar en ouder    ,1,19,0.0526316
Kortessem,73040,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2016,18-34 jaar          ,13,17,0.764706
Kortessem,73040,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2016,35-49 jaar          ,4,17,0.235294
Kortessem,73040,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2016,50-64 jaar          ,0,17,0.0
Kortessem,73040,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2016,65 jaar en ouder    ,0,17,0.0
Kortessem,73040,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2017,18-34 jaar          ,18,20,0.9
Kortessem,73040,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2017,35-49 jaar          ,2,20,0.1
Kortessem,73040,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2017,50-64 jaar          ,0,20,0.0
Kortessem,73040,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2017,65 jaar en ouder    ,0,20,0.0
Kortessem,73040,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2018,18-34 jaar          ,11,21,0.52381
Kortessem,73040,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2018,35-49 jaar          ,6,21,0.285714
Kortessem,73040,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2018,50-64 jaar          ,4,21,0.190476
Kortessem,73040,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2018,65 jaar en ouder    ,0,21,0.0
Kortessem,73040,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2019,18-34 jaar          ,5,11,0.454545
Kortessem,73040,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2019,35-49 jaar          ,5,11,0.454545
Kortessem,73040,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2019,50-64 jaar          ,1,11,0.0909091
Kortessem,73040,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2019,65 jaar en ouder    ,0,11,0.0
Kortessem,73040,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2020,18-34 jaar          ,4,10,0.4
Kortessem,73040,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2020,35-49 jaar          ,5,10,0.5
Kortessem,73040,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2020,50-64 jaar          ,1,10,0.1
Kortessem,73040,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2020,65 jaar en ouder    ,0,10,0.0
Kortessem,73040,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2021,18-34 jaar          ,11,18,0.611111
Kortessem,73040,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2021,35-49 jaar          ,4,18,0.222222
Kortessem,73040,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2021,50-64 jaar          ,2,18,0.111111
Kortessem,73040,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2021,65 jaar en ouder    ,1,18,0.0555556
Lanaken,73042,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2010,18-65 jaar          ,447,453,0.986755
Lanaken,73042,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2010,65 jaar en ouder    ,6,453,0.013245
