Gemeente,Nis-code,Centrumstad?,Indicator,Jaar,Migratiesaldo,Aantal inwoners,Verhouding per 1000 inwoners
Gent,44021,Ja,Migratiesaldo van vreemdelingen,2016,2734,257029,10.6369320193441
Gent,44021,Ja,Migratiesaldo van vreemdelingen,2017,2742,259083,10.5834809694191
Gent,44021,Ja,Migratiesaldo van vreemdelingen,2018,3218,260341,12.3607115283417
Gent,44021,Ja,Migratiesaldo van vreemdelingen,2019,3506,262219,13.3705032816081
Gent,44021,Ja,Migratiesaldo van vreemdelingen,2020,2138,263927,8.10072482163629
Gent,44021,Ja,Migratiesaldo van vreemdelingen,2021,3337,263703,12.6543877013155
Lochristi,44034,Nee,Migratiesaldo van vreemdelingen,2000,3,18907,0.158671391548104
Lochristi,44034,Nee,Migratiesaldo van vreemdelingen,2001,21,19098,1.09959158027019
Lochristi,44034,Nee,Migratiesaldo van vreemdelingen,2002,6,19280,0.311203319502075
Lochristi,44034,Nee,Migratiesaldo van vreemdelingen,2003,25,19422,1.28720008238081
Lochristi,44034,Nee,Migratiesaldo van vreemdelingen,2004,10,19644,0.509061290979434
Lochristi,44034,Nee,Migratiesaldo van vreemdelingen,2005,-3,19924,-0.150572174262196
Lochristi,44034,Nee,Migratiesaldo van vreemdelingen,2006,14,20111,0.696136442742778
Lochristi,44034,Nee,Migratiesaldo van vreemdelingen,2007,30,20395,1.47094876195146
Lochristi,44034,Nee,Migratiesaldo van vreemdelingen,2008,31,20742,1.49455211647864
Lochristi,44034,Nee,Migratiesaldo van vreemdelingen,2009,41,21216,1.93250377073906
Lochristi,44034,Nee,Migratiesaldo van vreemdelingen,2010,41,21386,1.91714205555036
Lochristi,44034,Nee,Migratiesaldo van vreemdelingen,2011,9,21609,0.41649312786339
Lochristi,44034,Nee,Migratiesaldo van vreemdelingen,2012,40,21779,1.8366316176133
Lochristi,44034,Nee,Migratiesaldo van vreemdelingen,2013,54,21901,2.46564083831788
Lochristi,44034,Nee,Migratiesaldo van vreemdelingen,2014,55,21909,2.51038386051394
Lochristi,44034,Nee,Migratiesaldo van vreemdelingen,2015,35,22073,1.58564762379378
Lochristi,44034,Nee,Migratiesaldo van vreemdelingen,2016,46,22117,2.07984808066193
Lochristi,44034,Nee,Migratiesaldo van vreemdelingen,2017,84,22220,3.78037803780378
Lochristi,44034,Nee,Migratiesaldo van vreemdelingen,2018,118,22300,5.2914798206278
Lochristi,44034,Nee,Migratiesaldo van vreemdelingen,2019,119,22489,5.29147583262929
Lochristi,44034,Nee,Migratiesaldo van vreemdelingen,2020,62,22610,2.7421494913755
Lochristi,44034,Nee,Migratiesaldo van vreemdelingen,2021,173,22621,7.64776093010919
Melle,44040,Nee,Migratiesaldo van vreemdelingen,2000,13,10349,1.25616001546043
Melle,44040,Nee,Migratiesaldo van vreemdelingen,2001,6,10410,0.576368876080692
Melle,44040,Nee,Migratiesaldo van vreemdelingen,2002,15,10509,1.42734798743934
Melle,44040,Nee,Migratiesaldo van vreemdelingen,2003,4,10570,0.378429517502365
Melle,44040,Nee,Migratiesaldo van vreemdelingen,2004,-4,10569,-0.37846532311477
Melle,44040,Nee,Migratiesaldo van vreemdelingen,2005,7,10555,0.663192799621033
Melle,44040,Nee,Migratiesaldo van vreemdelingen,2006,14,10585,1.32262635805385
Melle,44040,Nee,Migratiesaldo van vreemdelingen,2007,3,10660,0.281425891181989
Melle,44040,Nee,Migratiesaldo van vreemdelingen,2008,45,10707,4.20285794340151
Melle,44040,Nee,Migratiesaldo van vreemdelingen,2009,48,10722,4.47677672076105
Melle,44040,Nee,Migratiesaldo van vreemdelingen,2010,64,10774,5.94022647113421
Melle,44040,Nee,Migratiesaldo van vreemdelingen,2011,53,10873,4.87445967074405
Melle,44040,Nee,Migratiesaldo van vreemdelingen,2012,26,11016,2.3602033405955
Melle,44040,Nee,Migratiesaldo van vreemdelingen,2013,43,11025,3.90022675736961
Melle,44040,Nee,Migratiesaldo van vreemdelingen,2014,19,11142,1.70525937892658
Melle,44040,Nee,Migratiesaldo van vreemdelingen,2015,30,11135,2.69420745397396
Melle,44040,Nee,Migratiesaldo van vreemdelingen,2016,63,11189,5.63052998480651
Melle,44040,Nee,Migratiesaldo van vreemdelingen,2017,51,11321,4.50490239378147
Melle,44040,Nee,Migratiesaldo van vreemdelingen,2018,12,11574,1.03680663556247
Melle,44040,Nee,Migratiesaldo van vreemdelingen,2019,36,11736,3.06748466257669
Melle,44040,Nee,Migratiesaldo van vreemdelingen,2020,39,11811,3.30200660401321
Melle,44040,Nee,Migratiesaldo van vreemdelingen,2021,72,11782,6.11101680529621
Merelbeke,44043,Nee,Migratiesaldo van vreemdelingen,2000,32,21786,1.46883319563022
Merelbeke,44043,Nee,Migratiesaldo van vreemdelingen,2001,15,21954,0.683246788740093
Merelbeke,44043,Nee,Migratiesaldo van vreemdelingen,2002,19,21976,0.864579541317801
Merelbeke,44043,Nee,Migratiesaldo van vreemdelingen,2003,19,22003,0.863518611098487
Merelbeke,44043,Nee,Migratiesaldo van vreemdelingen,2004,64,22031,2.90499750351777
Merelbeke,44043,Nee,Migratiesaldo van vreemdelingen,2005,34,22193,1.53201459919795
Merelbeke,44043,Nee,Migratiesaldo van vreemdelingen,2006,26,22353,1.16315483380307
Merelbeke,44043,Nee,Migratiesaldo van vreemdelingen,2007,72,22423,3.21098871694243
Merelbeke,44043,Nee,Migratiesaldo van vreemdelingen,2008,28,22711,1.23288274404474
Merelbeke,44043,Nee,Migratiesaldo van vreemdelingen,2009,47,22913,2.05123728887531
Merelbeke,44043,Nee,Migratiesaldo van vreemdelingen,2010,84,23117,3.63368949258122
Merelbeke,44043,Nee,Migratiesaldo van vreemdelingen,2011,79,23391,3.37736736351588
Merelbeke,44043,Nee,Migratiesaldo van vreemdelingen,2012,79,23505,3.36098702403744
Merelbeke,44043,Nee,Migratiesaldo van vreemdelingen,2013,42,23638,1.77680006768762
Merelbeke,44043,Nee,Migratiesaldo van vreemdelingen,2014,73,23780,3.06980656013457
Merelbeke,44043,Nee,Migratiesaldo van vreemdelingen,2015,57,24047,2.37035804882106
Merelbeke,44043,Nee,Migratiesaldo van vreemdelingen,2016,108,24279,4.4482886445076
Merelbeke,44043,Nee,Migratiesaldo van vreemdelingen,2017,56,24543,2.28170965244673
Merelbeke,44043,Nee,Migratiesaldo van vreemdelingen,2018,62,24634,2.51684663473248
Merelbeke,44043,Nee,Migratiesaldo van vreemdelingen,2019,95,24660,3.85239253852393
Merelbeke,44043,Nee,Migratiesaldo van vreemdelingen,2020,90,24756,3.63548230731944
Merelbeke,44043,Nee,Migratiesaldo van vreemdelingen,2021,116,24779,4.68138342951693
Moerbeke,44045,Nee,Migratiesaldo van vreemdelingen,2000,8,5753,1.39057882843734
Moerbeke,44045,Nee,Migratiesaldo van vreemdelingen,2001,-2,5745,-0.348128807658834
Moerbeke,44045,Nee,Migratiesaldo van vreemdelingen,2002,7,5762,1.21485595279417
Moerbeke,44045,Nee,Migratiesaldo van vreemdelingen,2003,3,5794,0.517777010700725
Moerbeke,44045,Nee,Migratiesaldo van vreemdelingen,2004,7,5781,1.21086317246151
Moerbeke,44045,Nee,Migratiesaldo van vreemdelingen,2005,6,5813,1.03216927576122
Moerbeke,44045,Nee,Migratiesaldo van vreemdelingen,2006,-5,5844,-0.855578370978782
Moerbeke,44045,Nee,Migratiesaldo van vreemdelingen,2007,4,5904,0.677506775067751
Moerbeke,44045,Nee,Migratiesaldo van vreemdelingen,2008,-6,5943,-1.00959111559818
Moerbeke,44045,Nee,Migratiesaldo van vreemdelingen,2009,-1,6004,-0.16655562958028
Moerbeke,44045,Nee,Migratiesaldo van vreemdelingen,2010,16,6012,2.66134397870925
Moerbeke,44045,Nee,Migratiesaldo van vreemdelingen,2011,18,6037,2.98161338413119
Moerbeke,44045,Nee,Migratiesaldo van vreemdelingen,2012,6,6162,0.973709834469328
Moerbeke,44045,Nee,Migratiesaldo van vreemdelingen,2013,15,6248,2.40076824583867
Moerbeke,44045,Nee,Migratiesaldo van vreemdelingen,2014,0,6248,0.0
Moerbeke,44045,Nee,Migratiesaldo van vreemdelingen,2015,8,6278,1.27429117553361
Moerbeke,44045,Nee,Migratiesaldo van vreemdelingen,2016,8,6328,1.26422250316056
Moerbeke,44045,Nee,Migratiesaldo van vreemdelingen,2017,1,6359,0.157257430413587
Moerbeke,44045,Nee,Migratiesaldo van vreemdelingen,2018,34,6455,5.26723470178156
Moerbeke,44045,Nee,Migratiesaldo van vreemdelingen,2019,18,6481,2.77734917451011
Moerbeke,44045,Nee,Migratiesaldo van vreemdelingen,2020,30,6570,4.5662100456621
Moerbeke,44045,Nee,Migratiesaldo van vreemdelingen,2021,39,6619,5.89212872035051
Nazareth,44048,Nee,Migratiesaldo van vreemdelingen,2000,4,10876,0.367782272894446
Nazareth,44048,Nee,Migratiesaldo van vreemdelingen,2001,-8,10909,-0.733339444495371
Nazareth,44048,Nee,Migratiesaldo van vreemdelingen,2002,19,10918,1.7402454662026
Nazareth,44048,Nee,Migratiesaldo van vreemdelingen,2003,3,10910,0.274977085242896
Nazareth,44048,Nee,Migratiesaldo van vreemdelingen,2004,2,10910,0.183318056828598
Nazareth,44048,Nee,Migratiesaldo van vreemdelingen,2005,5,10915,0.458085203847916
Nazareth,44048,Nee,Migratiesaldo van vreemdelingen,2006,3,10947,0.274047684297068
Nazareth,44048,Nee,Migratiesaldo van vreemdelingen,2007,19,10962,1.73326035395001
Nazareth,44048,Nee,Migratiesaldo van vreemdelingen,2008,27,11077,2.43748307303422
Nazareth,44048,Nee,Migratiesaldo van vreemdelingen,2009,3,11130,0.269541778975741
Nazareth,44048,Nee,Migratiesaldo van vreemdelingen,2010,14,11204,1.24955373081042
Nazareth,44048,Nee,Migratiesaldo van vreemdelingen,2011,7,11252,0.622111624600071
Nazareth,44048,Nee,Migratiesaldo van vreemdelingen,2012,35,11351,3.08342877279535
Nazareth,44048,Nee,Migratiesaldo van vreemdelingen,2013,3,11383,0.263550909250637
Nazareth,44048,Nee,Migratiesaldo van vreemdelingen,2014,38,11447,3.31964706910107
Nazareth,44048,Nee,Migratiesaldo van vreemdelingen,2015,16,11538,1.38672213555209
Nazareth,44048,Nee,Migratiesaldo van vreemdelingen,2016,48,11570,4.14866032843561
Nazareth,44048,Nee,Migratiesaldo van vreemdelingen,2017,87,11488,7.57311977715877
Nazareth,44048,Nee,Migratiesaldo van vreemdelingen,2018,21,11574,1.81441161223432
Nazareth,44048,Nee,Migratiesaldo van vreemdelingen,2019,13,11619,1.11885704449608
Nazareth,44048,Nee,Migratiesaldo van vreemdelingen,2020,63,11702,5.38369509485558
Nazareth,44048,Nee,Migratiesaldo van vreemdelingen,2021,49,11844,4.1371158392435
Oosterzele,44052,Nee,Migratiesaldo van vreemdelingen,2000,1,13204,0.0757346258709482
Oosterzele,44052,Nee,Migratiesaldo van vreemdelingen,2001,13,13231,0.982541002191822
Oosterzele,44052,Nee,Migratiesaldo van vreemdelingen,2002,3,13287,0.225784601490178
Oosterzele,44052,Nee,Migratiesaldo van vreemdelingen,2003,0,13243,0.0
Oosterzele,44052,Nee,Migratiesaldo van vreemdelingen,2004,4,13155,0.304066894716838
Oosterzele,44052,Nee,Migratiesaldo van vreemdelingen,2005,9,13237,0.679912366850495
Oosterzele,44052,Nee,Migratiesaldo van vreemdelingen,2006,14,13172,1.06286061342241
Oosterzele,44052,Nee,Migratiesaldo van vreemdelingen,2007,6,13194,0.45475216007276
Oosterzele,44052,Nee,Migratiesaldo van vreemdelingen,2008,10,13236,0.75551526140828
Oosterzele,44052,Nee,Migratiesaldo van vreemdelingen,2009,24,13269,1.80872710829754
Oosterzele,44052,Nee,Migratiesaldo van vreemdelingen,2010,4,13334,0.299985000749962
Oosterzele,44052,Nee,Migratiesaldo van vreemdelingen,2011,16,13353,1.19823260690482
Oosterzele,44052,Nee,Migratiesaldo van vreemdelingen,2012,32,13420,2.38450074515648
Oosterzele,44052,Nee,Migratiesaldo van vreemdelingen,2013,15,13458,1.11457868925546
Oosterzele,44052,Nee,Migratiesaldo van vreemdelingen,2014,9,13489,0.667210319519609
Oosterzele,44052,Nee,Migratiesaldo van vreemdelingen,2015,3,13531,0.221713103244402
Oosterzele,44052,Nee,Migratiesaldo van vreemdelingen,2016,17,13545,1.25507567368032
Oosterzele,44052,Nee,Migratiesaldo van vreemdelingen,2017,-24,13504,-1.77725118483412
Oosterzele,44052,Nee,Migratiesaldo van vreemdelingen,2018,25,13546,1.84556326590876
Oosterzele,44052,Nee,Migratiesaldo van vreemdelingen,2019,28,13590,2.06033848417954
Oosterzele,44052,Nee,Migratiesaldo van vreemdelingen,2020,18,13689,1.31492439184747
Oosterzele,44052,Nee,Migratiesaldo van vreemdelingen,2021,31,13740,2.25618631732169
Sint-Martens-Latem,44064,Nee,Migratiesaldo van vreemdelingen,2000,-1,8314,-0.120279047389945
Sint-Martens-Latem,44064,Nee,Migratiesaldo van vreemdelingen,2001,2,8372,0.238891543239369
Sint-Martens-Latem,44064,Nee,Migratiesaldo van vreemdelingen,2002,6,8372,0.716674629718108
Sint-Martens-Latem,44064,Nee,Migratiesaldo van vreemdelingen,2003,3,8350,0.359281437125749
Sint-Martens-Latem,44064,Nee,Migratiesaldo van vreemdelingen,2004,14,8332,1.68026884301488
Sint-Martens-Latem,44064,Nee,Migratiesaldo van vreemdelingen,2005,17,8276,2.05413243112615
Sint-Martens-Latem,44064,Nee,Migratiesaldo van vreemdelingen,2006,17,8280,2.05314009661836
Sint-Martens-Latem,44064,Nee,Migratiesaldo van vreemdelingen,2007,20,8256,2.42248062015504
Sint-Martens-Latem,44064,Nee,Migratiesaldo van vreemdelingen,2008,16,8251,1.93915888983154
Sint-Martens-Latem,44064,Nee,Migratiesaldo van vreemdelingen,2009,22,8228,2.67379679144385
Sint-Martens-Latem,44064,Nee,Migratiesaldo van vreemdelingen,2010,22,8326,2.64232524621667
Sint-Martens-Latem,44064,Nee,Migratiesaldo van vreemdelingen,2011,11,8378,1.31296252088804
Sint-Martens-Latem,44064,Nee,Migratiesaldo van vreemdelingen,2012,19,8378,2.26784435426116
Sint-Martens-Latem,44064,Nee,Migratiesaldo van vreemdelingen,2013,11,8417,1.3068789354877
Sint-Martens-Latem,44064,Nee,Migratiesaldo van vreemdelingen,2014,15,8439,1.77746178457163
Sint-Martens-Latem,44064,Nee,Migratiesaldo van vreemdelingen,2015,-2,8494,-0.235460324935248
Sint-Martens-Latem,44064,Nee,Migratiesaldo van vreemdelingen,2016,13,8517,1.52635904661266
Sint-Martens-Latem,44064,Nee,Migratiesaldo van vreemdelingen,2017,-3,8501,-0.352899658863663
Sint-Martens-Latem,44064,Nee,Migratiesaldo van vreemdelingen,2018,-21,8468,-2.47992442135097
Sint-Martens-Latem,44064,Nee,Migratiesaldo van vreemdelingen,2019,5,8392,0.59580552907531
Sint-Martens-Latem,44064,Nee,Migratiesaldo van vreemdelingen,2020,9,8365,1.07591153616258
Sint-Martens-Latem,44064,Nee,Migratiesaldo van vreemdelingen,2021,31,8285,3.74170187085094
Wachtebeke,44073,Nee,Migratiesaldo van vreemdelingen,2000,7,6809,1.02805110882655
Wachtebeke,44073,Nee,Migratiesaldo van vreemdelingen,2001,0,6785,0.0
Wachtebeke,44073,Nee,Migratiesaldo van vreemdelingen,2002,26,6836,3.80339379754242
Wachtebeke,44073,Nee,Migratiesaldo van vreemdelingen,2003,4,6862,0.582920431361119
Wachtebeke,44073,Nee,Migratiesaldo van vreemdelingen,2004,-4,6815,-0.586940572267058
Wachtebeke,44073,Nee,Migratiesaldo van vreemdelingen,2005,4,6852,0.583771161704612
Wachtebeke,44073,Nee,Migratiesaldo van vreemdelingen,2006,9,6881,1.30794942595553
Wachtebeke,44073,Nee,Migratiesaldo van vreemdelingen,2007,18,6875,2.61818181818182
Wachtebeke,44073,Nee,Migratiesaldo van vreemdelingen,2008,17,7031,2.41786374626653
Wachtebeke,44073,Nee,Migratiesaldo van vreemdelingen,2009,28,7026,3.98519783660689
Wachtebeke,44073,Nee,Migratiesaldo van vreemdelingen,2010,45,7068,6.36672325976231
Wachtebeke,44073,Nee,Migratiesaldo van vreemdelingen,2011,45,7212,6.2396006655574
Wachtebeke,44073,Nee,Migratiesaldo van vreemdelingen,2012,27,7282,3.70777258994782
Wachtebeke,44073,Nee,Migratiesaldo van vreemdelingen,2013,-4,7295,-0.548320767649075
Wachtebeke,44073,Nee,Migratiesaldo van vreemdelingen,2014,12,7340,1.63487738419619
Wachtebeke,44073,Nee,Migratiesaldo van vreemdelingen,2015,39,7450,5.23489932885906
Wachtebeke,44073,Nee,Migratiesaldo van vreemdelingen,2016,18,7588,2.37216657880865
Wachtebeke,44073,Nee,Migratiesaldo van vreemdelingen,2017,26,7593,3.42420650599236
Wachtebeke,44073,Nee,Migratiesaldo van vreemdelingen,2018,23,7683,2.99362228296238
Wachtebeke,44073,Nee,Migratiesaldo van vreemdelingen,2019,24,7771,3.08840561060353
Wachtebeke,44073,Nee,Migratiesaldo van vreemdelingen,2020,22,7809,2.81726213343578
Wachtebeke,44073,Nee,Migratiesaldo van vreemdelingen,2021,9,7769,1.15845025099755
Zulte,44081,Nee,Migratiesaldo van vreemdelingen,2000,-10,14528,-0.6883259911894271
Zulte,44081,Nee,Migratiesaldo van vreemdelingen,2001,19,14547,1.30611122568227
Zulte,44081,Nee,Migratiesaldo van vreemdelingen,2002,1,14584,0.0685682940208448
Zulte,44081,Nee,Migratiesaldo van vreemdelingen,2003,-2,14615,-0.13684570646596
Zulte,44081,Nee,Migratiesaldo van vreemdelingen,2004,-2,14548,-0.137475941710201
Zulte,44081,Nee,Migratiesaldo van vreemdelingen,2005,24,14537,1.65095962027929
Zulte,44081,Nee,Migratiesaldo van vreemdelingen,2006,26,14611,1.77948121278489
Zulte,44081,Nee,Migratiesaldo van vreemdelingen,2007,23,14629,1.57221956387996
Zulte,44081,Nee,Migratiesaldo van vreemdelingen,2008,16,14714,1.08739975533506
Zulte,44081,Nee,Migratiesaldo van vreemdelingen,2009,36,14808,2.43111831442464
Zulte,44081,Nee,Migratiesaldo van vreemdelingen,2010,28,14958,1.87190800909212
Zulte,44081,Nee,Migratiesaldo van vreemdelingen,2011,60,15112,3.97035468501853
Zulte,44081,Nee,Migratiesaldo van vreemdelingen,2012,16,15288,1.0465724751439
Zulte,44081,Nee,Migratiesaldo van vreemdelingen,2013,61,15364,3.970320229107
Zulte,44081,Nee,Migratiesaldo van vreemdelingen,2014,9,15570,0.578034682080925
Zulte,44081,Nee,Migratiesaldo van vreemdelingen,2015,45,15498,2.90360046457607
Zulte,44081,Nee,Migratiesaldo van vreemdelingen,2016,56,15589,3.59227660529861
Zulte,44081,Nee,Migratiesaldo van vreemdelingen,2017,53,15708,3.37407690348867
Zulte,44081,Nee,Migratiesaldo van vreemdelingen,2018,7,15720,0.44529262086514
Zulte,44081,Nee,Migratiesaldo van vreemdelingen,2019,128,15720,8.14249363867684
Zulte,44081,Nee,Migratiesaldo van vreemdelingen,2020,113,15791,7.15597492242417
Zulte,44081,Nee,Migratiesaldo van vreemdelingen,2021,54,15843,3.40844537019504
Deinze,44083,Nee,Migratiesaldo van vreemdelingen,2000,12,38552,0.31126789790413
Deinze,44083,Nee,Migratiesaldo van vreemdelingen,2001,44,38583,1.14039862115439
Deinze,44083,Nee,Migratiesaldo van vreemdelingen,2002,30,38576,0.777685607631688
Deinze,44083,Nee,Migratiesaldo van vreemdelingen,2003,44,38700,1.13695090439276
Deinze,44083,Nee,Migratiesaldo van vreemdelingen,2004,20,38926,0.513795406669064
Deinze,44083,Nee,Migratiesaldo van vreemdelingen,2005,46,39137,1.1753583565424
Deinze,44083,Nee,Migratiesaldo van vreemdelingen,2006,72,39537,1.82107898930116
Deinze,44083,Nee,Migratiesaldo van vreemdelingen,2007,62,39969,1.55120218169081
Deinze,44083,Nee,Migratiesaldo van vreemdelingen,2008,68,40234,1.69011283988666
Deinze,44083,Nee,Migratiesaldo van vreemdelingen,2009,107,40594,2.63585751588905
Deinze,44083,Nee,Migratiesaldo van vreemdelingen,2010,99,41083,2.40975586008811
Deinze,44083,Nee,Migratiesaldo van vreemdelingen,2011,88,41391,2.12606605300669
Deinze,44083,Nee,Migratiesaldo van vreemdelingen,2012,165,41632,3.96329746348962
Deinze,44083,Nee,Migratiesaldo van vreemdelingen,2013,123,41764,2.94512019921463
Deinze,44083,Nee,Migratiesaldo van vreemdelingen,2014,212,41894,5.06039050938082
Deinze,44083,Nee,Migratiesaldo van vreemdelingen,2015,201,42419,4.73844267898819
Deinze,44083,Nee,Migratiesaldo van vreemdelingen,2016,151,42738,3.53315550563901
Deinze,44083,Nee,Migratiesaldo van vreemdelingen,2017,173,43016,4.02175934535987
Deinze,44083,Nee,Migratiesaldo van vreemdelingen,2018,349,43264,8.06675295857988
Deinze,44083,Nee,Migratiesaldo van vreemdelingen,2019,152,43571,3.48855890385807
Deinze,44083,Nee,Migratiesaldo van vreemdelingen,2020,177,43580,4.06149609912804
Deinze,44083,Nee,Migratiesaldo van vreemdelingen,2021,278,43922,6.32940212194345
Aalter,44084,Nee,Migratiesaldo van vreemdelingen,2000,28,26303,1.06451735543474
Aalter,44084,Nee,Migratiesaldo van vreemdelingen,2001,39,26343,1.48046919485252
Aalter,44084,Nee,Migratiesaldo van vreemdelingen,2002,5,26443,0.189085958476724
Aalter,44084,Nee,Migratiesaldo van vreemdelingen,2003,29,26530,1.09310214851112
Aalter,44084,Nee,Migratiesaldo van vreemdelingen,2004,28,26492,1.05692284463234
Aalter,44084,Nee,Migratiesaldo van vreemdelingen,2005,30,26544,1.13019891500904
Aalter,44084,Nee,Migratiesaldo van vreemdelingen,2006,0,26726,0.0
Aalter,44084,Nee,Migratiesaldo van vreemdelingen,2007,19,26781,0.709458197976177
Aalter,44084,Nee,Migratiesaldo van vreemdelingen,2008,98,27025,3.62627197039778
Aalter,44084,Nee,Migratiesaldo van vreemdelingen,2009,29,27371,1.05951554565051
Aalter,44084,Nee,Migratiesaldo van vreemdelingen,2010,28,27665,1.0121091632026
Aalter,44084,Nee,Migratiesaldo van vreemdelingen,2011,98,27904,3.51204128440367
Aalter,44084,Nee,Migratiesaldo van vreemdelingen,2012,73,28076,2.60008548226243
Aalter,44084,Nee,Migratiesaldo van vreemdelingen,2013,29,28237,1.02702128413075
Aalter,44084,Nee,Migratiesaldo van vreemdelingen,2014,69,28239,2.44342929990439
Aalter,44084,Nee,Migratiesaldo van vreemdelingen,2015,110,28250,3.89380530973451
Aalter,44084,Nee,Migratiesaldo van vreemdelingen,2016,90,28435,3.16511341656409
Aalter,44084,Nee,Migratiesaldo van vreemdelingen,2017,109,28563,3.81612575709834
Aalter,44084,Nee,Migratiesaldo van vreemdelingen,2018,98,28784,3.40466926070039
Aalter,44084,Nee,Migratiesaldo van vreemdelingen,2019,200,28906,6.91897875873521
Aalter,44084,Nee,Migratiesaldo van vreemdelingen,2020,149,29182,5.10588719073401
Aalter,44084,Nee,Migratiesaldo van vreemdelingen,2021,180,29242,6.15552971752958
Lievegem,44085,Nee,Migratiesaldo van vreemdelingen,2000,15,25509,0.588027754910032
Lievegem,44085,Nee,Migratiesaldo van vreemdelingen,2001,23,25465,0.903200471235028
Lievegem,44085,Nee,Migratiesaldo van vreemdelingen,2002,23,25400,0.905511811023622
Lievegem,44085,Nee,Migratiesaldo van vreemdelingen,2003,2,25333,0.0789484072158844
Lievegem,44085,Nee,Migratiesaldo van vreemdelingen,2004,22,25263,0.870838776075684
Lievegem,44085,Nee,Migratiesaldo van vreemdelingen,2005,31,25170,1.2316249503377
Lievegem,44085,Nee,Migratiesaldo van vreemdelingen,2006,22,25174,0.873917533963613
Lievegem,44085,Nee,Migratiesaldo van vreemdelingen,2007,15,25152,0.596374045801527
Lievegem,44085,Nee,Migratiesaldo van vreemdelingen,2008,56,25225,2.22001982160555
Lievegem,44085,Nee,Migratiesaldo van vreemdelingen,2009,13,25425,0.511307767944936
Lievegem,44085,Nee,Migratiesaldo van vreemdelingen,2010,21,25495,0.823690919788194
Lievegem,44085,Nee,Migratiesaldo van vreemdelingen,2011,8,25572,0.312842171124668
Lievegem,44085,Nee,Migratiesaldo van vreemdelingen,2012,74,25663,2.88352881580486
Lievegem,44085,Nee,Migratiesaldo van vreemdelingen,2013,28,25804,1.08510308479306
Lievegem,44085,Nee,Migratiesaldo van vreemdelingen,2014,39,25804,1.51139358239033
Lievegem,44085,Nee,Migratiesaldo van vreemdelingen,2015,74,25756,2.87311694362479
Lievegem,44085,Nee,Migratiesaldo van vreemdelingen,2016,77,25842,2.97964553827103
Lievegem,44085,Nee,Migratiesaldo van vreemdelingen,2017,62,25812,2.40198357353169
Lievegem,44085,Nee,Migratiesaldo van vreemdelingen,2018,107,26007,4.11427692544315
Lievegem,44085,Nee,Migratiesaldo van vreemdelingen,2019,84,26162,3.2107637030808
Lievegem,44085,Nee,Migratiesaldo van vreemdelingen,2020,38,26310,1.44431774990498
Lievegem,44085,Nee,Migratiesaldo van vreemdelingen,2021,126,26441,4.76532657615067
Oudenaarde,45035,Nee,Migratiesaldo van vreemdelingen,2000,29,27788,1.04361594933065
Oudenaarde,45035,Nee,Migratiesaldo van vreemdelingen,2001,39,28028,1.39146567717996
Oudenaarde,45035,Nee,Migratiesaldo van vreemdelingen,2002,12,28089,0.427213499946598
Oudenaarde,45035,Nee,Migratiesaldo van vreemdelingen,2003,4,28041,0.142648265040476
Oudenaarde,45035,Nee,Migratiesaldo van vreemdelingen,2004,56,28070,1.99501246882793
Oudenaarde,45035,Nee,Migratiesaldo van vreemdelingen,2005,51,28299,1.80218382274992
Oudenaarde,45035,Nee,Migratiesaldo van vreemdelingen,2006,18,28517,0.631202440649437
Oudenaarde,45035,Nee,Migratiesaldo van vreemdelingen,2007,72,28820,2.49826509368494
Oudenaarde,45035,Nee,Migratiesaldo van vreemdelingen,2008,85,29052,2.92578824177337
Oudenaarde,45035,Nee,Migratiesaldo van vreemdelingen,2009,98,29351,3.33889816360601
Oudenaarde,45035,Nee,Migratiesaldo van vreemdelingen,2010,106,29702,3.5687832469194
Oudenaarde,45035,Nee,Migratiesaldo van vreemdelingen,2011,115,29967,3.83755464344112
Oudenaarde,45035,Nee,Migratiesaldo van vreemdelingen,2012,72,30248,2.38032266596139
Oudenaarde,45035,Nee,Migratiesaldo van vreemdelingen,2013,96,30412,3.15664869130606
Oudenaarde,45035,Nee,Migratiesaldo van vreemdelingen,2014,110,30641,3.58996116314742
Oudenaarde,45035,Nee,Migratiesaldo van vreemdelingen,2015,131,30788,4.25490450824997
Oudenaarde,45035,Nee,Migratiesaldo van vreemdelingen,2016,124,30990,4.00129073894805
Oudenaarde,45035,Nee,Migratiesaldo van vreemdelingen,2017,143,30972,4.61707348572905
Oudenaarde,45035,Nee,Migratiesaldo van vreemdelingen,2018,181,31132,5.81395348837209
Oudenaarde,45035,Nee,Migratiesaldo van vreemdelingen,2019,172,31393,5.47892842353391
Oudenaarde,45035,Nee,Migratiesaldo van vreemdelingen,2020,129,31612,4.08072883715045
Oudenaarde,45035,Nee,Migratiesaldo van vreemdelingen,2021,228,31650,7.20379146919431
Ronse,45041,Nee,Migratiesaldo van vreemdelingen,2000,69,23849,2.89320306931108
Ronse,45041,Nee,Migratiesaldo van vreemdelingen,2001,75,23740,3.1592249368155
Ronse,45041,Nee,Migratiesaldo van vreemdelingen,2002,100,23697,4.21994345275773
Ronse,45041,Nee,Migratiesaldo van vreemdelingen,2003,90,23870,3.77042312526183
Ronse,45041,Nee,Migratiesaldo van vreemdelingen,2004,143,23827,6.00159482939522
Ronse,45041,Nee,Migratiesaldo van vreemdelingen,2005,147,23994,6.12653163290823
