Gemeente,NIS-code,Centrumstad?,Indicator,Jaar,Aantal personen van 0 tot en met 59 jaar dat leeft in een gezin met zeer lage werkintensiteit,Aantal inwoners van 0 tot en met 59 jaar (KSZ-cijfers),Procent
Kuurne,34023,Nee,Personen in gezin met zeer lage werkintensiteit,2019,624,9679,0.0644695
Kuurne,34023,Nee,Personen in gezin met zeer lage werkintensiteit,2020,594,9801,0.0606061
Lendelede,34025,Nee,Personen in gezin met zeer lage werkintensiteit,2009,244,4084,0.0597453
Lendelede,34025,Nee,Personen in gezin met zeer lage werkintensiteit,2010,237,4102,0.0577767
Lendelede,34025,Nee,Personen in gezin met zeer lage werkintensiteit,2011,256,4128,0.0620155
Lendelede,34025,Nee,Personen in gezin met zeer lage werkintensiteit,2012,263,4153,0.0633277
Lendelede,34025,Nee,Personen in gezin met zeer lage werkintensiteit,2013,247,4187,0.0589921
Lendelede,34025,Nee,Personen in gezin met zeer lage werkintensiteit,2014,233,4177,0.0557817
Lendelede,34025,Nee,Personen in gezin met zeer lage werkintensiteit,2015,235,4155,0.0565584
Lendelede,34025,Nee,Personen in gezin met zeer lage werkintensiteit,2016,216,4116,0.0524781
Lendelede,34025,Nee,Personen in gezin met zeer lage werkintensiteit,2017,220,4112,0.0535019
Lendelede,34025,Nee,Personen in gezin met zeer lage werkintensiteit,2018,218,4051,0.0538139
Lendelede,34025,Nee,Personen in gezin met zeer lage werkintensiteit,2019,194,4005,0.0484395
Lendelede,34025,Nee,Personen in gezin met zeer lage werkintensiteit,2020,228,4049,0.0563102
Menen,34027,Nee,Personen in gezin met zeer lage werkintensiteit,2009,2810,24093,0.116631
Menen,34027,Nee,Personen in gezin met zeer lage werkintensiteit,2010,2946,24024,0.122627
Menen,34027,Nee,Personen in gezin met zeer lage werkintensiteit,2011,3129,24255,0.129004
Menen,34027,Nee,Personen in gezin met zeer lage werkintensiteit,2012,3101,24233,0.127966
Menen,34027,Nee,Personen in gezin met zeer lage werkintensiteit,2013,3247,24283,0.133715
Menen,34027,Nee,Personen in gezin met zeer lage werkintensiteit,2014,3307,24393,0.135572
Menen,34027,Nee,Personen in gezin met zeer lage werkintensiteit,2015,3330,24120,0.13806
Menen,34027,Nee,Personen in gezin met zeer lage werkintensiteit,2016,3296,24019,0.137225
Menen,34027,Nee,Personen in gezin met zeer lage werkintensiteit,2017,3204,24117,0.132852
Menen,34027,Nee,Personen in gezin met zeer lage werkintensiteit,2018,2977,24083,0.123614
Menen,34027,Nee,Personen in gezin met zeer lage werkintensiteit,2019,3030,24153,0.12545
Menen,34027,Nee,Personen in gezin met zeer lage werkintensiteit,2020,2948,24260,0.121517
Waregem,34040,Nee,Personen in gezin met zeer lage werkintensiteit,2009,1937,27586,0.0702168
Waregem,34040,Nee,Personen in gezin met zeer lage werkintensiteit,2010,2088,27500,0.0759273
Waregem,34040,Nee,Personen in gezin met zeer lage werkintensiteit,2011,2049,27619,0.0741881
Waregem,34040,Nee,Personen in gezin met zeer lage werkintensiteit,2012,2024,27586,0.0733706
Waregem,34040,Nee,Personen in gezin met zeer lage werkintensiteit,2013,1959,27566,0.0710658
Waregem,34040,Nee,Personen in gezin met zeer lage werkintensiteit,2014,1992,27582,0.072221
Waregem,34040,Nee,Personen in gezin met zeer lage werkintensiteit,2015,2064,27531,0.07497
Waregem,34040,Nee,Personen in gezin met zeer lage werkintensiteit,2016,2012,27549,0.0730335
Waregem,34040,Nee,Personen in gezin met zeer lage werkintensiteit,2017,1898,27643,0.0686611
Waregem,34040,Nee,Personen in gezin met zeer lage werkintensiteit,2018,1885,27677,0.0681071
Waregem,34040,Nee,Personen in gezin met zeer lage werkintensiteit,2019,1781,27554,0.0646367
Waregem,34040,Nee,Personen in gezin met zeer lage werkintensiteit,2020,1700,27382,0.0620846
Wevelgem,34041,Nee,Personen in gezin met zeer lage werkintensiteit,2009,1479,23707,0.0623866
Wevelgem,34041,Nee,Personen in gezin met zeer lage werkintensiteit,2010,1557,23561,0.0660838
Wevelgem,34041,Nee,Personen in gezin met zeer lage werkintensiteit,2011,1585,23558,0.0672808
Wevelgem,34041,Nee,Personen in gezin met zeer lage werkintensiteit,2012,1511,23406,0.0645561
Wevelgem,34041,Nee,Personen in gezin met zeer lage werkintensiteit,2013,1445,23332,0.0619321
Wevelgem,34041,Nee,Personen in gezin met zeer lage werkintensiteit,2014,1466,23231,0.0631053
Wevelgem,34041,Nee,Personen in gezin met zeer lage werkintensiteit,2015,1426,23251,0.0613307
Wevelgem,34041,Nee,Personen in gezin met zeer lage werkintensiteit,2016,1506,23106,0.0651779
Wevelgem,34041,Nee,Personen in gezin met zeer lage werkintensiteit,2017,1490,23111,0.0644715
Wevelgem,34041,Nee,Personen in gezin met zeer lage werkintensiteit,2018,1358,22829,0.0594857
Wevelgem,34041,Nee,Personen in gezin met zeer lage werkintensiteit,2019,1300,22765,0.0571052
Wevelgem,34041,Nee,Personen in gezin met zeer lage werkintensiteit,2020,1327,22718,0.0584118
Zwevegem,34042,Nee,Personen in gezin met zeer lage werkintensiteit,2009,1152,18318,0.062889
Zwevegem,34042,Nee,Personen in gezin met zeer lage werkintensiteit,2010,1235,18331,0.0673722
Zwevegem,34042,Nee,Personen in gezin met zeer lage werkintensiteit,2011,1210,18256,0.0662796
Zwevegem,34042,Nee,Personen in gezin met zeer lage werkintensiteit,2012,1166,18287,0.0637611
Zwevegem,34042,Nee,Personen in gezin met zeer lage werkintensiteit,2013,1093,18223,0.0599791
Zwevegem,34042,Nee,Personen in gezin met zeer lage werkintensiteit,2014,1097,18197,0.0602847
Zwevegem,34042,Nee,Personen in gezin met zeer lage werkintensiteit,2015,1085,18117,0.0598885
Zwevegem,34042,Nee,Personen in gezin met zeer lage werkintensiteit,2016,1159,18078,0.0641111
Zwevegem,34042,Nee,Personen in gezin met zeer lage werkintensiteit,2017,1106,18144,0.0609568
Zwevegem,34042,Nee,Personen in gezin met zeer lage werkintensiteit,2018,1091,18145,0.0601268
Zwevegem,34042,Nee,Personen in gezin met zeer lage werkintensiteit,2019,1055,18072,0.0583776
Zwevegem,34042,Nee,Personen in gezin met zeer lage werkintensiteit,2020,953,18051,0.0527949
Spiere-Helkijn,34043,Nee,Personen in gezin met zeer lage werkintensiteit,2009,204,1707,0.119508
Spiere-Helkijn,34043,Nee,Personen in gezin met zeer lage werkintensiteit,2010,208,1693,0.122859
Spiere-Helkijn,34043,Nee,Personen in gezin met zeer lage werkintensiteit,2011,206,1701,0.121105
Spiere-Helkijn,34043,Nee,Personen in gezin met zeer lage werkintensiteit,2012,202,1683,0.120024
Spiere-Helkijn,34043,Nee,Personen in gezin met zeer lage werkintensiteit,2013,215,1690,0.127219
Spiere-Helkijn,34043,Nee,Personen in gezin met zeer lage werkintensiteit,2014,243,1700,0.142941
Spiere-Helkijn,34043,Nee,Personen in gezin met zeer lage werkintensiteit,2015,242,1728,0.140046
Spiere-Helkijn,34043,Nee,Personen in gezin met zeer lage werkintensiteit,2016,268,1712,0.156542
Spiere-Helkijn,34043,Nee,Personen in gezin met zeer lage werkintensiteit,2017,230,1716,0.134033
Spiere-Helkijn,34043,Nee,Personen in gezin met zeer lage werkintensiteit,2018,184,1652,0.11138
Spiere-Helkijn,34043,Nee,Personen in gezin met zeer lage werkintensiteit,2019,177,1603,0.110418
Spiere-Helkijn,34043,Nee,Personen in gezin met zeer lage werkintensiteit,2020,186,1620,0.114815
Bredene,35002,Nee,Personen in gezin met zeer lage werkintensiteit,2009,1136,12153,0.0934749
Bredene,35002,Nee,Personen in gezin met zeer lage werkintensiteit,2010,1282,12293,0.104287
Bredene,35002,Nee,Personen in gezin met zeer lage werkintensiteit,2011,1244,12307,0.101081
Bredene,35002,Nee,Personen in gezin met zeer lage werkintensiteit,2012,1307,12257,0.106633
Bredene,35002,Nee,Personen in gezin met zeer lage werkintensiteit,2013,1298,12332,0.105255
Bredene,35002,Nee,Personen in gezin met zeer lage werkintensiteit,2014,1410,12399,0.113719
Bredene,35002,Nee,Personen in gezin met zeer lage werkintensiteit,2015,1431,12550,0.114024
Bredene,35002,Nee,Personen in gezin met zeer lage werkintensiteit,2016,1455,12429,0.117065
Bredene,35002,Nee,Personen in gezin met zeer lage werkintensiteit,2017,1443,12434,0.116053
Bredene,35002,Nee,Personen in gezin met zeer lage werkintensiteit,2018,1374,12474,0.110149
Bredene,35002,Nee,Personen in gezin met zeer lage werkintensiteit,2019,1350,12490,0.108086
Bredene,35002,Nee,Personen in gezin met zeer lage werkintensiteit,2020,1274,12383,0.102883
Gistel,35005,Nee,Personen in gezin met zeer lage werkintensiteit,2009,589,9039,0.0651621
Gistel,35005,Nee,Personen in gezin met zeer lage werkintensiteit,2010,643,9010,0.0713651
Gistel,35005,Nee,Personen in gezin met zeer lage werkintensiteit,2011,625,9013,0.0693443
Gistel,35005,Nee,Personen in gezin met zeer lage werkintensiteit,2012,635,9000,0.0705556
Gistel,35005,Nee,Personen in gezin met zeer lage werkintensiteit,2013,647,9029,0.071658
Gistel,35005,Nee,Personen in gezin met zeer lage werkintensiteit,2014,687,8959,0.0766827
Gistel,35005,Nee,Personen in gezin met zeer lage werkintensiteit,2015,710,8826,0.0804441
Gistel,35005,Nee,Personen in gezin met zeer lage werkintensiteit,2016,745,8871,0.0839815
Gistel,35005,Nee,Personen in gezin met zeer lage werkintensiteit,2017,773,8932,0.0865428
Gistel,35005,Nee,Personen in gezin met zeer lage werkintensiteit,2018,720,8903,0.0808716
Gistel,35005,Nee,Personen in gezin met zeer lage werkintensiteit,2019,699,8941,0.0781792
Gistel,35005,Nee,Personen in gezin met zeer lage werkintensiteit,2020,689,8889,0.0775115
Ichtegem,35006,Nee,Personen in gezin met zeer lage werkintensiteit,2009,785,10561,0.0743301
Ichtegem,35006,Nee,Personen in gezin met zeer lage werkintensiteit,2010,890,10668,0.0834271
Ichtegem,35006,Nee,Personen in gezin met zeer lage werkintensiteit,2011,879,10666,0.0824114
Ichtegem,35006,Nee,Personen in gezin met zeer lage werkintensiteit,2012,816,10685,0.0763687
Ichtegem,35006,Nee,Personen in gezin met zeer lage werkintensiteit,2013,847,10576,0.080087
Ichtegem,35006,Nee,Personen in gezin met zeer lage werkintensiteit,2014,873,10564,0.0826392
Ichtegem,35006,Nee,Personen in gezin met zeer lage werkintensiteit,2015,823,10539,0.0780909
Ichtegem,35006,Nee,Personen in gezin met zeer lage werkintensiteit,2016,792,10428,0.0759494
Ichtegem,35006,Nee,Personen in gezin met zeer lage werkintensiteit,2017,793,10303,0.0769679
Ichtegem,35006,Nee,Personen in gezin met zeer lage werkintensiteit,2018,703,10234,0.0686926
Ichtegem,35006,Nee,Personen in gezin met zeer lage werkintensiteit,2019,713,10239,0.0696357
Ichtegem,35006,Nee,Personen in gezin met zeer lage werkintensiteit,2020,644,10174,0.0632986
Middelkerke,35011,Nee,Personen in gezin met zeer lage werkintensiteit,2009,1497,11985,0.124906
Middelkerke,35011,Nee,Personen in gezin met zeer lage werkintensiteit,2010,1607,11839,0.135738
Middelkerke,35011,Nee,Personen in gezin met zeer lage werkintensiteit,2011,1595,11902,0.134011
Middelkerke,35011,Nee,Personen in gezin met zeer lage werkintensiteit,2012,1690,11895,0.142077
Middelkerke,35011,Nee,Personen in gezin met zeer lage werkintensiteit,2013,1719,11793,0.145764
Middelkerke,35011,Nee,Personen in gezin met zeer lage werkintensiteit,2014,1760,11671,0.150801
Middelkerke,35011,Nee,Personen in gezin met zeer lage werkintensiteit,2015,1772,11564,0.153234
Middelkerke,35011,Nee,Personen in gezin met zeer lage werkintensiteit,2016,1748,11430,0.152931
Middelkerke,35011,Nee,Personen in gezin met zeer lage werkintensiteit,2017,1679,11210,0.149777
Middelkerke,35011,Nee,Personen in gezin met zeer lage werkintensiteit,2018,1647,11220,0.146791
Middelkerke,35011,Nee,Personen in gezin met zeer lage werkintensiteit,2019,1584,11049,0.143361
Middelkerke,35011,Nee,Personen in gezin met zeer lage werkintensiteit,2020,1547,11076,0.139671
Oostende,35013,Ja,Personen in gezin met zeer lage werkintensiteit,2009,7576,45974,0.164789
Oostende,35013,Ja,Personen in gezin met zeer lage werkintensiteit,2010,8175,45808,0.178462
Oostende,35013,Ja,Personen in gezin met zeer lage werkintensiteit,2011,8523,46237,0.184333
Oostende,35013,Ja,Personen in gezin met zeer lage werkintensiteit,2012,8527,46510,0.183337
Oostende,35013,Ja,Personen in gezin met zeer lage werkintensiteit,2013,8607,46200,0.186299
Oostende,35013,Ja,Personen in gezin met zeer lage werkintensiteit,2014,8855,46090,0.192124
Oostende,35013,Ja,Personen in gezin met zeer lage werkintensiteit,2015,9041,45967,0.196685
Oostende,35013,Ja,Personen in gezin met zeer lage werkintensiteit,2016,8897,45868,0.19397
Oostende,35013,Ja,Personen in gezin met zeer lage werkintensiteit,2017,8505,45813,0.185646
Oostende,35013,Ja,Personen in gezin met zeer lage werkintensiteit,2018,8522,45831,0.185944
Oostende,35013,Ja,Personen in gezin met zeer lage werkintensiteit,2019,8327,45593,0.182638
Oostende,35013,Ja,Personen in gezin met zeer lage werkintensiteit,2020,7902,45500,0.17367
Oudenburg,35014,Nee,Personen in gezin met zeer lage werkintensiteit,2009,413,6662,0.0619934
Oudenburg,35014,Nee,Personen in gezin met zeer lage werkintensiteit,2010,472,6632,0.0711701
Oudenburg,35014,Nee,Personen in gezin met zeer lage werkintensiteit,2011,433,6671,0.0649078
Oudenburg,35014,Nee,Personen in gezin met zeer lage werkintensiteit,2012,433,6694,0.0646848
Oudenburg,35014,Nee,Personen in gezin met zeer lage werkintensiteit,2013,437,6642,0.0657934
Oudenburg,35014,Nee,Personen in gezin met zeer lage werkintensiteit,2014,462,6716,0.0687909
Oudenburg,35014,Nee,Personen in gezin met zeer lage werkintensiteit,2015,438,6701,0.0653634
Oudenburg,35014,Nee,Personen in gezin met zeer lage werkintensiteit,2016,453,6707,0.0675414
Oudenburg,35014,Nee,Personen in gezin met zeer lage werkintensiteit,2017,407,6672,0.0610012
Oudenburg,35014,Nee,Personen in gezin met zeer lage werkintensiteit,2018,417,6628,0.0629149
Oudenburg,35014,Nee,Personen in gezin met zeer lage werkintensiteit,2019,411,6637,0.0619256
Oudenburg,35014,Nee,Personen in gezin met zeer lage werkintensiteit,2020,402,6731,0.0597237
De Haan,35029,Nee,Personen in gezin met zeer lage werkintensiteit,2009,857,8133,0.105373
De Haan,35029,Nee,Personen in gezin met zeer lage werkintensiteit,2010,909,8032,0.113172
De Haan,35029,Nee,Personen in gezin met zeer lage werkintensiteit,2011,943,8049,0.117157
De Haan,35029,Nee,Personen in gezin met zeer lage werkintensiteit,2012,875,7887,0.110942
De Haan,35029,Nee,Personen in gezin met zeer lage werkintensiteit,2013,840,7852,0.106979
De Haan,35029,Nee,Personen in gezin met zeer lage werkintensiteit,2014,886,7744,0.114411
De Haan,35029,Nee,Personen in gezin met zeer lage werkintensiteit,2015,919,7633,0.120398
De Haan,35029,Nee,Personen in gezin met zeer lage werkintensiteit,2016,931,7572,0.122953
De Haan,35029,Nee,Personen in gezin met zeer lage werkintensiteit,2017,844,7452,0.113258
De Haan,35029,Nee,Personen in gezin met zeer lage werkintensiteit,2018,804,7342,0.109507
De Haan,35029,Nee,Personen in gezin met zeer lage werkintensiteit,2019,751,7243,0.103686
De Haan,35029,Nee,Personen in gezin met zeer lage werkintensiteit,2020,748,7142,0.104733
Hooglede,36006,Nee,Personen in gezin met zeer lage werkintensiteit,2009,357,7672,0.0465328
Hooglede,36006,Nee,Personen in gezin met zeer lage werkintensiteit,2010,379,7582,0.0499868
Hooglede,36006,Nee,Personen in gezin met zeer lage werkintensiteit,2011,394,7534,0.0522963
Hooglede,36006,Nee,Personen in gezin met zeer lage werkintensiteit,2012,376,7444,0.0505105
Hooglede,36006,Nee,Personen in gezin met zeer lage werkintensiteit,2013,404,7572,0.0533545
Hooglede,36006,Nee,Personen in gezin met zeer lage werkintensiteit,2014,424,7600,0.0557895
Hooglede,36006,Nee,Personen in gezin met zeer lage werkintensiteit,2015,401,7512,0.0533813
Hooglede,36006,Nee,Personen in gezin met zeer lage werkintensiteit,2016,428,7426,0.0576353
Hooglede,36006,Nee,Personen in gezin met zeer lage werkintensiteit,2017,359,7337,0.0489301
Hooglede,36006,Nee,Personen in gezin met zeer lage werkintensiteit,2018,337,7246,0.0465084
Hooglede,36006,Nee,Personen in gezin met zeer lage werkintensiteit,2019,345,7232,0.0477046
Hooglede,36006,Nee,Personen in gezin met zeer lage werkintensiteit,2020,337,7194,0.0468446
Ingelmunster,36007,Nee,Personen in gezin met zeer lage werkintensiteit,2009,477,7827,0.0609429
Ingelmunster,36007,Nee,Personen in gezin met zeer lage werkintensiteit,2010,519,7778,0.0667267
Ingelmunster,36007,Nee,Personen in gezin met zeer lage werkintensiteit,2011,535,7846,0.0681876
Ingelmunster,36007,Nee,Personen in gezin met zeer lage werkintensiteit,2012,566,7918,0.0714827
Ingelmunster,36007,Nee,Personen in gezin met zeer lage werkintensiteit,2013,570,8025,0.071028
Ingelmunster,36007,Nee,Personen in gezin met zeer lage werkintensiteit,2014,579,8020,0.0721945
Ingelmunster,36007,Nee,Personen in gezin met zeer lage werkintensiteit,2015,485,7853,0.0617598
Ingelmunster,36007,Nee,Personen in gezin met zeer lage werkintensiteit,2016,531,7909,0.0671387
Ingelmunster,36007,Nee,Personen in gezin met zeer lage werkintensiteit,2017,458,7904,0.0579453
Ingelmunster,36007,Nee,Personen in gezin met zeer lage werkintensiteit,2018,472,7963,0.0592741
Ingelmunster,36007,Nee,Personen in gezin met zeer lage werkintensiteit,2019,431,8009,0.0538145
Ingelmunster,36007,Nee,Personen in gezin met zeer lage werkintensiteit,2020,429,8095,0.0529957
Izegem,36008,Nee,Personen in gezin met zeer lage werkintensiteit,2009,1480,19752,0.0749291
Izegem,36008,Nee,Personen in gezin met zeer lage werkintensiteit,2010,1572,19923,0.0789038
Izegem,36008,Nee,Personen in gezin met zeer lage werkintensiteit,2011,1559,20003,0.0779383
Izegem,36008,Nee,Personen in gezin met zeer lage werkintensiteit,2012,1546,20057,0.0770803
Izegem,36008,Nee,Personen in gezin met zeer lage werkintensiteit,2013,1551,19968,0.0776743
Izegem,36008,Nee,Personen in gezin met zeer lage werkintensiteit,2014,1637,19948,0.0820634
Izegem,36008,Nee,Personen in gezin met zeer lage werkintensiteit,2015,1595,19825,0.080454
Izegem,36008,Nee,Personen in gezin met zeer lage werkintensiteit,2016,1543,19907,0.0775104
Izegem,36008,Nee,Personen in gezin met zeer lage werkintensiteit,2017,1501,19854,0.0756019
Izegem,36008,Nee,Personen in gezin met zeer lage werkintensiteit,2018,1566,19946,0.078512
Izegem,36008,Nee,Personen in gezin met zeer lage werkintensiteit,2019,1453,20165,0.0720555
Izegem,36008,Nee,Personen in gezin met zeer lage werkintensiteit,2020,1484,20403,0.0727344
Ledegem,36010,Nee,Personen in gezin met zeer lage werkintensiteit,2009,374,7132,0.0524397
Ledegem,36010,Nee,Personen in gezin met zeer lage werkintensiteit,2010,400,7137,0.056046
Ledegem,36010,Nee,Personen in gezin met zeer lage werkintensiteit,2011,458,7176,0.0638239
Ledegem,36010,Nee,Personen in gezin met zeer lage werkintensiteit,2012,434,7080,0.0612994
Ledegem,36010,Nee,Personen in gezin met zeer lage werkintensiteit,2013,374,7059,0.052982
Ledegem,36010,Nee,Personen in gezin met zeer lage werkintensiteit,2014,425,7047,0.0603094
Ledegem,36010,Nee,Personen in gezin met zeer lage werkintensiteit,2015,441,6990,0.0630901
Ledegem,36010,Nee,Personen in gezin met zeer lage werkintensiteit,2016,411,7001,0.0587059
Ledegem,36010,Nee,Personen in gezin met zeer lage werkintensiteit,2017,374,7006,0.0533828
Ledegem,36010,Nee,Personen in gezin met zeer lage werkintensiteit,2018,335,7086,0.0472763
Ledegem,36010,Nee,Personen in gezin met zeer lage werkintensiteit,2019,353,7043,0.0501207
Ledegem,36010,Nee,Personen in gezin met zeer lage werkintensiteit,2020,297,6976,0.0425745
