Gemeente,NIS-code,Centrumstad?,Indicator,Jaar,"Aantal leerlingenkenmerken waaraan leerlingen van gewoon lager onderwijs voldoen, gesommeerd over alle leerlingen, naar woonplaats","Aantal leerlingen van gewoon lager onderwijs, naar woonplaats",OKI
Wetteren,42025,Nee,Onderwijskansarmoede-indicator (OKI),2016,1395,1568,0.889668
Wetteren,42025,Nee,Onderwijskansarmoede-indicator (OKI),2017,1423,1584,0.898359
Wetteren,42025,Nee,Onderwijskansarmoede-indicator (OKI),2018,1549,1626,0.952645
Wetteren,42025,Nee,Onderwijskansarmoede-indicator (OKI),2019,1793,1657,1.08208
Wetteren,42025,Nee,Onderwijskansarmoede-indicator (OKI),2020,2102,1684,1.24822
Wetteren,42025,Nee,Onderwijskansarmoede-indicator (OKI),2021,2108,1656,1.27295
Wichelen,42026,Nee,Onderwijskansarmoede-indicator (OKI),2009,271,700,0.387143
Wichelen,42026,Nee,Onderwijskansarmoede-indicator (OKI),2010,246,671,0.366617
Wichelen,42026,Nee,Onderwijskansarmoede-indicator (OKI),2011,295,707,0.417256
Wichelen,42026,Nee,Onderwijskansarmoede-indicator (OKI),2012,259,710,0.364789
Wichelen,42026,Nee,Onderwijskansarmoede-indicator (OKI),2013,263,718,0.366295
Wichelen,42026,Nee,Onderwijskansarmoede-indicator (OKI),2014,224,703,0.318634
Wichelen,42026,Nee,Onderwijskansarmoede-indicator (OKI),2015,224,709,0.315938
Wichelen,42026,Nee,Onderwijskansarmoede-indicator (OKI),2016,253,725,0.348966
Wichelen,42026,Nee,Onderwijskansarmoede-indicator (OKI),2017,256,734,0.348774
Wichelen,42026,Nee,Onderwijskansarmoede-indicator (OKI),2018,323,743,0.434724
Wichelen,42026,Nee,Onderwijskansarmoede-indicator (OKI),2019,243,735,0.330612
Wichelen,42026,Nee,Onderwijskansarmoede-indicator (OKI),2020,320,683,0.468521
Wichelen,42026,Nee,Onderwijskansarmoede-indicator (OKI),2021,308,673,0.457652
Zele,42028,Nee,Onderwijskansarmoede-indicator (OKI),2009,1369,1341,1.02088
Zele,42028,Nee,Onderwijskansarmoede-indicator (OKI),2010,1450,1347,1.07647
Zele,42028,Nee,Onderwijskansarmoede-indicator (OKI),2011,1335,1373,0.972323
Zele,42028,Nee,Onderwijskansarmoede-indicator (OKI),2012,1444,1365,1.05788
Zele,42028,Nee,Onderwijskansarmoede-indicator (OKI),2013,1528,1383,1.10484
Zele,42028,Nee,Onderwijskansarmoede-indicator (OKI),2014,1505,1364,1.10337
Zele,42028,Nee,Onderwijskansarmoede-indicator (OKI),2015,1533,1401,1.09422
Zele,42028,Nee,Onderwijskansarmoede-indicator (OKI),2016,1546,1406,1.09957
Zele,42028,Nee,Onderwijskansarmoede-indicator (OKI),2017,1549,1444,1.07271
Zele,42028,Nee,Onderwijskansarmoede-indicator (OKI),2018,1563,1437,1.08768
Zele,42028,Nee,Onderwijskansarmoede-indicator (OKI),2019,1624,1452,1.11846
Zele,42028,Nee,Onderwijskansarmoede-indicator (OKI),2020,1682,1483,1.13419
Zele,42028,Nee,Onderwijskansarmoede-indicator (OKI),2021,1855,1453,1.27667
Assenede,43002,Nee,Onderwijskansarmoede-indicator (OKI),2009,417,784,0.531888
Assenede,43002,Nee,Onderwijskansarmoede-indicator (OKI),2010,384,786,0.48855
Assenede,43002,Nee,Onderwijskansarmoede-indicator (OKI),2011,360,778,0.462725
Assenede,43002,Nee,Onderwijskansarmoede-indicator (OKI),2012,360,804,0.447761
Assenede,43002,Nee,Onderwijskansarmoede-indicator (OKI),2013,329,810,0.406173
Assenede,43002,Nee,Onderwijskansarmoede-indicator (OKI),2014,297,801,0.370787
Assenede,43002,Nee,Onderwijskansarmoede-indicator (OKI),2015,417,806,0.51737
Assenede,43002,Nee,Onderwijskansarmoede-indicator (OKI),2016,464,838,0.553699
Assenede,43002,Nee,Onderwijskansarmoede-indicator (OKI),2017,498,867,0.574394
Assenede,43002,Nee,Onderwijskansarmoede-indicator (OKI),2018,526,890,0.591011
Assenede,43002,Nee,Onderwijskansarmoede-indicator (OKI),2019,553,887,0.62345
Assenede,43002,Nee,Onderwijskansarmoede-indicator (OKI),2020,667,874,0.763158
Assenede,43002,Nee,Onderwijskansarmoede-indicator (OKI),2021,631,897,0.703456
Eeklo,43005,Nee,Onderwijskansarmoede-indicator (OKI),2009,1186,1072,1.10634
Eeklo,43005,Nee,Onderwijskansarmoede-indicator (OKI),2010,1015,1078,0.941558
Eeklo,43005,Nee,Onderwijskansarmoede-indicator (OKI),2011,913,1071,0.852474
Eeklo,43005,Nee,Onderwijskansarmoede-indicator (OKI),2012,993,1138,0.872583
Eeklo,43005,Nee,Onderwijskansarmoede-indicator (OKI),2013,1157,1165,0.993133
Eeklo,43005,Nee,Onderwijskansarmoede-indicator (OKI),2014,955,1166,0.819039
Eeklo,43005,Nee,Onderwijskansarmoede-indicator (OKI),2015,917,1189,0.771236
Eeklo,43005,Nee,Onderwijskansarmoede-indicator (OKI),2016,821,1201,0.683597
Eeklo,43005,Nee,Onderwijskansarmoede-indicator (OKI),2017,764,1201,0.636137
Eeklo,43005,Nee,Onderwijskansarmoede-indicator (OKI),2018,955,1225,0.779592
Eeklo,43005,Nee,Onderwijskansarmoede-indicator (OKI),2019,1002,1228,0.815961
Eeklo,43005,Nee,Onderwijskansarmoede-indicator (OKI),2020,1231,1211,1.01652
Eeklo,43005,Nee,Onderwijskansarmoede-indicator (OKI),2021,1347,1264,1.06566
Kaprijke,43007,Nee,Onderwijskansarmoede-indicator (OKI),2009,134,388,0.345361
Kaprijke,43007,Nee,Onderwijskansarmoede-indicator (OKI),2010,131,385,0.34026
Kaprijke,43007,Nee,Onderwijskansarmoede-indicator (OKI),2011,110,383,0.287206
Kaprijke,43007,Nee,Onderwijskansarmoede-indicator (OKI),2012,136,410,0.331707
Kaprijke,43007,Nee,Onderwijskansarmoede-indicator (OKI),2013,117,405,0.288889
Kaprijke,43007,Nee,Onderwijskansarmoede-indicator (OKI),2014,105,391,0.268542
Kaprijke,43007,Nee,Onderwijskansarmoede-indicator (OKI),2015,101,399,0.253133
Kaprijke,43007,Nee,Onderwijskansarmoede-indicator (OKI),2016,93,410,0.226829
Kaprijke,43007,Nee,Onderwijskansarmoede-indicator (OKI),2017,95,401,0.236908
Kaprijke,43007,Nee,Onderwijskansarmoede-indicator (OKI),2018,81,391,0.207161
Kaprijke,43007,Nee,Onderwijskansarmoede-indicator (OKI),2019,85,391,0.217391
Kaprijke,43007,Nee,Onderwijskansarmoede-indicator (OKI),2020,133,363,0.366391
Kaprijke,43007,Nee,Onderwijskansarmoede-indicator (OKI),2021,140,387,0.361757
Maldegem,43010,Nee,Onderwijskansarmoede-indicator (OKI),2009,672,1410,0.476596
Maldegem,43010,Nee,Onderwijskansarmoede-indicator (OKI),2010,675,1363,0.495231
Maldegem,43010,Nee,Onderwijskansarmoede-indicator (OKI),2011,595,1368,0.434942
Maldegem,43010,Nee,Onderwijskansarmoede-indicator (OKI),2012,591,1346,0.439079
Maldegem,43010,Nee,Onderwijskansarmoede-indicator (OKI),2013,497,1373,0.361981
Maldegem,43010,Nee,Onderwijskansarmoede-indicator (OKI),2014,561,1411,0.39759
Maldegem,43010,Nee,Onderwijskansarmoede-indicator (OKI),2015,548,1435,0.381882
Maldegem,43010,Nee,Onderwijskansarmoede-indicator (OKI),2016,519,1482,0.350202
Maldegem,43010,Nee,Onderwijskansarmoede-indicator (OKI),2017,566,1462,0.387141
Maldegem,43010,Nee,Onderwijskansarmoede-indicator (OKI),2018,529,1485,0.356229
Maldegem,43010,Nee,Onderwijskansarmoede-indicator (OKI),2019,548,1440,0.380556
Maldegem,43010,Nee,Onderwijskansarmoede-indicator (OKI),2020,748,1442,0.518724
Maldegem,43010,Nee,Onderwijskansarmoede-indicator (OKI),2021,675,1413,0.477707
Sint-Laureins,43014,Nee,Onderwijskansarmoede-indicator (OKI),2009,119,367,0.324251
Sint-Laureins,43014,Nee,Onderwijskansarmoede-indicator (OKI),2010,122,388,0.314433
Sint-Laureins,43014,Nee,Onderwijskansarmoede-indicator (OKI),2011,113,387,0.29199
Sint-Laureins,43014,Nee,Onderwijskansarmoede-indicator (OKI),2012,129,383,0.336815
Sint-Laureins,43014,Nee,Onderwijskansarmoede-indicator (OKI),2013,123,386,0.318653
Sint-Laureins,43014,Nee,Onderwijskansarmoede-indicator (OKI),2014,120,402,0.298507
Sint-Laureins,43014,Nee,Onderwijskansarmoede-indicator (OKI),2015,125,403,0.310174
Sint-Laureins,43014,Nee,Onderwijskansarmoede-indicator (OKI),2016,124,413,0.300242
Sint-Laureins,43014,Nee,Onderwijskansarmoede-indicator (OKI),2017,121,405,0.298765
Sint-Laureins,43014,Nee,Onderwijskansarmoede-indicator (OKI),2018,120,403,0.297767
Sint-Laureins,43014,Nee,Onderwijskansarmoede-indicator (OKI),2019,107,391,0.273657
Sint-Laureins,43014,Nee,Onderwijskansarmoede-indicator (OKI),2020,169,397,0.425693
Sint-Laureins,43014,Nee,Onderwijskansarmoede-indicator (OKI),2021,196,413,0.474576
Zelzate,43018,Nee,Onderwijskansarmoede-indicator (OKI),2009,901,730,1.23425
Zelzate,43018,Nee,Onderwijskansarmoede-indicator (OKI),2010,870,718,1.2117
Zelzate,43018,Nee,Onderwijskansarmoede-indicator (OKI),2011,782,726,1.07713
Zelzate,43018,Nee,Onderwijskansarmoede-indicator (OKI),2012,728,694,1.04899
Zelzate,43018,Nee,Onderwijskansarmoede-indicator (OKI),2013,777,719,1.08067
Zelzate,43018,Nee,Onderwijskansarmoede-indicator (OKI),2014,807,754,1.07029
Zelzate,43018,Nee,Onderwijskansarmoede-indicator (OKI),2015,803,759,1.05797
Zelzate,43018,Nee,Onderwijskansarmoede-indicator (OKI),2016,889,779,1.14121
Zelzate,43018,Nee,Onderwijskansarmoede-indicator (OKI),2017,1182,796,1.48492
Zelzate,43018,Nee,Onderwijskansarmoede-indicator (OKI),2018,1180,806,1.46402
Zelzate,43018,Nee,Onderwijskansarmoede-indicator (OKI),2019,1032,835,1.23593
Zelzate,43018,Nee,Onderwijskansarmoede-indicator (OKI),2020,1178,826,1.42615
Zelzate,43018,Nee,Onderwijskansarmoede-indicator (OKI),2021,1185,833,1.42257
De Pinte,44012,Nee,Onderwijskansarmoede-indicator (OKI),2009,100,662,0.151057
De Pinte,44012,Nee,Onderwijskansarmoede-indicator (OKI),2010,98,634,0.154574
De Pinte,44012,Nee,Onderwijskansarmoede-indicator (OKI),2011,112,653,0.171516
De Pinte,44012,Nee,Onderwijskansarmoede-indicator (OKI),2012,105,641,0.163807
De Pinte,44012,Nee,Onderwijskansarmoede-indicator (OKI),2013,99,634,0.156151
De Pinte,44012,Nee,Onderwijskansarmoede-indicator (OKI),2014,91,624,0.145833
De Pinte,44012,Nee,Onderwijskansarmoede-indicator (OKI),2015,89,656,0.135671
De Pinte,44012,Nee,Onderwijskansarmoede-indicator (OKI),2016,112,682,0.164223
De Pinte,44012,Nee,Onderwijskansarmoede-indicator (OKI),2017,116,692,0.16763
De Pinte,44012,Nee,Onderwijskansarmoede-indicator (OKI),2018,143,727,0.196699
De Pinte,44012,Nee,Onderwijskansarmoede-indicator (OKI),2019,155,702,0.220798
De Pinte,44012,Nee,Onderwijskansarmoede-indicator (OKI),2020,239,755,0.316556
De Pinte,44012,Nee,Onderwijskansarmoede-indicator (OKI),2021,237,730,0.324658
Destelbergen,44013,Nee,Onderwijskansarmoede-indicator (OKI),2009,403,1051,0.383444
Destelbergen,44013,Nee,Onderwijskansarmoede-indicator (OKI),2010,377,1052,0.358365
Destelbergen,44013,Nee,Onderwijskansarmoede-indicator (OKI),2011,415,1029,0.403304
Destelbergen,44013,Nee,Onderwijskansarmoede-indicator (OKI),2012,428,1062,0.403013
Destelbergen,44013,Nee,Onderwijskansarmoede-indicator (OKI),2013,459,1098,0.418033
Destelbergen,44013,Nee,Onderwijskansarmoede-indicator (OKI),2014,436,1121,0.388938
Destelbergen,44013,Nee,Onderwijskansarmoede-indicator (OKI),2015,429,1139,0.376646
Destelbergen,44013,Nee,Onderwijskansarmoede-indicator (OKI),2016,451,1162,0.388124
Destelbergen,44013,Nee,Onderwijskansarmoede-indicator (OKI),2017,529,1200,0.440833
Destelbergen,44013,Nee,Onderwijskansarmoede-indicator (OKI),2018,531,1230,0.431707
Destelbergen,44013,Nee,Onderwijskansarmoede-indicator (OKI),2019,541,1233,0.438767
Destelbergen,44013,Nee,Onderwijskansarmoede-indicator (OKI),2020,690,1235,0.558704
Destelbergen,44013,Nee,Onderwijskansarmoede-indicator (OKI),2021,780,1200,0.65
Evergem,44019,Nee,Onderwijskansarmoede-indicator (OKI),2009,1119,2110,0.530332
Evergem,44019,Nee,Onderwijskansarmoede-indicator (OKI),2010,1032,2099,0.491663
Evergem,44019,Nee,Onderwijskansarmoede-indicator (OKI),2011,944,2108,0.447818
Evergem,44019,Nee,Onderwijskansarmoede-indicator (OKI),2012,906,2110,0.429384
Evergem,44019,Nee,Onderwijskansarmoede-indicator (OKI),2013,959,2150,0.446047
Evergem,44019,Nee,Onderwijskansarmoede-indicator (OKI),2014,820,2140,0.383178
Evergem,44019,Nee,Onderwijskansarmoede-indicator (OKI),2015,866,2216,0.390794
Evergem,44019,Nee,Onderwijskansarmoede-indicator (OKI),2016,976,2273,0.429388
Evergem,44019,Nee,Onderwijskansarmoede-indicator (OKI),2017,980,2302,0.425717
Evergem,44019,Nee,Onderwijskansarmoede-indicator (OKI),2018,1015,2316,0.438256
Evergem,44019,Nee,Onderwijskansarmoede-indicator (OKI),2019,1135,2333,0.486498
Evergem,44019,Nee,Onderwijskansarmoede-indicator (OKI),2020,1322,2257,0.585733
Evergem,44019,Nee,Onderwijskansarmoede-indicator (OKI),2021,1443,2274,0.634565
Gavere,44020,Nee,Onderwijskansarmoede-indicator (OKI),2009,290,799,0.362954
Gavere,44020,Nee,Onderwijskansarmoede-indicator (OKI),2010,225,804,0.279851
Gavere,44020,Nee,Onderwijskansarmoede-indicator (OKI),2011,202,777,0.259974
Gavere,44020,Nee,Onderwijskansarmoede-indicator (OKI),2012,191,752,0.253989
Gavere,44020,Nee,Onderwijskansarmoede-indicator (OKI),2013,205,750,0.273333
Gavere,44020,Nee,Onderwijskansarmoede-indicator (OKI),2014,184,771,0.238651
Gavere,44020,Nee,Onderwijskansarmoede-indicator (OKI),2015,191,789,0.242079
Gavere,44020,Nee,Onderwijskansarmoede-indicator (OKI),2016,199,780,0.255128
Gavere,44020,Nee,Onderwijskansarmoede-indicator (OKI),2017,198,803,0.246575
Gavere,44020,Nee,Onderwijskansarmoede-indicator (OKI),2018,219,824,0.265777
Gavere,44020,Nee,Onderwijskansarmoede-indicator (OKI),2019,232,806,0.287841
Gavere,44020,Nee,Onderwijskansarmoede-indicator (OKI),2020,342,785,0.435669
Gavere,44020,Nee,Onderwijskansarmoede-indicator (OKI),2021,362,798,0.453634
Gent,44021,Ja,Onderwijskansarmoede-indicator (OKI),2009,21171,13588,1.55807
Gent,44021,Ja,Onderwijskansarmoede-indicator (OKI),2010,21188,13595,1.55851
Gent,44021,Ja,Onderwijskansarmoede-indicator (OKI),2011,21859,13900,1.57259
Gent,44021,Ja,Onderwijskansarmoede-indicator (OKI),2012,22010,14119,1.55889
Gent,44021,Ja,Onderwijskansarmoede-indicator (OKI),2013,22957,14390,1.59534
Gent,44021,Ja,Onderwijskansarmoede-indicator (OKI),2014,22357,14701,1.52078
Gent,44021,Ja,Onderwijskansarmoede-indicator (OKI),2015,23606,15315,1.54136
Gent,44021,Ja,Onderwijskansarmoede-indicator (OKI),2016,24627,15870,1.5518
Gent,44021,Ja,Onderwijskansarmoede-indicator (OKI),2017,25365,16401,1.54655
Gent,44021,Ja,Onderwijskansarmoede-indicator (OKI),2018,25974,16607,1.56404
Gent,44021,Ja,Onderwijskansarmoede-indicator (OKI),2019,26113,16792,1.55509
Gent,44021,Ja,Onderwijskansarmoede-indicator (OKI),2020,28337,16737,1.69308
Gent,44021,Ja,Onderwijskansarmoede-indicator (OKI),2021,27454,16573,1.65655
Lochristi,44034,Nee,Onderwijskansarmoede-indicator (OKI),2009,454,1550,0.292903
Lochristi,44034,Nee,Onderwijskansarmoede-indicator (OKI),2010,406,1546,0.262613
Lochristi,44034,Nee,Onderwijskansarmoede-indicator (OKI),2011,358,1518,0.235837
Lochristi,44034,Nee,Onderwijskansarmoede-indicator (OKI),2012,325,1517,0.214239
Lochristi,44034,Nee,Onderwijskansarmoede-indicator (OKI),2013,308,1538,0.20026
Lochristi,44034,Nee,Onderwijskansarmoede-indicator (OKI),2014,285,1537,0.185426
Lochristi,44034,Nee,Onderwijskansarmoede-indicator (OKI),2015,317,1538,0.206112
Lochristi,44034,Nee,Onderwijskansarmoede-indicator (OKI),2016,341,1510,0.225828
Lochristi,44034,Nee,Onderwijskansarmoede-indicator (OKI),2017,330,1532,0.215405
Lochristi,44034,Nee,Onderwijskansarmoede-indicator (OKI),2018,353,1522,0.231932
Lochristi,44034,Nee,Onderwijskansarmoede-indicator (OKI),2019,368,1489,0.247146
Lochristi,44034,Nee,Onderwijskansarmoede-indicator (OKI),2020,551,1462,0.376881
Lochristi,44034,Nee,Onderwijskansarmoede-indicator (OKI),2021,542,1414,0.38331
Melle,44040,Nee,Onderwijskansarmoede-indicator (OKI),2009,226,684,0.330409
Melle,44040,Nee,Onderwijskansarmoede-indicator (OKI),2010,218,683,0.31918
Melle,44040,Nee,Onderwijskansarmoede-indicator (OKI),2011,298,678,0.439528
Melle,44040,Nee,Onderwijskansarmoede-indicator (OKI),2012,327,711,0.459916
Melle,44040,Nee,Onderwijskansarmoede-indicator (OKI),2013,226,701,0.322397
Melle,44040,Nee,Onderwijskansarmoede-indicator (OKI),2014,235,734,0.320163
Melle,44040,Nee,Onderwijskansarmoede-indicator (OKI),2015,253,740,0.341892
Melle,44040,Nee,Onderwijskansarmoede-indicator (OKI),2016,244,752,0.324468
Melle,44040,Nee,Onderwijskansarmoede-indicator (OKI),2017,268,767,0.349413
Melle,44040,Nee,Onderwijskansarmoede-indicator (OKI),2018,315,789,0.39924
Melle,44040,Nee,Onderwijskansarmoede-indicator (OKI),2019,306,798,0.383459
Melle,44040,Nee,Onderwijskansarmoede-indicator (OKI),2020,356,749,0.4753
Melle,44040,Nee,Onderwijskansarmoede-indicator (OKI),2021,437,762,0.573491
Merelbeke,44043,Nee,Onderwijskansarmoede-indicator (OKI),2009,494,1522,0.324573
Merelbeke,44043,Nee,Onderwijskansarmoede-indicator (OKI),2010,468,1450,0.322759
Merelbeke,44043,Nee,Onderwijskansarmoede-indicator (OKI),2011,457,1461,0.312799
Merelbeke,44043,Nee,Onderwijskansarmoede-indicator (OKI),2012,415,1456,0.285027
Merelbeke,44043,Nee,Onderwijskansarmoede-indicator (OKI),2013,389,1478,0.263194
Merelbeke,44043,Nee,Onderwijskansarmoede-indicator (OKI),2014,362,1498,0.241656
Merelbeke,44043,Nee,Onderwijskansarmoede-indicator (OKI),2015,394,1537,0.256344
Merelbeke,44043,Nee,Onderwijskansarmoede-indicator (OKI),2016,409,1580,0.258861
Merelbeke,44043,Nee,Onderwijskansarmoede-indicator (OKI),2017,382,1598,0.239049
Merelbeke,44043,Nee,Onderwijskansarmoede-indicator (OKI),2018,370,1640,0.22561
Merelbeke,44043,Nee,Onderwijskansarmoede-indicator (OKI),2019,380,1592,0.238693
Merelbeke,44043,Nee,Onderwijskansarmoede-indicator (OKI),2020,539,1586,0.339849
Merelbeke,44043,Nee,Onderwijskansarmoede-indicator (OKI),2021,552,1589,0.347388
Moerbeke,44045,Nee,Onderwijskansarmoede-indicator (OKI),2009,168,393,0.427481
Moerbeke,44045,Nee,Onderwijskansarmoede-indicator (OKI),2010,149,376,0.396277
Moerbeke,44045,Nee,Onderwijskansarmoede-indicator (OKI),2011,126,378,0.333333
Moerbeke,44045,Nee,Onderwijskansarmoede-indicator (OKI),2012,126,399,0.315789
Moerbeke,44045,Nee,Onderwijskansarmoede-indicator (OKI),2013,117,413,0.283293
Moerbeke,44045,Nee,Onderwijskansarmoede-indicator (OKI),2014,102,416,0.245192
Moerbeke,44045,Nee,Onderwijskansarmoede-indicator (OKI),2015,113,441,0.256236
Moerbeke,44045,Nee,Onderwijskansarmoede-indicator (OKI),2016,113,456,0.247807
Moerbeke,44045,Nee,Onderwijskansarmoede-indicator (OKI),2017,114,451,0.252772
Moerbeke,44045,Nee,Onderwijskansarmoede-indicator (OKI),2018,133,460,0.28913
Moerbeke,44045,Nee,Onderwijskansarmoede-indicator (OKI),2019,135,475,0.284211
Moerbeke,44045,Nee,Onderwijskansarmoede-indicator (OKI),2020,170,454,0.374449
Moerbeke,44045,Nee,Onderwijskansarmoede-indicator (OKI),2021,199,454,0.438326
Nazareth,44048,Nee,Onderwijskansarmoede-indicator (OKI),2009,224,717,0.312413
Nazareth,44048,Nee,Onderwijskansarmoede-indicator (OKI),2010,230,715,0.321678
Nazareth,44048,Nee,Onderwijskansarmoede-indicator (OKI),2011,199,714,0.278711
Nazareth,44048,Nee,Onderwijskansarmoede-indicator (OKI),2012,204,720,0.283333
Nazareth,44048,Nee,Onderwijskansarmoede-indicator (OKI),2013,201,735,0.273469
Nazareth,44048,Nee,Onderwijskansarmoede-indicator (OKI),2014,169,722,0.234072
Nazareth,44048,Nee,Onderwijskansarmoede-indicator (OKI),2015,155,721,0.214979
Nazareth,44048,Nee,Onderwijskansarmoede-indicator (OKI),2016,160,686,0.233236
Nazareth,44048,Nee,Onderwijskansarmoede-indicator (OKI),2017,168,671,0.250373
Nazareth,44048,Nee,Onderwijskansarmoede-indicator (OKI),2018,190,681,0.279001
Nazareth,44048,Nee,Onderwijskansarmoede-indicator (OKI),2019,184,683,0.2694
Nazareth,44048,Nee,Onderwijskansarmoede-indicator (OKI),2020,277,689,0.402032
Nazareth,44048,Nee,Onderwijskansarmoede-indicator (OKI),2021,296,710,0.416901
Oosterzele,44052,Nee,Onderwijskansarmoede-indicator (OKI),2009,240,873,0.274914
Oosterzele,44052,Nee,Onderwijskansarmoede-indicator (OKI),2010,227,857,0.264877
Oosterzele,44052,Nee,Onderwijskansarmoede-indicator (OKI),2011,244,880,0.277273
Oosterzele,44052,Nee,Onderwijskansarmoede-indicator (OKI),2012,178,895,0.198883
Oosterzele,44052,Nee,Onderwijskansarmoede-indicator (OKI),2013,221,901,0.245283
Oosterzele,44052,Nee,Onderwijskansarmoede-indicator (OKI),2014,211,896,0.235491
Oosterzele,44052,Nee,Onderwijskansarmoede-indicator (OKI),2015,216,901,0.239734
Oosterzele,44052,Nee,Onderwijskansarmoede-indicator (OKI),2016,206,926,0.222462
Oosterzele,44052,Nee,Onderwijskansarmoede-indicator (OKI),2017,150,939,0.159744
Oosterzele,44052,Nee,Onderwijskansarmoede-indicator (OKI),2018,149,954,0.156184
Oosterzele,44052,Nee,Onderwijskansarmoede-indicator (OKI),2019,167,931,0.179377
Oosterzele,44052,Nee,Onderwijskansarmoede-indicator (OKI),2020,287,938,0.30597
Oosterzele,44052,Nee,Onderwijskansarmoede-indicator (OKI),2021,300,951,0.315457
Sint-Martens-Latem,44064,Nee,Onderwijskansarmoede-indicator (OKI),2009,96,530,0.181132
Sint-Martens-Latem,44064,Nee,Onderwijskansarmoede-indicator (OKI),2010,96,503,0.190855
Sint-Martens-Latem,44064,Nee,Onderwijskansarmoede-indicator (OKI),2011,80,483,0.165631
Sint-Martens-Latem,44064,Nee,Onderwijskansarmoede-indicator (OKI),2012,85,504,0.168651
Sint-Martens-Latem,44064,Nee,Onderwijskansarmoede-indicator (OKI),2013,91,496,0.183468
Sint-Martens-Latem,44064,Nee,Onderwijskansarmoede-indicator (OKI),2014,94,489,0.192229
Sint-Martens-Latem,44064,Nee,Onderwijskansarmoede-indicator (OKI),2015,86,494,0.174089
Sint-Martens-Latem,44064,Nee,Onderwijskansarmoede-indicator (OKI),2016,95,509,0.18664
Sint-Martens-Latem,44064,Nee,Onderwijskansarmoede-indicator (OKI),2017,106,524,0.20229
Sint-Martens-Latem,44064,Nee,Onderwijskansarmoede-indicator (OKI),2018,110,542,0.202952
Sint-Martens-Latem,44064,Nee,Onderwijskansarmoede-indicator (OKI),2019,114,519,0.219653
Sint-Martens-Latem,44064,Nee,Onderwijskansarmoede-indicator (OKI),2020,171,523,0.32696
Sint-Martens-Latem,44064,Nee,Onderwijskansarmoede-indicator (OKI),2021,172,506,0.339921
Wachtebeke,44073,Nee,Onderwijskansarmoede-indicator (OKI),2009,299,459,0.651416
Wachtebeke,44073,Nee,Onderwijskansarmoede-indicator (OKI),2010,289,447,0.646532
Wachtebeke,44073,Nee,Onderwijskansarmoede-indicator (OKI),2011,286,478,0.598326
Wachtebeke,44073,Nee,Onderwijskansarmoede-indicator (OKI),2012,299,499,0.599198
Wachtebeke,44073,Nee,Onderwijskansarmoede-indicator (OKI),2013,297,495,0.6
Wachtebeke,44073,Nee,Onderwijskansarmoede-indicator (OKI),2014,299,523,0.571702
Wachtebeke,44073,Nee,Onderwijskansarmoede-indicator (OKI),2015,202,487,0.414784
Wachtebeke,44073,Nee,Onderwijskansarmoede-indicator (OKI),2016,297,509,0.583497
Wachtebeke,44073,Nee,Onderwijskansarmoede-indicator (OKI),2017,239,523,0.456979
Wachtebeke,44073,Nee,Onderwijskansarmoede-indicator (OKI),2018,237,520,0.455769
Wachtebeke,44073,Nee,Onderwijskansarmoede-indicator (OKI),2019,221,499,0.442886
Wachtebeke,44073,Nee,Onderwijskansarmoede-indicator (OKI),2020,275,484,0.568182
Wachtebeke,44073,Nee,Onderwijskansarmoede-indicator (OKI),2021,259,481,0.538462
Zulte,44081,Nee,Onderwijskansarmoede-indicator (OKI),2009,443,956,0.463389
Zulte,44081,Nee,Onderwijskansarmoede-indicator (OKI),2010,434,962,0.451143
Zulte,44081,Nee,Onderwijskansarmoede-indicator (OKI),2011,407,926,0.439525
Zulte,44081,Nee,Onderwijskansarmoede-indicator (OKI),2012,327,929,0.351991
Zulte,44081,Nee,Onderwijskansarmoede-indicator (OKI),2013,300,888,0.337838
Zulte,44081,Nee,Onderwijskansarmoede-indicator (OKI),2014,325,923,0.352113
Zulte,44081,Nee,Onderwijskansarmoede-indicator (OKI),2015,361,958,0.376827
Zulte,44081,Nee,Onderwijskansarmoede-indicator (OKI),2016,366,989,0.370071
Zulte,44081,Nee,Onderwijskansarmoede-indicator (OKI),2017,367,1054,0.348197
Zulte,44081,Nee,Onderwijskansarmoede-indicator (OKI),2018,389,1077,0.361188
Zulte,44081,Nee,Onderwijskansarmoede-indicator (OKI),2019,395,1080,0.365741
Zulte,44081,Nee,Onderwijskansarmoede-indicator (OKI),2020,513,1088,0.471507
Zulte,44081,Nee,Onderwijskansarmoede-indicator (OKI),2021,496,1055,0.470142
Deinze,44083,Nee,Onderwijskansarmoede-indicator (OKI),2009,970,2579,0.376115
Deinze,44083,Nee,Onderwijskansarmoede-indicator (OKI),2010,913,2522,0.362014
Deinze,44083,Nee,Onderwijskansarmoede-indicator (OKI),2011,804,2515,0.319682
Deinze,44083,Nee,Onderwijskansarmoede-indicator (OKI),2012,836,2519,0.331878
Deinze,44083,Nee,Onderwijskansarmoede-indicator (OKI),2013,767,2534,0.302684
Deinze,44083,Nee,Onderwijskansarmoede-indicator (OKI),2014,717,2557,0.280407
Deinze,44083,Nee,Onderwijskansarmoede-indicator (OKI),2015,784,2683,0.29221
Deinze,44083,Nee,Onderwijskansarmoede-indicator (OKI),2016,860,2808,0.306268
Deinze,44083,Nee,Onderwijskansarmoede-indicator (OKI),2017,817,2861,0.285564
Deinze,44083,Nee,Onderwijskansarmoede-indicator (OKI),2018,841,2889,0.291104
